genes,rank
SCAND1,3.1426459670099374
DNMT1,3.141759580715121
CITED2,3.1329683636297325
LSM6,3.127179618316705
COMMD7,3.111698263331938
MYBL1,3.110722781893169
CTCF,3.1033689833109164
PCSK7,3.0976306891557255
CREBRF,3.096818292067872
GOLPH3,3.091676588866762
CMC2,3.0761210769769347
CPNE1,3.074988874746134
ZNF217,3.0691559803522397
NDUFV2,3.0686327937091495
MED10,3.0583224364200534
FGD3,3.046063213099483
KMT2C,3.030507119153844
PTPN1,2.9869747019455075
COX7A2L,2.985250351127819
PTPRJ,2.984709217986202
PDCD2,2.9823204528927514
XRCC6,2.975293215556988
DYNLT1,2.962494008945295
TMX4,2.9594600592141176
GAS5,2.9416529553141424
ZBTB7A,2.937348982128022
ARRB2,2.9333457955471527
GNPTAB,2.9248466882271726
MRPL57,2.920361698015503
TWF2,2.9171551018276727
STUB1,2.917087061081183
NELFCD,2.905332789919873
GRK6,2.899096336127205
MED4,2.8806289489976704
MRPS34,2.8766405753591022
EIF2S3,2.8613674617307954
MYO5A,2.839913946066893
IAH1,2.8205852642719993
AP1G2,2.811604709824905
USP25,2.809178714389123
JTB,2.7996352488097185
CEBPB,2.7994182322899714
MARK3,2.787106104264353
C7orf50,2.7706296612652106
PIH1D1,2.767843603376327
RALGDS,2.7634916240362424
NEK7,2.761878553798053
MED15,2.7386612901129133
EIF3D,2.7353365492295154
DDX50,2.734334002605564
CHIC2,2.731461048808768
SNRPD3,2.7132285121862747
CEP57,2.6938316331557814
EIF3L,2.6837753774049937
GPS2,2.682401983487678
FIS1,2.67334290277729
SP3,2.671376809954438
P2RY8,2.6642542141216263
EFHD2,2.6569818400715004
CNOT6L,2.653050315879076
STX16,2.648301462944288
TBC1D5,2.63682818535356
MMP24OS,2.634464997955242
SETX,2.628639890795146
ITFG2,2.6285192329895466
TRAPPC2L,2.6273205502153036
LAMTOR1,2.6162893287379725
VPS29,2.615666318220464
CLPP,2.5991008088561536
YY1,2.59902497895531
CDK5RAP3,2.598152835551694
CDC40,2.5802207080153434
CEP350,2.5717279885576527
STXBP2,2.5706233085730856
ANXA7,2.5500920912447547
USP16,2.5491940595608846
SYNGR2,2.5489306111833314
CCSER2,2.5472769738905474
GLCCI1,2.541178463232084
BAZ2A,2.534670231402376
CCS,2.5266727980129193
RHOG,2.5254552512673656
ACP1,2.5248173539917014
LGALS3,2.5218976816948544
C12orf75,2.490089571552141
NR4A2,2.4826561408586114
LITAF,2.4681791083627167
MAPK1,2.4635814134278697
OIP5-AS1,2.4605461865083234
ATP5MC1,2.4390438659020344
OSTF1,2.4351051111293716
PMAIP1,2.432230391116222
CEP85L,2.42763119104219
PPP4R3B,2.427116588703178
PTTG1,2.4218870455829893
MEAF6,2.4135430771301145
MICOS13,2.3904919242857448
SACM1L,2.3893435939097665
PSMA2,2.388416532633692
VPS51,2.3870005319394454
CMTM7,2.3860348824838
MAP2K2,2.3809565646235082
LMAN2,2.3669024015577955
SP140L,2.337816876996628
PCNX1,2.3373187691762105
NDUFS8,2.3295373263394183
MRPL34,2.3273963844187984
PSMD13,2.3264400806954013
PARP10,2.3159947558109586
EPSTI1,2.3116515148143035
ZNF655,2.311005843259839
TMEM179B,2.301569690068697
MIA2,2.3002598875606743
GLG1,2.299195582894009
RBM27,2.2981818706259065
NIBAN1,2.291949938024581
TRAF5,2.2774789956846977
CCM2,2.2731907587557174
SNX6,2.2700736865523137
SFMBT2,2.2691403021993444
SIVA1,2.263036248051841
LBR,2.2546164172540832
PUM2,2.2467416376680975
ZNF24,2.2347361833497357
ATXN1,2.207929518208934
POLD4,2.204527384754313
M6PR,2.201064736552578
PHF11,2.1898212739200233
MICU2,2.186017840892113
TOMM5,2.180264307685663
RBM4,2.1650085601300093
SRP19,2.1649738601310786
FAM214A,2.1493666806454743
BTG3,2.1487453850170017
RNF4,2.147311230219692
NCKAP1L,2.144082422825179
CCDC69,2.143132312269317
SNRPA,2.1429436011496046
UHRF2,2.14017890107274
MEA1,2.1319638823410165
VPS4B,2.12767099330123
KIAA2026,2.121807030635892
SF3B6,2.1203065218182893
SIK3,2.1191099939065516
MAZ,2.114250079541035
RWDD1,2.113445852576414
UBE2L6,2.0971915386240294
CIR1,2.0917702244870693
SUMO1,2.0908149834052003
BRD7,2.072891053789517
UQCRFS1,2.070357190449651
CASP4,2.067509891477116
PSMA3,2.0509219500913245
PRNP,2.0503635671620484
UBE3A,2.049396402249373
COPB2,2.023099861337599
DNAJB14,2.0201715311466186
TMEM230,2.0116357322928664
PNPLA2,1.9772138797442824
LSM14A,1.9758299010004907
PHIP,1.9698614159958574
PCF11,1.9676435954072722
TOR1AIP1,1.9566966687246878
PLSCR3,1.9561230711057982
SENP6,1.9506889064722948
CHST11,1.933407896521205
PRPF6,1.9250463092467291
DPM3,1.9243091038367892
UFC1,1.9241113050396774
TNIP1,1.916558195239976
TMEM35B,1.9037175342210062
NDUFAB1,1.8980057304622466
UBLCP1,1.8935641975483044
CCT4,1.8649767595588709
TAB2,1.8631037969923294
FLI1,1.8604318672630922
CNTRL,1.8529917710183827
ZNRD1,1.8504326495026782
MFSD10,1.8469075244004767
NDUFAF3,1.839519706652115
DIP2A,1.8283373748772274
PRKCB,1.784993756072905
ATF6B,1.7758186653510282
TMEM219,1.773967007051982
SMARCE1,1.771658493529826
GON4L,1.7627224678310918
MECP2,1.7601430083609317
TNKS2,1.7547016515023588
SSH2,1.7499903112532247
STK39,1.7487858932095797
ZNFX1,1.7375578327570196
CARHSP1,1.7270871666469638
PUF60,1.7247753168474822
YIPF4,1.7114281812338954
TMED4,1.7021825665216124
MGAT1,1.7005174743658062
SDHD,1.6982675872077018
CTDNEP1,1.671523052643078
WDR82,1.6681332720112751
PCNP,1.6656056692912666
NOSIP,1.651904442180486
MARCH7,1.6368782475733747
ZNF331,1.630833952489545
VSIR,1.6147718757636025
CDK13,1.6100569183800197
ADD3,1.6044973889767171
PIN1,1.6016421247253931
ZNF644,1.5643779117378718
TXNL4A,1.5502563019230353
NUB1,1.5174257380672957
SUPT16H,1.5166011800835286
GTF2A2,1.500961096788828
USP47,1.4838553535329173
SRPK2,1.4835700415599191
BCL2L1,1.4584068575886582
FAM204A,1.4463703898910938
SRSF1,1.4385268543041971
GSR,1.428150520336015
NRBP1,1.4276615968370931
PPP4R3A,1.4201338571267619
NUCB2,1.41029367734839
ETNK1,1.3976681140421263
GNG11,-1.5900995355008587
LGALS1,-1.6737062193501746
ENG,-1.718701458016568
HSPA5,-1.8479390395377917
HIF1A,-2.0194733121527007
PTTG1IP,-2.121996410822642
C1orf54,-2.1940964355216592
APP,-2.2617245714511216
MEF2A,-2.39334326979155
NR4A1,-2.4118308814040645
TUBB4B,-2.545709614292457
ELL2,-2.6515506301615446
PTMS,-2.9521812106682743
GGT5,-3.0190254517966224
ENTPD1,-3.0280302596531423
CCL4L2,-3.0603995836846427
MT1E,-3.0767556997127157
ABCG2,-3.272783206524805
HTRA1,-3.280876100979476
TCF4,-3.3976012386279892
CCL3,-3.4203484016727206
EPB41L2,-3.6039566832335126
LAMC1,-3.717798169000215
QKI,-3.910069132641953
NFIA,-4.205129910743941
PON2,-4.387046701421979
MYO10,-4.442702296399568
KLF4,-4.557081544307039
GADD45G,-4.591010566767154
SPRY1,-4.603168611424888
CD302,-4.824899484975623
MFSD2A,-4.83299510492982
YBX3,-4.964581917227914
TJP1,-5.128201932307651
PLTP,-5.138225066188339
FCER1G,-5.230310749902353
PLK2,-5.3643587268591855
HSP90B1,-5.430872967410207
CNN3,-5.504644725223797
HES1,-5.58126628714806
COL5A2,-5.6100778559313795
ARHGAP29,-5.912613053607608
TREM2,-5.926481243722098
MAP1B,-5.935238315022954
SPARCL1,-6.050095698953928
LHFPL6,-6.051099884092623
ARHGEF7,-6.053532794306474
FSCN1,-6.104092283428034
SPTBN1,-6.13121244407513
COL18A1,-6.322569772580972
DOCK4,-6.328175586139296
EPS8,-6.384328986446609
TEAD1,-6.519429362250153
SERPINH1,-6.575385613494383
FILIP1L,-6.619084239077029
ARHGEF12,-6.956559527180047
SLC38A2,-7.090083450262466
AIF1,-7.189496410955913
TPM1,-7.229447089019791
YWHAH,-7.261961199028714
COBLL1,-7.284182368952433
APOLD1,-7.288983626978796
DUXAP8,-7.513723093695662
PDK4,-7.547008680211872
TAGLN,-7.785523101174281
MCAM,-8.002016928587095
CYTH3,-8.08637234350054
GJC1,-8.234498045778441
SLC1A3,-8.299737655223806
PSAP,-8.440836517471817
VWF,-8.582004804045031
CCDC102B,-8.924056763604097
SERPINE1,-9.155446932023379
DLC1,-9.320261285397956
NR2F2,-9.34071307601908
MEF2C,-9.345530056172617
NID1,-9.682491314026324
COL6A2,-9.69343258333291
TYROBP,-9.836511766218479
CDH11,-9.874255655420635
TPM4,-10.144549047110017
MAFB,-10.31442486704744
CAVIN2,-10.501215763294317
IFI27,-10.857374090787065
MGP,-10.90913056093303
CD68,-11.34049294031304
TUBA1B,-11.858451845341731
VCL,-12.248360513283455
IFRD1,-13.153762888806874
FOSB,-14.191436049599798
IFITM3,-15.017739132938345
NREP,-15.146664350535406
C11orf96,-15.247030830136683
ZFAND5,-15.517475354789994
SLC38A5,-15.763295697752007
SAT1,-15.896719436445244
CCN2,-16.306293452745486
MYL9,-16.322131945798265
EPAS1,-16.82355435751065
CA2,-17.03344840965452
CPE,-17.37245414010316
HES4,-17.72820535427765
TIMP1,-17.855001567121153
OLFML3,-18.044690849856757
ATF3,-18.17079298021864
LAMA4,-18.431312798161063
SGK1,-18.935564112898156
NPC2,-19.156073606817017
SOX4,-19.30723778008188
TPM2,-19.400504365473296
C1QA,-21.203936780982055
CLDN5,-21.616723665476275
MT-ATP8,-22.648010623909983
C1QC,-24.433079615478853
PDGFRB,-26.75022440333399
MTRNR2L8,-27.272060720265838
C1QB,-27.337630054849278
APOC2,-28.86683071791527
FTH1,-29.019285836778792
CEBPD,-29.66199031943269
EGR1,-31.35886088255818
FSTL1,-32.626924854217265
HLA-DRA,-33.668977020950884
UACA,-37.27045537307898
COL3A1,-38.07659903596231
MT-ND2,-38.37495041816168
FTL,-39.52107079690281
MT-ND4,-40.00082558430729
CST3,-41.22718559386769
MYO1B,-42.04052082060367
AGRN,-42.228510421561204
GADD45B,-47.977095317078835
NEAT1,-48.39315909892577
CD74,-50.72818885640104
HIGD1B,-53.840297226356704
MT-CYB,-55.18738475696115
F3,-59.771383931427515
MT-CO3,-63.51688436077399
MARCKS,-63.72263864414192
C3,-63.99769009439858
MT-ND1,-66.21497681881111
CDH6,-67.87151071542878
MT-ND5,-69.05745088319121
MT-ATP6,-70.51385519602896
A2M,-73.41936234395234
THY1,-87.75047009942107
ATP1A2,-87.82850343771528
DCN,-90.49819915482719
NDUFA4L2,-96.2982020786127
NOTCH3,-97.6790403052191
COL1A1,-100.15588856414045
MT-CO1,-124.19850201204632
RHOB,-127.79298579337484
FOS,-127.8593265056689
APOC1,-134.28887474188704
PTN,-138.35864651400496
MTRNR2L12,-178.22248724577898
COL4A2,-200.39633871753165
SPP1,-202.66912701382418
COL1A2,-237.7776867410787
CALD1,-239.63159306961094
RGS5,-267.62756962599076
COL4A1,-283.58348141939643
BGN,-343.47732386679456
IGFBP7,-354.5993514577981
SPARC,-359.5651358543045
APOE,-401.09107499840053
FN1,-604.5758132560067
