UMAP_1,UMAP_2,leiden,patient_name,cell_type
-0.11241357,8.009804,2,p1_pre,Myeloid cells
12.278518,2.7373605,9,p1_pre,Myeloid cells
3.555717,4.8200383,4,p1_pre,T cells
8.992254,12.359861,12,p1_pre,Myeloid cells
9.061642,12.033144,12,p1_pre,Myeloid cells
5.446147,7.3505044,8,p1_pre,T cells
8.489274,11.9535055,12,p1_pre,Myeloid cells
12.720422,4.11112,9,p1_pre,Myeloid cells
6.4606495,6.6006737,15,p1_pre,Myeloid cells
-2.7311416,6.160415,3,p1_pre,Myeloid cells
6.779163,4.5629296,4,p1_pre,T cells
4.015632,5.110282,4,p1_pre,T cells
5.26794,7.1733427,8,p1_pre,T cells
-0.5635111,9.5619135,2,p1_pre,Myeloid cells
-4.9489384,9.775191,7,p1_pre,Myeloid cells
3.973828,5.0772433,4,p1_pre,T cells
8.765248,11.336837,12,p1_pre,Myeloid cells
12.935423,3.1735408,9,p1_pre,Myeloid cells
3.843873,5.6140075,4,p1_pre,T cells
6.4879837,6.3818245,15,p1_pre,Myeloid cells
7.961112,12.844296,12,p1_pre,Myeloid cells
4.1323566,5.1273036,4,p1_pre,T cells
5.2495456,7.156882,8,p1_pre,T cells
8.831406,11.980662,12,p1_pre,Myeloid cells
-3.658009,10.704693,7,p1_pre,Myeloid cells
4.1053605,5.6579123,4,p1_pre,T cells
6.708103,6.5968947,15,p1_pre,Myeloid cells
7.7386637,12.863073,12,p1_pre,Myeloid cells
-1.1562608,9.660045,2,p1_pre,Myeloid cells
-3.7373931,10.798066,7,p1_pre,Myeloid cells
12.685131,4.063633,9,p1_pre,Myeloid cells
6.999315,4.1460404,4,p1_pre,T cells
9.106997,12.001169,12,p1_pre,Myeloid cells
4.9902043,7.1200504,8,p1_pre,T cells
8.834854,11.816991,12,p1_pre,Myeloid cells
7.051316,13.269414,12,p1_pre,Myeloid cells
4.1007113,4.248468,4,p1_pre,T cells
13.563045,2.535067,9,p1_pre,Myeloid cells
11.787368,2.1943264,9,p1_pre,Myeloid cells
5.6906424,4.98304,4,p1_pre,T cells
13.359697,2.3779042,9,p1_pre,Myeloid cells
-0.022425758,-3.0655649,1,p1_pre,T cells
13.131945,2.570913,9,p1_pre,Myeloid cells
-3.5953746,9.896609,7,p1_pre,Myeloid cells
6.4294324,5.347757,4,p1_pre,T cells
12.700433,4.0904365,9,p1_pre,Myeloid cells
4.375589,7.0412583,8,p1_pre,T cells
2.0031223,8.883728,2,p1_pre,Myeloid cells
13.763403,2.397405,9,p1_pre,Myeloid cells
6.8444963,6.533152,15,p1_pre,Myeloid cells
13.167137,2.532126,9,p1_pre,Myeloid cells
-3.500184,5.2298827,3,p1_pre,Myeloid cells
5.3359714,7.4143987,8,p1_pre,T cells
6.424517,3.9492292,4,p1_pre,T cells
9.017165,11.971961,12,p1_pre,Myeloid cells
6.6462517,4.0734525,4,p1_pre,T cells
6.4937167,4.360866,4,p1_pre,T cells
-4.042161,10.7244005,7,p1_pre,Myeloid cells
12.713779,4.197562,9,p1_pre,Myeloid cells
6.730405,6.3070226,15,p1_pre,Myeloid cells
5.6748047,5.786431,4,p1_pre,T cells
6.892201,12.917408,12,p1_pre,Myeloid cells
12.6024275,4.0869107,9,p1_pre,Myeloid cells
8.4787245,11.96903,12,p1_pre,Myeloid cells
7.7541833,12.976091,12,p1_pre,Myeloid cells
13.927357,2.2920783,9,p1_pre,Myeloid cells
6.1572647,6.430112,15,p1_pre,Myeloid cells
6.3305364,6.137534,15,p1_pre,Myeloid cells
-0.5148559,9.541016,2,p1_pre,Myeloid cells
1.6822039,12.0604,2,p1_pre,Myeloid cells
8.922668,12.151018,12,p1_pre,Myeloid cells
13.697983,2.66486,9,p1_pre,Myeloid cells
6.3102775,5.4236646,4,p1_pre,T cells
9.160913,12.187144,12,p1_pre,Myeloid cells
6.4689665,3.895488,4,p1_pre,T cells
3.8570168,5.615398,4,p1_pre,T cells
13.667388,2.4628575,9,p1_pre,Myeloid cells
6.334726,4.6295037,4,p1_pre,T cells
13.31564,2.4615438,9,p1_pre,Myeloid cells
8.8887615,12.350119,12,p1_pre,Myeloid cells
-3.1823342,-2.4893713,1,p1_pre,T cells
-4.1488376,10.03156,7,p1_pre,Myeloid cells
13.824176,2.2863014,9,p1_pre,Myeloid cells
4.409711,5.199979,4,p1_pre,T cells
13.547304,2.5051792,9,p1_pre,Myeloid cells
12.877598,4.1536064,9,p1_pre,Myeloid cells
1.3032283,-4.943354,5,p1_pre,T cells
3.8324177,5.3950505,4,p1_pre,T cells
0.76487386,8.968426,2,p1_pre,Myeloid cells
5.4607296,7.3451114,8,p1_pre,T cells
5.2861285,7.07735,8,p1_pre,T cells
6.655136,4.6356397,4,p1_pre,T cells
-3.8277924,10.622444,7,p1_pre,Myeloid cells
13.732956,2.284669,9,p1_pre,Myeloid cells
7.1627483,4.4473643,4,p1_pre,T cells
0.35665697,10.980969,2,p1_pre,Myeloid cells
13.679246,2.443326,9,p1_pre,Myeloid cells
-5.0144715,6.493624,6,p1_pre,Myeloid cells
-0.60557187,-1.5139023,1,p1_pre,T cells
1.273463,-4.0589747,5,p1_pre,T cells
6.5316334,6.6686344,15,p1_pre,Myeloid cells
1.031535,9.08633,2,p1_pre,Myeloid cells
6.1270566,5.3687534,4,p1_pre,T cells
12.762196,4.188875,9,p1_pre,Myeloid cells
-4.7531147,10.9117365,7,p1_pre,Myeloid cells
1.3412472,10.578281,2,p1_pre,Myeloid cells
8.7950535,12.56008,12,p1_pre,Myeloid cells
-3.452904,-2.4803014,1,p1_pre,T cells
6.4292374,5.3654833,4,p1_pre,T cells
0.79486686,9.519852,2,p1_pre,Myeloid cells
3.800372,5.5443673,4,p1_pre,T cells
7.0596066,4.369128,4,p1_pre,T cells
-4.5887575,9.914798,7,p1_pre,Myeloid cells
-1.7968917,-3.21121,1,p1_pre,T cells
5.3669662,5.3943396,4,p1_pre,T cells
13.6684885,2.6366582,9,p1_pre,Myeloid cells
6.67404,6.511096,15,p1_pre,Myeloid cells
-3.6420133,9.431978,7,p1_pre,Myeloid cells
4.4956336,6.6797123,8,p1_pre,T cells
5.2560663,6.895592,8,p1_pre,T cells
0.89079744,11.230355,2,p1_pre,Myeloid cells
12.375174,1.546124,9,p1_pre,Myeloid cells
-3.8439014,6.0770125,3,p1_pre,Myeloid cells
-5.3831887,6.405792,6,p1_pre,Myeloid cells
3.788538,5.3623056,4,p1_pre,T cells
5.0779333,7.099386,8,p1_pre,T cells
-4.259574,10.156377,7,p1_pre,Myeloid cells
6.8260956,13.359081,12,p1_pre,Myeloid cells
3.5993543,4.873563,4,p1_pre,T cells
-0.2897546,-3.0987325,1,p1_pre,T cells
6.59306,6.8972225,15,p1_pre,Myeloid cells
0.18599658,8.470501,2,p1_pre,Myeloid cells
13.230329,2.4572964,9,p1_pre,Myeloid cells
3.3470871,5.2088585,4,p1_pre,T cells
5.9007483,4.870583,4,p1_pre,T cells
1.57021,-3.6406457,5,p1_pre,T cells
7.9690695,12.777515,12,p1_pre,Myeloid cells
-2.37991,-2.9670234,1,p1_pre,T cells
9.461684,12.466323,12,p1_pre,Myeloid cells
7.686638,13.104146,12,p1_pre,Myeloid cells
6.80966,6.339467,15,p1_pre,Myeloid cells
-4.6166077,10.946771,7,p1_pre,Myeloid cells
5.619092,7.0010962,8,p1_pre,T cells
13.57901,2.7745194,9,p1_pre,Myeloid cells
6.777398,6.478646,15,p1_pre,Myeloid cells
0.6420524,6.221652,0,p1_pre,Myeloid cells
5.3508987,7.4665685,8,p1_pre,T cells
5.4793835,4.6487603,4,p1_pre,T cells
5.685189,5.3418913,4,p1_pre,T cells
11.151751,3.8022344,9,p1_pre,Myeloid cells
6.7882037,6.394799,15,p1_pre,Myeloid cells
5.7076902,5.946484,15,p1_pre,Myeloid cells
13.604129,2.272419,9,p1_pre,Myeloid cells
7.1251025,4.2238593,4,p1_pre,T cells
-4.511022,9.836054,7,p1_pre,Myeloid cells
12.794815,4.077878,9,p1_pre,Myeloid cells
-4.257249,11.048078,7,p1_pre,Myeloid cells
4.2823434,6.7800617,8,p1_pre,T cells
6.8350496,6.734565,15,p1_pre,Myeloid cells
11.010861,3.9133675,9,p1_pre,Myeloid cells
6.6448584,6.8049197,15,p1_pre,Myeloid cells
0.9647229,10.4876995,2,p1_pre,Myeloid cells
6.5171127,4.686989,4,p1_pre,T cells
6.3684254,3.9595056,4,p1_pre,T cells
-1.1278619,10.514663,2,p1_pre,Myeloid cells
5.0504384,6.8545194,8,p1_pre,T cells
12.565849,4.1648583,9,p1_pre,Myeloid cells
-4.5809364,11.018527,7,p1_pre,Myeloid cells
5.103755,7.425592,8,p1_pre,T cells
6.390297,5.4648447,4,p1_pre,T cells
6.651018,6.995587,15,p1_pre,Myeloid cells
6.559993,6.7827625,15,p1_pre,Myeloid cells
3.8551953,5.339384,4,p1_pre,T cells
1.258411,11.258254,2,p1_pre,Myeloid cells
12.766778,4.0269313,9,p1_pre,Myeloid cells
-4.8793993,6.6873074,6,p1_pre,Myeloid cells
6.556747,6.377967,15,p1_pre,Myeloid cells
1.5143312,11.162778,2,p1_pre,Myeloid cells
13.5585165,2.657977,9,p1_pre,Myeloid cells
-0.22279204,9.731295,2,p1_pre,Myeloid cells
-3.0318825,10.878751,7,p1_pre,Myeloid cells
1.1549916,9.215637,2,p1_pre,Myeloid cells
4.232955,5.2025256,4,p1_pre,T cells
5.4437523,6.885401,8,p1_pre,T cells
9.053852,11.886622,12,p1_pre,Myeloid cells
6.7167654,6.2435126,15,p1_pre,Myeloid cells
6.6656923,3.7964249,4,p1_pre,T cells
-1.5208328,8.852394,2,p1_pre,Myeloid cells
8.378225,12.116816,12,p1_pre,Myeloid cells
-3.486857,6.2889442,3,p1_pre,Myeloid cells
-4.6198387,11.447873,7,p1_pre,Myeloid cells
5.5743403,5.224014,4,p1_pre,T cells
-2.4138317,11.714274,7,p1_pre,Myeloid cells
9.592393,12.438492,12,p1_pre,Myeloid cells
5.6789703,5.712657,4,p1_pre,T cells
13.4875765,2.7341487,9,p1_pre,Myeloid cells
12.694475,2.100178,9,p1_pre,Myeloid cells
13.721316,2.692212,9,p1_pre,Myeloid cells
5.0764704,4.860832,4,p1_pre,T cells
12.29897,4.117879,9,p1_pre,Myeloid cells
9.082299,12.422959,12,p1_pre,Myeloid cells
4.065437,5.6226707,4,p1_pre,T cells
5.3562326,5.211258,4,p1_pre,T cells
6.12116,6.880581,15,p1_pre,Myeloid cells
12.505946,4.2859826,9,p1_pre,Myeloid cells
-0.8133258,-3.105027,1,p1_pre,T cells
5.00604,6.9628577,8,p1_pre,T cells
11.260965,3.8033667,9,p1_pre,Myeloid cells
1.0706917,11.353249,2,p1_pre,Myeloid cells
4.026954,5.625074,4,p1_pre,T cells
6.6771994,4.254306,4,p1_pre,T cells
-4.425148,11.443931,7,p1_pre,Myeloid cells
-2.4943047,-2.8618798,1,p1_pre,T cells
5.0142307,7.100133,8,p1_pre,T cells
0.1865869,9.53747,2,p1_pre,Myeloid cells
6.8582077,6.8038754,15,p1_pre,Myeloid cells
5.341504,7.1796927,8,p1_pre,T cells
-5.474154,9.616083,3,p1_pre,Myeloid cells
5.304126,7.135322,8,p1_pre,T cells
12.82359,4.1364093,9,p1_pre,Myeloid cells
4.2368836,5.3095393,4,p1_pre,T cells
-3.280169,-2.3048787,1,p1_pre,T cells
12.343461,4.230913,9,p1_pre,Myeloid cells
5.1727533,7.2662425,8,p1_pre,T cells
5.1042423,7.1163726,8,p1_pre,T cells
11.139124,3.8435452,9,p1_pre,Myeloid cells
11.495951,1.9796599,9,p1_pre,Myeloid cells
8.714606,12.237609,12,p1_pre,Myeloid cells
11.437327,3.5705698,9,p1_pre,Myeloid cells
-2.7091017,11.458163,7,p1_pre,Myeloid cells
13.170809,2.5871863,9,p1_pre,Myeloid cells
6.5226197,5.397174,4,p1_pre,T cells
13.064665,2.6413133,9,p1_pre,Myeloid cells
5.5452275,5.515346,4,p1_pre,T cells
5.240857,7.297382,8,p1_pre,T cells
5.9625916,5.678068,4,p1_pre,T cells
0.058599852,-4.4786997,1,p1_pre,T cells
-3.1809616,10.12985,7,p1_pre,Myeloid cells
-0.5100153,8.410734,2,p1_pre,Myeloid cells
13.399309,2.438747,9,p1_pre,Myeloid cells
5.468607,7.1070766,8,p1_pre,T cells
8.871769,11.846571,12,p1_pre,Myeloid cells
5.2638693,6.753046,8,p1_pre,T cells
12.464141,4.261776,9,p1_pre,Myeloid cells
-3.1790547,11.18687,7,p1_pre,Myeloid cells
12.571955,4.130912,9,p1_pre,Myeloid cells
11.685021,1.9676157,9,p1_pre,Myeloid cells
-3.8306012,10.234446,7,p1_pre,Myeloid cells
13.77144,2.861277,9,p1_pre,Myeloid cells
2.1224976,8.988257,2,p1_pre,Myeloid cells
6.2607527,6.9289927,15,p1_pre,Myeloid cells
1.7486905,9.760677,2,p1_pre,Myeloid cells
11.034522,3.894937,9,p1_pre,Myeloid cells
13.513268,2.5285342,9,p1_pre,Myeloid cells
-0.68303746,-1.8466533,1,p1_pre,T cells
13.917426,2.435786,9,p1_pre,Myeloid cells
6.1312604,5.234867,4,p1_pre,T cells
-1.1675462,-1.8272305,1,p1_pre,T cells
9.017488,11.943748,12,p1_pre,Myeloid cells
7.029221,13.298748,12,p1_pre,Myeloid cells
6.813212,4.3689976,4,p1_pre,T cells
9.290288,11.99018,12,p1_pre,Myeloid cells
6.604731,4.4180417,4,p1_pre,T cells
3.6850357,4.9914985,4,p1_pre,T cells
9.23421,11.976695,12,p1_pre,Myeloid cells
-3.8005369,11.08924,7,p1_pre,Myeloid cells
5.368708,6.86103,8,p1_pre,T cells
5.441434,5.203011,4,p1_pre,T cells
13.518976,2.5908966,9,p1_pre,Myeloid cells
-4.688807,9.121327,7,p1_pre,Myeloid cells
12.19762,2.3772292,9,p1_pre,Myeloid cells
6.813366,6.771562,15,p1_pre,Myeloid cells
1.0285994,11.514318,2,p1_pre,Myeloid cells
12.84261,4.0607877,9,p1_pre,Myeloid cells
-2.636361,10.747185,7,p1_pre,Myeloid cells
6.367975,5.321118,4,p1_pre,T cells
11.4976845,1.8596438,9,p1_pre,Myeloid cells
11.669484,1.9651926,9,p1_pre,Myeloid cells
8.732652,11.563126,12,p1_pre,Myeloid cells
13.532659,2.4728334,9,p1_pre,Myeloid cells
-4.1773176,10.1305,7,p1_pre,Myeloid cells
6.3359838,4.1124005,4,p1_pre,T cells
5.186252,4.7042565,4,p1_pre,T cells
5.3307285,7.3756,8,p1_pre,T cells
3.8206627,5.699685,4,p1_pre,T cells
6.8581266,6.2507415,15,p1_pre,Myeloid cells
8.936672,12.407673,12,p1_pre,Myeloid cells
5.3470745,5.105812,4,p1_pre,T cells
11.213376,3.9409256,9,p1_pre,Myeloid cells
9.429884,12.148768,12,p1_pre,Myeloid cells
6.4484935,6.8286467,15,p1_pre,Myeloid cells
13.607896,2.3771923,9,p1_pre,Myeloid cells
5.4489684,7.1892967,8,p1_pre,T cells
-3.902664,10.827572,7,p1_pre,Myeloid cells
-0.85647076,-2.9150996,1,p1_pre,T cells
12.873784,2.8515186,9,p1_pre,Myeloid cells
7.040698,4.5166683,4,p1_pre,T cells
6.7784557,6.5702763,15,p1_pre,Myeloid cells
-0.9653046,-0.821519,10,p1_pre,T cells
6.313442,5.0203876,4,p1_pre,T cells
3.9092941,5.584094,4,p1_pre,T cells
12.679192,4.2517443,9,p1_pre,Myeloid cells
12.665961,3.9932299,9,p1_pre,Myeloid cells
-2.0133,6.9910984,3,p1_pre,Myeloid cells
6.157852,5.3097463,4,p1_pre,T cells
-0.5657467,9.430216,2,p1_pre,Myeloid cells
-4.2002215,11.192272,7,p1_pre,Myeloid cells
5.7945237,5.073016,4,p1_pre,T cells
6.775752,6.287364,15,p1_pre,Myeloid cells
-5.092089,5.993612,6,p1_pre,Myeloid cells
7.382172,13.126309,12,p1_pre,Myeloid cells
1.2044638,10.3705635,2,p1_pre,Myeloid cells
3.8128781,5.3364716,4,p1_pre,T cells
6.403532,4.341503,4,p1_pre,T cells
5.5079293,7.149349,8,p1_pre,T cells
-2.6007318,-2.8192468,1,p1_pre,T cells
-3.0374043,9.966398,7,p1_pre,Myeloid cells
13.679793,2.4066586,9,p1_pre,Myeloid cells
6.121374,4.220692,4,p1_pre,T cells
7.191867,4.63476,4,p1_pre,T cells
-2.8177967,-2.8220553,1,p1_pre,T cells
12.484347,4.03303,9,p1_pre,Myeloid cells
8.93669,11.905748,12,p1_pre,Myeloid cells
5.1988745,6.5921936,8,p1_pre,T cells
13.540708,2.7704382,9,p1_pre,Myeloid cells
9.247949,12.317349,12,p1_pre,Myeloid cells
6.88427,4.4668264,4,p1_pre,T cells
9.048357,12.048693,12,p1_pre,Myeloid cells
11.505846,1.9321718,9,p1_pre,Myeloid cells
12.696592,3.8445737,9,p1_pre,Myeloid cells
4.1874986,5.838141,4,p1_pre,T cells
5.217669,7.016902,8,p1_pre,T cells
9.288723,12.486098,12,p1_pre,Myeloid cells
4.020523,5.219033,4,p1_pre,T cells
8.902469,12.262419,12,p1_pre,Myeloid cells
6.9530544,13.274326,12,p1_pre,Myeloid cells
11.45002,3.6334817,9,p1_pre,Myeloid cells
11.473717,1.9072729,9,p1_pre,Myeloid cells
-3.1003428,11.042083,7,p1_pre,Myeloid cells
6.8096595,6.3061566,15,p1_pre,Myeloid cells
8.773228,12.09821,12,p1_pre,Myeloid cells
5.5863376,5.03018,4,p1_pre,T cells
13.312315,2.3306847,9,p1_pre,Myeloid cells
11.117089,3.7789676,9,p1_pre,Myeloid cells
-3.57603,10.3067665,7,p1_pre,Myeloid cells
-4.3735213,11.47704,7,p1_pre,Myeloid cells
13.660626,2.202277,9,p1_pre,Myeloid cells
6.6749787,6.1279655,15,p1_pre,Myeloid cells
-2.5783145,6.847685,3,p1_pre,Myeloid cells
-4.46283,11.46837,7,p1_pre,Myeloid cells
7.136225,4.386469,4,p1_pre,T cells
6.385129,5.3730235,4,p1_pre,T cells
9.461486,12.238866,12,p1_pre,Myeloid cells
-0.2633485,-2.7780073,1,p1_pre,T cells
6.234125,6.114596,15,p1_pre,Myeloid cells
13.818883,2.3031638,9,p1_pre,Myeloid cells
11.689247,1.9952368,9,p1_pre,Myeloid cells
3.6512876,5.329637,4,p1_pre,T cells
9.167216,12.109127,12,p1_pre,Myeloid cells
7.657935,13.116823,12,p1_pre,Myeloid cells
6.628554,4.7825766,4,p1_pre,T cells
7.7453723,13.012189,12,p1_pre,Myeloid cells
-0.44399232,-2.6100612,1,p1_pre,T cells
1.8895519,-4.0698876,5,p1_pre,T cells
0.31666481,-3.9629025,1,p1_pre,T cells
5.6282883,7.786002,8,p1_pre,T cells
6.891104,4.486212,4,p1_pre,T cells
13.485243,2.3836944,9,p1_pre,Myeloid cells
9.470556,12.291551,12,p1_pre,Myeloid cells
-2.6275961,-2.9986966,1,p1_pre,T cells
1.3549986,-3.2937012,5,p1_pre,T cells
-3.74755,9.788088,7,p1_pre,Myeloid cells
6.168875,4.9175987,4,p1_pre,T cells
6.565207,4.0265093,4,p1_pre,T cells
13.3076725,2.380512,9,p1_pre,Myeloid cells
11.104204,3.8541417,9,p1_pre,Myeloid cells
8.591014,12.503098,12,p1_pre,Myeloid cells
-3.295661,5.0062404,3,p1_pre,Myeloid cells
4.834386,5.770013,4,p1_pre,T cells
5.4356503,7.037761,8,p1_pre,T cells
0.70917875,-3.7203836,1,p1_pre,T cells
-3.9921613,10.240727,7,p1_pre,Myeloid cells
4.4402275,6.779056,8,p1_pre,T cells
-4.479995,9.855487,3,p1_pre,Myeloid cells
-0.15471433,-3.3142784,1,p1_pre,T cells
-3.654702,11.114998,7,p1_pre,Myeloid cells
5.1471252,6.368616,8,p1_pre,T cells
-3.6273944,9.907532,7,p1_pre,Myeloid cells
1.9938741,-3.7989624,5,p1_pre,T cells
9.294955,12.164196,12,p1_pre,Myeloid cells
-3.5879335,11.496423,7,p1_pre,Myeloid cells
6.2760925,5.1251082,4,p1_pre,T cells
6.2053857,5.202816,4,p1_pre,T cells
6.583385,5.160442,4,p1_pre,T cells
5.2572227,7.4396152,8,p1_pre,T cells
-3.4979951,9.089929,3,p1_pre,Myeloid cells
13.436736,2.170631,9,p1_pre,Myeloid cells
6.1492443,5.9162364,15,p1_pre,Myeloid cells
13.699487,2.9236908,9,p1_pre,Myeloid cells
5.380692,7.155935,8,p1_pre,T cells
5.6126914,7.3784823,8,p1_pre,T cells
13.879176,2.3672588,9,p1_pre,Myeloid cells
1.01429,1.6892194,1,p1_pre,T cells
-4.09841,11.50126,7,p1_pre,Myeloid cells
6.3946695,3.9065547,4,p1_pre,T cells
12.57847,4.2070794,9,p1_pre,Myeloid cells
6.683991,6.0893426,12,p1_pre,Myeloid cells
9.548789,12.311951,12,p1_pre,Myeloid cells
4.9843354,7.4508405,8,p1_pre,T cells
2.7652354,7.6850185,3,p1_pre,Myeloid cells
5.0906806,7.494801,8,p1_pre,T cells
6.6378713,6.36687,15,p1_pre,Myeloid cells
9.271043,12.161055,12,p1_pre,Myeloid cells
6.7152753,4.2451215,4,p1_pre,T cells
11.741389,2.058538,9,p1_pre,Myeloid cells
4.9548345,4.8966794,4,p1_pre,T cells
12.046352,1.9261495,9,p1_pre,Myeloid cells
4.3357425,6.9494205,8,p1_pre,T cells
4.2829347,6.8435516,8,p1_pre,T cells
0.44272175,10.085126,2,p1_pre,Myeloid cells
5.3503213,6.9457197,8,p1_pre,T cells
3.6858037,5.463417,4,p1_pre,T cells
6.573088,4.209819,4,p1_pre,T cells
9.397382,12.424475,12,p1_pre,Myeloid cells
-3.1945384,-2.6220686,1,p1_pre,T cells
3.9389806,5.5274043,4,p1_pre,T cells
6.752108,6.928402,15,p1_pre,Myeloid cells
5.971352,5.3763847,4,p1_pre,T cells
8.929437,12.285276,12,p1_pre,Myeloid cells
6.695974,4.5042787,4,p1_pre,T cells
7.6473494,13.175996,12,p1_pre,Myeloid cells
9.533162,12.270919,12,p1_pre,Myeloid cells
5.113444,7.403335,8,p1_pre,T cells
6.894318,6.997141,15,p1_pre,Myeloid cells
9.05267,11.7640085,12,p1_pre,Myeloid cells
6.5657334,6.36366,15,p1_pre,Myeloid cells
11.354691,3.869436,9,p1_pre,Myeloid cells
5.2293215,4.709504,4,p1_pre,T cells
13.405061,2.287799,9,p1_pre,Myeloid cells
-3.0223744,9.907871,7,p1_pre,Myeloid cells
4.0078263,5.494124,4,p1_pre,T cells
9.276743,12.209613,12,p1_pre,Myeloid cells
5.4057274,7.4358144,8,p1_pre,T cells
13.762229,2.2585602,9,p1_pre,Myeloid cells
12.622816,4.298466,9,p1_pre,Myeloid cells
5.194719,7.1366673,8,p1_pre,T cells
7.23588,13.199199,12,p1_pre,Myeloid cells
13.410577,2.6767848,9,p1_pre,Myeloid cells
0.9058422,9.007695,2,p1_pre,Myeloid cells
11.300202,0.8129776,9,p1_pre,Myeloid cells
6.912503,4.645154,4,p1_pre,T cells
-2.8584702,4.8140035,6,p1_pre,Myeloid cells
8.644832,12.371609,12,p1_pre,Myeloid cells
5.2347,4.618237,4,p1_pre,T cells
7.1432295,13.250057,12,p1_pre,Myeloid cells
9.4588375,12.436655,12,p1_pre,Myeloid cells
12.489843,4.197874,9,p1_pre,Myeloid cells
10.959382,3.9628232,9,p1_pre,Myeloid cells
5.0629473,7.412344,8,p1_pre,T cells
6.3512306,4.6002693,4,p1_pre,T cells
5.5992646,7.733118,8,p1_pre,T cells
-3.5806344,11.046161,7,p1_pre,Myeloid cells
9.013736,12.083097,12,p1_pre,Myeloid cells
-2.5395272,-2.8473606,1,p1_pre,T cells
12.565977,4.3204355,9,p1_pre,Myeloid cells
4.1169477,5.2494087,4,p1_pre,T cells
3.8824267,5.3418946,4,p1_pre,T cells
5.3049283,5.244593,4,p1_pre,T cells
6.5744395,4.575047,4,p1_pre,T cells
-0.14873934,11.160444,2,p1_pre,Myeloid cells
4.1087227,5.7204075,4,p1_pre,T cells
-4.3061213,11.257594,7,p1_pre,Myeloid cells
6.2437162,4.693922,4,p1_pre,T cells
1.851577,11.538081,2,p1_pre,Myeloid cells
1.5086656,6.3855467,0,p1_pre,Myeloid cells
5.3251963,7.2380443,8,p1_pre,T cells
2.7973742,5.193511,4,p1_pre,T cells
13.365018,2.6533203,9,p1_pre,Myeloid cells
13.831677,2.720021,9,p1_pre,Myeloid cells
5.386708,7.2476735,8,p1_pre,T cells
5.21723,5.3196163,4,p1_pre,T cells
12.817717,4.0284715,9,p1_pre,Myeloid cells
-4.41941,9.9806795,7,p1_pre,Myeloid cells
3.9200385,5.5966973,4,p1_pre,T cells
8.30713,12.520767,12,p1_pre,Myeloid cells
3.5973008,5.0980463,4,p1_pre,T cells
11.117866,3.9735813,9,p1_pre,Myeloid cells
13.450212,2.3407624,9,p1_pre,Myeloid cells
8.737285,11.652009,12,p1_pre,Myeloid cells
0.9785719,10.981253,2,p1_pre,Myeloid cells
3.4165726,4.328486,4,p1_pre,T cells
12.585382,1.646454,9,p1_pre,Myeloid cells
11.579125,1.8098161,9,p1_pre,Myeloid cells
2.0885277,-3.6925724,5,p1_pre,T cells
3.9750724,5.713729,4,p1_pre,T cells
12.799149,4.08162,9,p1_pre,Myeloid cells
5.5245357,5.442069,4,p1_pre,T cells
13.81456,2.3432894,9,p1_pre,Myeloid cells
6.903353,4.1259484,4,p1_pre,T cells
6.458803,5.453941,4,p1_pre,T cells
9.194384,12.343881,12,p1_pre,Myeloid cells
-4.585164,10.360549,7,p1_pre,Myeloid cells
8.697179,12.313022,12,p1_pre,Myeloid cells
1.3576188,10.984253,2,p1_pre,Myeloid cells
7.353539,13.131375,12,p1_pre,Myeloid cells
13.595588,2.7553065,9,p1_pre,Myeloid cells
-3.0342848,10.25772,7,p1_pre,Myeloid cells
1.2236251,7.0952888,0,p1_pre,Myeloid cells
5.301343,7.267719,8,p1_pre,T cells
5.36341,4.857764,4,p1_pre,T cells
4.0980916,5.413111,4,p1_pre,T cells
8.572154,12.018731,12,p1_pre,Myeloid cells
0.9740526,-3.226201,5,p1_pre,T cells
6.2572145,4.5405345,4,p1_pre,T cells
12.848084,4.1580486,9,p1_pre,Myeloid cells
5.272765,6.9644527,8,p1_pre,T cells
11.671509,3.994521,9,p1_pre,Myeloid cells
6.6741652,6.8358326,15,p1_pre,Myeloid cells
3.9145575,5.5732346,4,p1_pre,T cells
8.807076,12.33354,12,p1_pre,Myeloid cells
12.5258665,4.0864816,9,p1_pre,Myeloid cells
9.579557,12.324504,12,p1_pre,Myeloid cells
7.237124,13.198611,12,p1_pre,Myeloid cells
-4.26622,10.092036,7,p1_pre,Myeloid cells
-3.3173258,11.193775,7,p1_pre,Myeloid cells
4.577816,4.5551662,4,p1_pre,T cells
13.526518,2.3379705,9,p1_pre,Myeloid cells
13.330952,2.3055089,9,p1_pre,Myeloid cells
-3.3996694,9.89586,7,p1_pre,Myeloid cells
3.9614747,4.9585123,4,p1_pre,T cells
13.775611,2.8064015,9,p1_pre,Myeloid cells
5.6982527,5.207857,4,p1_pre,T cells
-0.41615683,-2.8308744,1,p1_pre,T cells
6.553994,6.4211154,15,p1_pre,Myeloid cells
6.152044,4.3176394,4,p1_pre,T cells
13.262491,2.709948,9,p1_pre,Myeloid cells
7.033855,4.2842765,4,p1_pre,T cells
0.58070356,5.351455,0,p1_pre,Myeloid cells
9.339886,12.258905,12,p1_pre,Myeloid cells
1.3149217,9.524254,2,p1_pre,Myeloid cells
9.151319,11.9861765,12,p1_pre,Myeloid cells
5.5779223,7.1013727,8,p1_pre,T cells
12.725388,4.1836677,9,p1_pre,Myeloid cells
9.470914,12.237574,12,p1_pre,Myeloid cells
13.844276,2.376631,9,p1_pre,Myeloid cells
