UMAP_1,UMAP_2,leiden,patient_name,cell_type
-1.5587136,2.5050132,6,p6_pre,Myeloid cells
-4.6269207,4.9418035,6,p6_pre,Myeloid cells
-4.0356903,6.206567,6,p6_pre,Myeloid cells
-3.2277308,11.878063,7,p6_pre,Myeloid cells
5.175833,0.342396,8,p6_pre,T cells
1.793138,9.051097,2,p6_pre,Myeloid cells
2.1941037,8.890947,2,p6_pre,Myeloid cells
2.350718,-3.4975088,5,p6_pre,T cells
9.104638,12.536818,12,p6_pre,Myeloid cells
-0.683402,-1.8607427,10,p6_pre,T cells
5.057277,0.5250485,8,p6_pre,T cells
-1.2956494,11.994307,2,p6_pre,Myeloid cells
5.241013,-1.7081633,8,p6_pre,T cells
-2.7653198,8.019385,3,p6_pre,Myeloid cells
2.9625952,-4.7556977,5,p6_pre,T cells
-4.0411887,4.2179446,6,p6_pre,Myeloid cells
1.3168069,-3.8979847,5,p6_pre,T cells
6.5233655,7.314067,15,p6_pre,Myeloid cells
5.8038077,0.42482162,8,p6_pre,T cells
1.9763223,-5.149755,5,p6_pre,T cells
0.9242413,14.08339,11,p6_pre,B cells
-1.059773,3.9545405,0,p6_pre,Myeloid cells
2.2070968,-4.6901608,5,p6_pre,T cells
3.233524,-5.0122914,5,p6_pre,T cells
-3.234746,1.817535,16,p6_pre,T cells
1.7162145,9.175647,2,p6_pre,Myeloid cells
12.766353,2.5654233,9,p6_pre,Myeloid cells
2.6039226,-6.0502996,5,p6_pre,T cells
-2.029151,3.0225832,6,p6_pre,Myeloid cells
-3.3978608,5.1831355,3,p6_pre,Myeloid cells
-9.8428755,9.99583,11,p6_pre,B cells
-4.2361727,3.6766603,6,p6_pre,Myeloid cells
-9.877043,9.912571,11,p6_pre,B cells
-3.680921,3.0431788,6,p6_pre,Myeloid cells
-4.362777,3.3096848,6,p6_pre,Myeloid cells
-0.7943488,7.7378807,2,p6_pre,Myeloid cells
1.0828644,-3.9642625,1,p6_pre,T cells
1.7700049,-4.598723,5,p6_pre,T cells
2.4720323,-2.9179537,5,p6_pre,T cells
-0.3315645,-4.515413,1,p6_pre,T cells
0.44048876,-4.8084893,1,p6_pre,T cells
-5.037975,4.9986577,6,p6_pre,Myeloid cells
-3.1308215,7.662903,3,p6_pre,Myeloid cells
0.406122,7.256928,3,p6_pre,Myeloid cells
1.7442286,8.249998,3,p6_pre,Myeloid cells
3.0860229,-6.314189,5,p6_pre,T cells
-3.3419983,6.2058735,3,p6_pre,Myeloid cells
1.7188978,8.215684,3,p6_pre,Myeloid cells
-4.101969,3.5453844,6,p6_pre,Myeloid cells
2.7583187,-3.919023,5,p6_pre,T cells
-4.1239944,3.6340473,6,p6_pre,Myeloid cells
2.536252,-2.6012542,5,p6_pre,T cells
-0.9723263,7.3214054,3,p6_pre,Myeloid cells
-0.13691221,-3.5824294,1,p6_pre,T cells
-1.2340142,11.981665,2,p6_pre,Myeloid cells
2.0328481,-3.9712493,5,p6_pre,T cells
-9.98771,10.095636,11,p6_pre,B cells
-6.811853,4.3032207,6,p6_pre,Myeloid cells
5.055644,0.6047557,8,p6_pre,T cells
-4.81835,8.467209,3,p6_pre,Myeloid cells
-2.0962257,0.20251371,10,p6_pre,T cells
0.9544161,-5.163766,5,p6_pre,T cells
2.9512074,-6.041298,5,p6_pre,T cells
-2.0045269,0.27836773,10,p6_pre,T cells
-3.2657542,1.8409075,16,p6_pre,T cells
5.297093,0.834565,8,p6_pre,T cells
4.597415,-0.6664548,8,p6_pre,T cells
-1.0659496,-4.5546308,1,p6_pre,T cells
-1.1365865,0.86366844,10,p6_pre,T cells
4.0402875,7.0201817,8,p6_pre,T cells
0.25717425,9.546146,2,p6_pre,Myeloid cells
-1.411976,3.245377,6,p6_pre,Myeloid cells
-2.988199,10.809382,7,p6_pre,Myeloid cells
-0.548572,-0.37287003,10,p6_pre,T cells
1.0522746,9.075916,2,p6_pre,Myeloid cells
5.1803565,2.4735785,4,p6_pre,T cells
-3.762002,6.34485,3,p6_pre,Myeloid cells
0.7235721,7.3439813,3,p6_pre,Myeloid cells
2.4559329,-4.0463705,5,p6_pre,T cells
5.319951,1.0521938,8,p6_pre,T cells
2.6066868,-2.7915988,5,p6_pre,T cells
-5.525649,9.80367,3,p6_pre,Myeloid cells
2.9186728,-4.982292,5,p6_pre,T cells
5.4109435,0.4867571,8,p6_pre,T cells
2.6392379,-3.643229,5,p6_pre,T cells
0.45470044,8.215933,3,p6_pre,Myeloid cells
-4.7960124,8.127806,3,p6_pre,Myeloid cells
-0.85183907,-0.88126725,10,p6_pre,T cells
-0.48114088,-0.38975576,10,p6_pre,T cells
1.9022565,-4.2013063,5,p6_pre,T cells
-3.3752809,-2.7953687,1,p6_pre,T cells
-0.8919091,-3.1408694,1,p6_pre,T cells
5.5386944,0.60279983,8,p6_pre,T cells
-2.9499898,7.909543,3,p6_pre,Myeloid cells
5.782966,0.2565958,8,p6_pre,T cells
-3.9555132,4.0153446,6,p6_pre,Myeloid cells
2.3949087,-2.8508027,5,p6_pre,T cells
-1.2252645,-0.16709268,10,p6_pre,T cells
-3.192231,-2.7535381,1,p6_pre,T cells
-4.0709476,3.7041388,6,p6_pre,Myeloid cells
2.75153,-5.75583,5,p6_pre,T cells
-4.2113433,3.100532,6,p6_pre,Myeloid cells
-2.8253167,14.61726,11,p6_pre,B cells
-3.0084803,7.855284,3,p6_pre,Myeloid cells
-5.823703,9.337346,3,p6_pre,Myeloid cells
-2.5282328,5.9258866,3,p6_pre,Myeloid cells
-2.7844806,1.866962,16,p6_pre,T cells
-2.7577975,-3.3954117,1,p6_pre,T cells
-0.76936454,-4.6517367,1,p6_pre,T cells
-1.8981845,6.9965415,3,p6_pre,Myeloid cells
0.17788273,7.4502892,3,p6_pre,Myeloid cells
-3.335993,10.448875,7,p6_pre,Myeloid cells
0.63971317,13.773175,11,p6_pre,B cells
-0.8334278,3.8588078,0,p6_pre,Myeloid cells
12.4296665,2.3267295,9,p6_pre,Myeloid cells
-0.11245146,-4.5424914,1,p6_pre,T cells
5.866904,0.46067256,8,p6_pre,T cells
5.523011,0.57026273,8,p6_pre,T cells
5.6787786,0.52950174,8,p6_pre,T cells
13.228883,2.08748,9,p6_pre,Myeloid cells
1.9354017,-3.3162813,5,p6_pre,T cells
5.2002506,0.50468725,8,p6_pre,T cells
-1.172391,12.014162,2,p6_pre,Myeloid cells
-9.246779,9.548497,11,p6_pre,B cells
-3.643971,3.192979,6,p6_pre,Myeloid cells
2.0729887,-4.0058317,5,p6_pre,T cells
-3.6427717,3.6486769,6,p6_pre,Myeloid cells
-2.6095285,11.731185,7,p6_pre,Myeloid cells
1.3676498,-2.8096478,5,p6_pre,T cells
-1.8267463,11.205198,7,p6_pre,Myeloid cells
-3.1874495,5.4076447,3,p6_pre,Myeloid cells
0.05105889,-4.3399906,1,p6_pre,T cells
0.12664948,-4.272018,1,p6_pre,T cells
-2.919405,6.157668,3,p6_pre,Myeloid cells
0.5871436,7.505131,3,p6_pre,Myeloid cells
-3.2860942,-2.936849,1,p6_pre,T cells
-0.2923977,-0.95927113,10,p6_pre,T cells
5.8472166,0.23382522,8,p6_pre,T cells
-2.6114316,5.630093,3,p6_pre,Myeloid cells
-2.243822,6.3185577,3,p6_pre,Myeloid cells
-3.6894453,4.1928353,6,p6_pre,Myeloid cells
5.04185,0.31015605,8,p6_pre,T cells
-3.9646206,4.1686087,6,p6_pre,Myeloid cells
-3.5152068,10.590612,7,p6_pre,Myeloid cells
-3.6391773,6.247204,3,p6_pre,Myeloid cells
5.4581285,0.674336,8,p6_pre,T cells
-3.8513527,4.1180525,6,p6_pre,Myeloid cells
2.525648,-5.004903,5,p6_pre,T cells
2.9143362,-3.9704266,5,p6_pre,T cells
-0.17808267,-4.625695,1,p6_pre,T cells
0.023440434,-4.1786942,1,p6_pre,T cells
2.1734145,-3.2668033,5,p6_pre,T cells
-3.7576342,3.37475,6,p6_pre,Myeloid cells
-2.7470224,11.600856,7,p6_pre,Myeloid cells
-1.0746342,-2.377383,1,p6_pre,T cells
1.5805478,-4.3366833,5,p6_pre,T cells
0.52363175,-1.8666337,10,p6_pre,T cells
-3.950374,3.4984758,6,p6_pre,Myeloid cells
-1.5072186,2.9945726,6,p6_pre,Myeloid cells
-0.6369441,-4.933976,1,p6_pre,T cells
-4.043311,9.555645,7,p6_pre,Myeloid cells
-5.5888305,8.565584,3,p6_pre,Myeloid cells
-3.9223197,3.385073,6,p6_pre,Myeloid cells
-3.8337777,3.5050116,6,p6_pre,Myeloid cells
2.694767,-5.5162115,5,p6_pre,T cells
-4.083118,3.6090229,6,p6_pre,Myeloid cells
-2.444265,7.977733,3,p6_pre,Myeloid cells
-2.9089718,1.578069,16,p6_pre,T cells
-5.2551513,6.1719275,6,p6_pre,Myeloid cells
5.3284125,5.283528,4,p6_pre,T cells
-1.8172314,12.020338,2,p6_pre,Myeloid cells
5.62747,0.65990907,8,p6_pre,T cells
-0.11813416,7.9264693,3,p6_pre,Myeloid cells
2.802754,-4.9916487,5,p6_pre,T cells
5.5277085,7.6026244,8,p6_pre,T cells
5.847224,0.6576444,8,p6_pre,T cells
-1.4341229,3.1208825,6,p6_pre,Myeloid cells
-4.8318295,7.8021345,3,p6_pre,Myeloid cells
5.070407,0.44511324,8,p6_pre,T cells
-3.2903786,5.579076,3,p6_pre,Myeloid cells
3.019553,-6.180701,5,p6_pre,T cells
-3.0788763,8.3927,3,p6_pre,Myeloid cells
-0.96786976,-3.9526672,1,p6_pre,T cells
-3.2246044,11.360154,7,p6_pre,Myeloid cells
4.1241574,-1.1152925,8,p6_pre,T cells
5.8185134,0.7072102,8,p6_pre,T cells
2.7134788,-3.1031544,5,p6_pre,T cells
-3.3155477,7.3468065,3,p6_pre,Myeloid cells
4.514385,6.8395376,8,p6_pre,T cells
-2.021527,2.325841,4,p6_pre,T cells
-4.7505465,5.0575404,6,p6_pre,Myeloid cells
-5.0065627,4.8841443,6,p6_pre,Myeloid cells
5.5164924,0.7295709,8,p6_pre,T cells
-3.2835937,1.7168103,16,p6_pre,T cells
-3.5043623,3.2029598,6,p6_pre,Myeloid cells
1.6103162,-4.3151746,5,p6_pre,T cells
-3.8713057,3.7940257,6,p6_pre,Myeloid cells
-3.6379488,2.089306,16,p6_pre,T cells
1.7252089,8.870106,2,p6_pre,Myeloid cells
-2.7218592,11.536454,7,p6_pre,Myeloid cells
-3.634918,8.976363,3,p6_pre,Myeloid cells
1.3347028,-2.400017,5,p6_pre,T cells
-3.2940195,7.2857466,3,p6_pre,Myeloid cells
-3.7800279,4.2902665,6,p6_pre,Myeloid cells
-2.912807,6.4905057,3,p6_pre,Myeloid cells
2.2613256,5.4258614,4,p6_pre,T cells
-4.2627053,3.6294653,6,p6_pre,Myeloid cells
-0.8685547,7.128985,3,p6_pre,Myeloid cells
-4.69677,6.004864,6,p6_pre,Myeloid cells
1.0969169,14.053506,11,p6_pre,B cells
0.98738396,14.329561,11,p6_pre,B cells
-4.379805,5.448948,6,p6_pre,Myeloid cells
-1.1151148,2.866095,1,p6_pre,T cells
-0.91541654,-4.149745,1,p6_pre,T cells
6.547723,7.212708,15,p6_pre,Myeloid cells
0.8756434,14.019616,11,p6_pre,B cells
-3.6335127,1.8457711,16,p6_pre,T cells
-0.7695372,-2.8292632,1,p6_pre,T cells
0.09928033,-4.0394387,1,p6_pre,T cells
-5.086559,4.9840446,6,p6_pre,Myeloid cells
-1.2347113,11.466319,2,p6_pre,Myeloid cells
-3.7208378,6.158995,3,p6_pre,Myeloid cells
-1.004075,-0.6327619,10,p6_pre,T cells
5.6735654,-1.5812786,8,p6_pre,T cells
-3.5890722,9.893832,7,p6_pre,Myeloid cells
-4.703417,7.8839126,3,p6_pre,Myeloid cells
-3.5423203,10.5300865,7,p6_pre,Myeloid cells
-2.521287,6.1024957,3,p6_pre,Myeloid cells
0.22711077,3.3945055,0,p6_pre,Myeloid cells
-3.4609623,2.8611019,6,p6_pre,Myeloid cells
12.6538315,3.8816745,9,p6_pre,Myeloid cells
1.667075,-4.6527247,5,p6_pre,T cells
-1.1503464,-5.172939,1,p6_pre,T cells
-0.52709514,-2.2236629,1,p6_pre,T cells
-4.246151,3.8609948,6,p6_pre,Myeloid cells
-5.113178,5.4420505,6,p6_pre,Myeloid cells
5.419497,0.6227962,8,p6_pre,T cells
-0.49513656,-5.3634086,1,p6_pre,T cells
-2.8017693,-3.5484474,1,p6_pre,T cells
-1.6106597,-4.21711,1,p6_pre,T cells
-2.15017,11.748933,7,p6_pre,Myeloid cells
-2.8921685,15.307335,11,p6_pre,B cells
5.50506,0.302411,8,p6_pre,T cells
5.401462,0.51610196,8,p6_pre,T cells
-4.8334355,7.6962123,3,p6_pre,Myeloid cells
-0.07482831,-2.3658123,1,p6_pre,T cells
-4.291553,3.9248228,6,p6_pre,Myeloid cells
-0.6143798,-4.789575,1,p6_pre,T cells
-1.1245598,-0.2644503,10,p6_pre,T cells
2.5177333,-4.781673,5,p6_pre,T cells
-9.92218,9.79623,11,p6_pre,B cells
-5.027164,8.387465,3,p6_pre,Myeloid cells
-3.6408436,4.2428284,6,p6_pre,Myeloid cells
-0.69777113,-3.386346,1,p6_pre,T cells
-3.3780358,1.7507049,16,p6_pre,T cells
2.558595,-4.321168,5,p6_pre,T cells
-0.3986295,-6.44183,1,p6_pre,T cells
-3.9989684,3.3229818,6,p6_pre,Myeloid cells
-0.9447734,2.971035,6,p6_pre,Myeloid cells
-2.3316565,-2.2344456,1,p6_pre,T cells
-6.659193,4.4307237,6,p6_pre,Myeloid cells
-3.7651207,-2.711903,1,p6_pre,T cells
-4.0259495,3.8087487,6,p6_pre,Myeloid cells
1.230379,7.718633,3,p6_pre,Myeloid cells
5.9534674,0.48183402,8,p6_pre,T cells
-4.0161247,3.865434,6,p6_pre,Myeloid cells
2.3856835,-2.828815,5,p6_pre,T cells
-1.891145,3.8163414,0,p6_pre,Myeloid cells
-4.269894,4.989655,6,p6_pre,Myeloid cells
-0.18055707,-4.466838,1,p6_pre,T cells
5.728885,0.03606483,8,p6_pre,T cells
-2.9745994,1.7563798,16,p6_pre,T cells
5.7610893,0.25681967,8,p6_pre,T cells
5.291197,0.40971738,8,p6_pre,T cells
-2.8368824,5.4856496,3,p6_pre,Myeloid cells
2.7496076,-5.251597,5,p6_pre,T cells
-4.6255097,4.076393,6,p6_pre,Myeloid cells
5.3118706,0.32667133,8,p6_pre,T cells
4.5191708,-1.2316445,8,p6_pre,T cells
2.4915783,-2.966438,5,p6_pre,T cells
-8.876537,9.229865,11,p6_pre,B cells
2.0540247,-5.2382116,5,p6_pre,T cells
-5.292472,4.3600554,6,p6_pre,Myeloid cells
-4.9475517,8.580181,3,p6_pre,Myeloid cells
-0.90566367,-4.009376,1,p6_pre,T cells
5.6082597,0.16862126,8,p6_pre,T cells
-3.8263655,4.1591063,6,p6_pre,Myeloid cells
-3.1656327,6.4130964,3,p6_pre,Myeloid cells
2.7785902,-3.892233,5,p6_pre,T cells
-3.93195,3.5840712,6,p6_pre,Myeloid cells
-1.97978,0.2960639,10,p6_pre,T cells
6.0764914,5.904534,15,p6_pre,Myeloid cells
2.1720247,-4.895663,5,p6_pre,T cells
-9.720822,9.890539,11,p6_pre,B cells
12.797887,3.3532147,9,p6_pre,Myeloid cells
5.298609,0.52098674,8,p6_pre,T cells
-3.7033763,3.2428842,6,p6_pre,Myeloid cells
0.7120616,-3.9095798,1,p6_pre,T cells
-2.8055782,2.0241997,16,p6_pre,T cells
-5.6026244,8.837058,3,p6_pre,Myeloid cells
1.1232922,-3.2428854,5,p6_pre,T cells
2.3284376,-4.990887,5,p6_pre,T cells
-5.255423,5.884312,6,p6_pre,Myeloid cells
-3.5354402,2.7289534,6,p6_pre,Myeloid cells
-1.1111512,11.851927,2,p6_pre,Myeloid cells
-5.078318,8.400293,3,p6_pre,Myeloid cells
6.370933,6.154992,15,p6_pre,Myeloid cells
-9.71828,10.034758,11,p6_pre,B cells
2.7193773,8.232918,3,p6_pre,Myeloid cells
1.0659701,8.535773,2,p6_pre,Myeloid cells
-4.346321,4.298015,6,p6_pre,Myeloid cells
-6.86661,4.2452345,6,p6_pre,Myeloid cells
-3.6078625,11.207015,7,p6_pre,Myeloid cells
-1.7438244,-1.4719368,1,p6_pre,T cells
-0.72259426,9.742684,2,p6_pre,Myeloid cells
-3.4039044,4.3574734,6,p6_pre,Myeloid cells
-9.597604,9.553317,11,p6_pre,B cells
-4.5200825,8.393549,3,p6_pre,Myeloid cells
-2.041215,6.476084,3,p6_pre,Myeloid cells
-3.1842003,7.527662,3,p6_pre,Myeloid cells
-3.5313914,8.235041,3,p6_pre,Myeloid cells
-2.9448676,1.848663,16,p6_pre,T cells
-5.1596575,8.527973,3,p6_pre,Myeloid cells
-3.9718494,3.7596943,6,p6_pre,Myeloid cells
0.9287563,-1.9826028,1,p6_pre,T cells
-2.2108924,-1.8687725,1,p6_pre,T cells
0.8993257,14.101022,11,p6_pre,B cells
-0.8622201,-1.2919515,10,p6_pre,T cells
-3.8467736,3.3488374,6,p6_pre,Myeloid cells
-0.022717677,-3.9889293,1,p6_pre,T cells
-3.9456983,3.1522784,6,p6_pre,Myeloid cells
5.879852,0.21994667,8,p6_pre,T cells
-0.7338505,-1.9791539,1,p6_pre,T cells
-9.960173,9.99328,11,p6_pre,B cells
-4.2061286,3.651395,6,p6_pre,Myeloid cells
2.1047666,-4.25396,5,p6_pre,T cells
3.0861003,-5.9261208,5,p6_pre,T cells
-1.770342,3.2595484,6,p6_pre,Myeloid cells
2.4464695,-2.722395,5,p6_pre,T cells
-4.907072,5.3299656,6,p6_pre,Myeloid cells
-5.0428066,5.7564154,6,p6_pre,Myeloid cells
2.4027896,-3.5710745,5,p6_pre,T cells
-4.731453,5.5884314,6,p6_pre,Myeloid cells
-5.5152984,5.048402,6,p6_pre,Myeloid cells
-4.879907,5.850862,6,p6_pre,Myeloid cells
-3.0353045,2.7420633,6,p6_pre,Myeloid cells
-3.2843218,4.5271716,6,p6_pre,Myeloid cells
-0.8343447,11.743158,2,p6_pre,Myeloid cells
0.81450564,8.977414,2,p6_pre,Myeloid cells
-3.1699226,7.0046296,3,p6_pre,Myeloid cells
0.031119592,-4.63521,1,p6_pre,T cells
2.3330722,-2.9231894,5,p6_pre,T cells
-4.2629447,3.3987882,6,p6_pre,Myeloid cells
1.6470106,7.7601695,3,p6_pre,Myeloid cells
-9.390706,9.431688,11,p6_pre,B cells
-0.6581579,-1.83369,1,p6_pre,T cells
1.5865467,8.16656,3,p6_pre,Myeloid cells
5.643891,0.75298464,8,p6_pre,T cells
-3.3399024,11.298214,7,p6_pre,Myeloid cells
-0.8425081,-5.732618,1,p6_pre,T cells
-2.8627853,1.7220392,16,p6_pre,T cells
2.583834,-3.4568582,5,p6_pre,T cells
2.4871426,-4.7111263,5,p6_pre,T cells
-1.2050836,-2.9167974,1,p6_pre,T cells
-4.5853715,3.282098,6,p6_pre,Myeloid cells
-4.4981055,4.1840253,6,p6_pre,Myeloid cells
-3.5714922,8.299983,3,p6_pre,Myeloid cells
1.7924595,8.549717,3,p6_pre,Myeloid cells
-5.487892,4.8176208,6,p6_pre,Myeloid cells
-3.0789323,2.1649704,16,p6_pre,T cells
-6.6298633,4.41256,6,p6_pre,Myeloid cells
2.7402976,-2.8972175,5,p6_pre,T cells
-4.792413,5.5944505,6,p6_pre,Myeloid cells
2.3456316,8.249544,3,p6_pre,Myeloid cells
-0.6242188,7.4409075,3,p6_pre,Myeloid cells
-4.368191,3.7099178,6,p6_pre,Myeloid cells
-4.978919,4.969179,6,p6_pre,Myeloid cells
5.3320622,5.8454313,4,p6_pre,T cells
1.6939536,8.698477,2,p6_pre,Myeloid cells
5.365695,0.25060952,8,p6_pre,T cells
-2.427562,11.526278,7,p6_pre,Myeloid cells
-1.6666911,-3.9350715,1,p6_pre,T cells
-3.3071594,5.8419905,3,p6_pre,Myeloid cells
2.6265347,-5.6803064,5,p6_pre,T cells
-4.4066057,3.9652023,6,p6_pre,Myeloid cells
-4.571159,4.749685,6,p6_pre,Myeloid cells
0.43653104,-2.358473,10,p6_pre,T cells
1.2592305,-3.5231123,5,p6_pre,T cells
-0.5719242,11.6388645,2,p6_pre,Myeloid cells
5.9433994,0.32592237,8,p6_pre,T cells
-0.5005288,-3.441903,1,p6_pre,T cells
2.6783009,-3.6650631,5,p6_pre,T cells
0.028338008,-1.9219786,10,p6_pre,T cells
-0.19559945,-4.676563,1,p6_pre,T cells
1.430417,-3.903598,5,p6_pre,T cells
5.434532,0.32909435,8,p6_pre,T cells
5.3652043,0.9067706,8,p6_pre,T cells
-3.6122615,2.9702013,6,p6_pre,Myeloid cells
-2.8430486,15.346544,11,p6_pre,B cells
1.9185807,-3.2090683,5,p6_pre,T cells
2.9611177,-4.143364,5,p6_pre,T cells
2.6938047,-3.1907747,5,p6_pre,T cells
-3.184069,7.132141,3,p6_pre,Myeloid cells
-3.6940486,10.9513645,7,p6_pre,Myeloid cells
5.256909,0.43143588,8,p6_pre,T cells
-0.44753402,-4.3395524,1,p6_pre,T cells
-5.036148,5.5350056,6,p6_pre,Myeloid cells
1.3107615,7.9443526,3,p6_pre,Myeloid cells
-3.3779998,3.6993468,6,p6_pre,Myeloid cells
-3.4706767,5.222881,3,p6_pre,Myeloid cells
-0.13094005,-5.951568,1,p6_pre,T cells
-6.6421523,4.440822,6,p6_pre,Myeloid cells
-2.618327,6.31184,3,p6_pre,Myeloid cells
2.5377662,-4.114061,5,p6_pre,T cells
13.787559,2.5106173,9,p6_pre,Myeloid cells
-0.7400099,-0.2956694,10,p6_pre,T cells
-4.647659,4.173175,6,p6_pre,Myeloid cells
-1.4574188,4.726704,0,p6_pre,Myeloid cells
4.1619167,6.7075276,8,p6_pre,T cells
-4.1719775,3.9757218,6,p6_pre,Myeloid cells
0.7048303,-4.17333,1,p6_pre,T cells
-2.4513786,12.211375,7,p6_pre,Myeloid cells
-0.68738997,-3.709704,1,p6_pre,T cells
-0.8234496,7.19544,3,p6_pre,Myeloid cells
-4.739135,4.3249664,6,p6_pre,Myeloid cells
2.439065,-5.306448,5,p6_pre,T cells
5.4873867,-1.5574191,8,p6_pre,T cells
-2.402673,5.108459,3,p6_pre,Myeloid cells
-0.27065617,7.0831275,3,p6_pre,Myeloid cells
2.7119653,-3.1752532,5,p6_pre,T cells
-1.3460838,6.7365165,3,p6_pre,Myeloid cells
-3.8344252,3.9555216,6,p6_pre,Myeloid cells
-4.800922,5.3613033,6,p6_pre,Myeloid cells
-4.3545,3.712645,6,p6_pre,Myeloid cells
-3.830312,6.0712132,3,p6_pre,Myeloid cells
-3.2920005,6.521455,3,p6_pre,Myeloid cells
-3.3194396,3.5341434,6,p6_pre,Myeloid cells
-2.6484895,8.045752,3,p6_pre,Myeloid cells
-1.1572835,-4.0288935,1,p6_pre,T cells
-2.991415,1.7905711,16,p6_pre,T cells
1.3765732,7.9187775,3,p6_pre,Myeloid cells
-2.86615,-3.1657076,1,p6_pre,T cells
-4.0807967,4.083048,6,p6_pre,Myeloid cells
2.9616933,-6.2259836,5,p6_pre,T cells
0.79917526,13.799917,11,p6_pre,B cells
1.300586,-4.8851314,5,p6_pre,T cells
1.8184577,-4.0726156,5,p6_pre,T cells
-0.35423955,-4.3385925,1,p6_pre,T cells
2.0832148,7.7921114,3,p6_pre,Myeloid cells
-3.7532604,3.2264519,6,p6_pre,Myeloid cells
-9.843951,9.925693,11,p6_pre,B cells
-0.1157835,7.8217106,3,p6_pre,Myeloid cells
-1.6635778,-3.626953,1,p6_pre,T cells
-2.056168,-3.8481355,1,p6_pre,T cells
5.266277,0.30460092,8,p6_pre,T cells
-0.5451913,-0.7832504,10,p6_pre,T cells
-3.6738884,10.615404,7,p6_pre,Myeloid cells
6.0316544,0.60159814,8,p6_pre,T cells
12.805612,2.0951295,9,p6_pre,Myeloid cells
5.373045,0.49047932,8,p6_pre,T cells
-4.0643063,3.750611,6,p6_pre,Myeloid cells
2.4278884,-3.8477552,5,p6_pre,T cells
-4.601023,5.8669825,6,p6_pre,Myeloid cells
-4.4240537,4.3587804,6,p6_pre,Myeloid cells
-5.6566787,5.8551826,6,p6_pre,Myeloid cells
-4.1821585,3.3154466,6,p6_pre,Myeloid cells
5.5699854,0.25997666,8,p6_pre,T cells
-3.0729637,1.9365461,16,p6_pre,T cells
3.1301022,-5.78538,5,p6_pre,T cells
2.2008116,-5.513081,5,p6_pre,T cells
-0.89248,-4.0024977,1,p6_pre,T cells
-2.064302,-1.9474889,1,p6_pre,T cells
2.1250029,-5.6921606,5,p6_pre,T cells
2.2553089,-4.13684,5,p6_pre,T cells
-4.292243,3.7961211,6,p6_pre,Myeloid cells
-3.4174678,-2.9264205,1,p6_pre,T cells
-1.2023492,7.2867327,3,p6_pre,Myeloid cells
-2.6621032,9.169726,7,p6_pre,Myeloid cells
-5.420199,6.887343,6,p6_pre,Myeloid cells
-4.1122074,3.6419964,6,p6_pre,Myeloid cells
2.538693,-3.5764,5,p6_pre,T cells
-2.050396,8.153281,2,p6_pre,Myeloid cells
-3.0689778,1.591637,16,p6_pre,T cells
5.454735,6.8723907,3,p6_pre,Myeloid cells
-2.487678,-4.387934,1,p6_pre,T cells
-9.847611,9.834574,11,p6_pre,B cells
-2.4765246,6.0735536,3,p6_pre,Myeloid cells
-3.5048103,7.026199,3,p6_pre,Myeloid cells
1.4930716,7.406259,3,p6_post,Myeloid cells
4.2266736,4.845699,4,p6_post,T cells
-1.7145447,4.7476344,0,p6_post,Myeloid cells
5.272676,9.48756,13,p6_post,Myeloid cells
1.1236207,5.101457,0,p6_post,Myeloid cells
-0.1638575,2.461011,0,p6_post,Myeloid cells
0.86225516,3.572279,0,p6_post,Myeloid cells
9.348543,7.7927217,14,p6_post,Myeloid cells
-0.9560867,4.8619423,0,p6_post,Myeloid cells
1.5257826,8.118578,3,p6_post,Myeloid cells
-0.010378339,5.7672734,0,p6_post,Myeloid cells
-0.02055242,4.661481,0,p6_post,Myeloid cells
-3.6345766,6.0490813,3,p6_post,Myeloid cells
5.0699735,9.385577,13,p6_post,Myeloid cells
-1.8953147,6.0901284,0,p6_post,Myeloid cells
0.88547117,7.2628613,3,p6_post,Myeloid cells
4.368051,4.2215924,4,p6_post,T cells
4.1138606,3.2645369,4,p6_post,T cells
0.55924636,3.1357458,0,p6_post,Myeloid cells
4.839646,3.850393,4,p6_post,T cells
-2.1184661,5.8371806,3,p6_post,Myeloid cells
-1.2368295,5.420846,0,p6_post,Myeloid cells
0.31422204,7.558683,3,p6_post,Myeloid cells
4.3720636,3.5448425,4,p6_post,T cells
2.0932093,3.753088,0,p6_post,Myeloid cells
-8.813834,9.369189,11,p6_post,B cells
-0.009999315,5.6655817,0,p6_post,Myeloid cells
0.062275298,5.413967,0,p6_post,Myeloid cells
4.9732246,9.849726,13,p6_post,Myeloid cells
6.38183,2.6790004,4,p6_post,T cells
-1.3989041,7.7314153,2,p6_post,Myeloid cells
4.229488,2.7552812,4,p6_post,T cells
-1.0557222,8.337607,2,p6_post,Myeloid cells
-0.29760626,5.96269,0,p6_post,Myeloid cells
-0.87202144,5.2593713,0,p6_post,Myeloid cells
4.274114,7.044928,8,p6_post,T cells
-9.065721,9.005863,11,p6_post,B cells
-3.3317552,7.1451344,3,p6_post,Myeloid cells
1.534641,-5.3043866,5,p6_post,T cells
2.4030058,1.5156107,14,p6_post,Myeloid cells
-3.3737874,6.833783,3,p6_post,Myeloid cells
-0.6365685,4.991657,0,p6_post,Myeloid cells
1.2543327,5.9163594,0,p6_post,Myeloid cells
-0.72092265,7.56415,2,p6_post,Myeloid cells
-3.4720633,8.477365,3,p6_post,Myeloid cells
-0.3215673,5.137912,0,p6_post,Myeloid cells
