UMAP_1,UMAP_2,cell_type
13.728877,4.9227505,T cells
-4.8809114,3.803256,Classical monocytes
13.101346,7.844092,T cells
-5.2511077,6.1165895,Classical monocytes
6.4281373,9.976004,T cells
8.405939,10.26725,T cells
13.261539,3.7522764,T cells
-4.455335,2.488441,Classical monocytes
-3.372156,9.514482,Non-classical monocytes
-5.174968,6.9570155,Classical monocytes
8.081176,-0.12894982,Plasma cells
6.9756036,9.104267,T cells
-7.193872,5.5505214,Intermediate monocytes
10.517788,9.93051,T cells
-7.9481516,5.341023,Intermediate monocytes
7.1563225,11.018234,T cells
-1.8090905,11.626325,Non-classical monocytes
11.855172,7.0086904,T cells
-6.394794,1.4572965,Classical monocytes
4.6250696,3.622015,Plasmacytoid dendritic cells
13.390493,3.9936142,T cells
-6.553575,5.0132356,Classical monocytes
-6.1634254,1.3021628,Classical monocytes
10.832806,-2.325093,Plasma cells
8.642215,-1.3142406,Plasma cells
9.719191,-1.6596984,Plasma cells
-5.279268,3.6987934,Classical monocytes
-7.0778623,5.993972,Intermediate monocytes
-6.363518,4.285709,Classical monocytes
10.105353,10.9945965,T cells
8.031676,9.727412,T cells
8.843038,6.775302,T cells
-5.7155714,3.9553285,Classical monocytes
-4.55023,8.105962,Non-classical monocytes
-2.7527654,11.185826,Non-classical monocytes
4.53519,3.5460663,Plasmacytoid dendritic cells
-5.4986043,0.7322776,Classical monocytes
9.788976,12.086534,T cells
9.362846,8.8020735,T cells
14.781591,9.307876,T cells
8.120584,-1.5046321,Plasma cells
9.439718,10.717858,T cells
-3.0223954,7.6732965,Non-classical monocytes
-5.8740525,6.003426,Classical monocytes
7.277099,10.174498,T cells
13.362455,3.4586377,T cells
-3.8631792,6.1134596,Classical monocytes
-2.9173982,10.305901,Non-classical monocytes
9.717898,9.800789,T cells
-6.212306,3.5806422,Classical monocytes
6.203514,10.354563,T cells
-5.6876736,5.589915,Classical monocytes
-5.191235,4.2410727,Classical monocytes
8.839533,7.664649,T cells
-5.5616317,1.0199611,Classical monocytes
-6.1801414,5.5713797,Classical monocytes
9.283097,-0.5538893,Plasma cells
-6.409781,3.9279938,Classical monocytes
11.75341,8.068625,T cells
7.0801296,9.5932,T cells
-2.8574471,10.870114,Non-classical monocytes
9.299967,10.381855,T cells
11.9602375,7.298205,T cells
-4.918905,4.535084,Classical monocytes
11.715042,7.9059143,T cells
-4.551098,4.5634804,Classical monocytes
11.087651,10.495597,T cells
10.988352,9.156067,T cells
9.203058,-1.6433088,Naive B cells
8.749901,-2.344632,Plasma cells
9.748863,10.604524,T cells
11.53653,-0.92088133,Plasma cells
-5.465652,4.7569847,Classical monocytes
12.562757,3.860088,T cells
-4.5204806,5.426244,Classical monocytes
-5.2088423,5.875497,Classical monocytes
13.069488,6.584339,T cells
7.032347,9.278482,T cells
11.448706,11.661299,T cells
7.2392364,9.300009,T cells
9.959408,10.162259,T cells
-4.1929045,6.8749657,Classical monocytes
-6.2505827,2.2634003,Classical monocytes
7.826438,-0.6921679,Plasma cells
9.057327,10.841092,T cells
14.377144,9.060442,T cells
11.689564,6.764082,T cells
-7.420257,4.910916,Intermediate monocytes
-3.4472334,4.1414523,Classical monocytes
-3.9676356,1.080187,Classical monocytes
-6.497275,2.3130083,Classical monocytes
8.78859,6.7009706,T cells
6.7251353,8.782679,T cells
12.990946,7.438243,T cells
7.882905,7.0844502,T cells
-3.6541154,1.136109,Classical monocytes
-7.6648307,5.560833,Intermediate monocytes
8.375627,-2.7520208,Naive B cells
7.8620324,-2.089756,Plasma cells
-2.705894,11.0227165,Non-classical monocytes
9.883002,9.649587,T cells
13.145632,4.409798,T cells
-4.819883,2.065169,Classical monocytes
6.543599,9.954413,T cells
11.189062,9.315986,T cells
8.975895,10.827553,T cells
8.337105,10.8835,T cells
-4.3535295,3.7601466,Classical monocytes
-3.4902432,3.3277395,Classical monocytes
8.123284,-1.9621931,Naive B cells
9.228722,-1.39411,Plasma cells
-5.6462746,6.3553276,Classical monocytes
-4.402077,1.7990494,Classical monocytes
8.355424,-2.6631038,Naive B cells
-5.7036076,4.3215404,Classical monocytes
11.365847,11.367967,T cells
-5.3481474,0.1908052,Classical monocytes
8.596824,-1.6819525,Naive B cells
7.0713115,8.645705,T cells
14.633786,9.470023,T cells
8.483352,11.994246,T cells
11.460414,0.85832065,Plasma cells
-5.588837,3.4462326,Classical monocytes
7.7279835,10.182428,T cells
8.230079,7.8926034,T cells
11.670898,10.592397,T cells
11.243515,1.1341977,Plasma cells
7.0353293,8.874912,T cells
6.5752697,10.080605,T cells
-4.688006,7.653041,Classical monocytes
-5.338346,4.3489237,Classical monocytes
8.497406,-1.1004299,Plasma cells
-3.090916,9.98584,Non-classical monocytes
6.671063,9.144186,T cells
8.415631,-0.9377688,Naive B cells
-4.3764796,1.8677975,Classical monocytes
-6.7012377,2.2290945,Classical monocytes
8.494159,6.7528753,T cells
8.977431,10.604153,T cells
7.4808726,8.950796,T cells
-8.0658,4.8761086,Intermediate monocytes
-5.810293,1.3625761,Classical monocytes
11.509744,-1.4726888,Plasma cells
4.0155654,6.9226475,Granulocytes
-3.339229,9.710339,Non-classical monocytes
-5.550958,4.84524,Classical monocytes
-5.944981,3.405556,Classical monocytes
14.422559,8.683251,T cells
8.887923,6.6731596,T cells
9.240291,-0.8117612,Plasma cells
7.692053,10.470834,T cells
-5.1339,6.278237,Classical monocytes
10.972343,9.692746,T cells
-4.40104,0.9043545,Classical monocytes
1.2033534,6.2746363,Conventional dendritic cells
-4.8064203,5.4261994,Classical monocytes
-4.452909,2.0217638,Classical monocytes
-5.0039797,5.4813805,Classical monocytes
-5.846148,2.1110046,Classical monocytes
-2.7130318,11.174679,Non-classical monocytes
10.734898,11.108069,T cells
8.506407,-1.5953163,Plasma cells
8.372589,-0.6538654,Plasma cells
6.5205145,10.040219,T cells
-6.40038,1.5684848,Classical monocytes
-2.941138,4.6337576,Classical monocytes
13.805221,4.699545,T cells
-4.581127,5.1180515,Classical monocytes
9.168164,10.471278,T cells
9.887731,-1.3736782,Plasma cells
-4.953653,0.51336265,Classical monocytes
7.02976,10.826685,T cells
8.209289,-1.407313,Plasma cells
8.907624,11.367158,T cells
-3.5325866,1.47865,Classical monocytes
14.496307,9.6496105,T cells
10.125066,9.643512,T cells
9.204061,-1.5901867,Naive B cells
-4.6845894,6.116331,Classical monocytes
-4.334764,7.2064915,Classical monocytes
11.75679,-0.21185675,Plasma cells
8.799937,-2.4407418,Naive B cells
11.099081,-1.6206621,Plasma cells
9.230206,-1.1624682,Plasma cells
6.6678243,10.024714,T cells
12.433696,3.5983279,T cells
8.100969,7.1128626,T cells
6.8658977,9.711656,T cells
7.769914,9.516799,T cells
8.42875,-1.2273525,Plasma cells
9.886276,-1.2215022,Plasma cells
-4.7804813,6.2616553,Classical monocytes
8.3082075,-0.2649175,Naive B cells
-5.7921395,2.4955528,Classical monocytes
-5.595396,1.2223791,Classical monocytes
10.673085,-0.95157933,Plasma cells
6.8594546,9.19133,T cells
9.470742,-2.3621626,Naive B cells
7.801657,9.766756,T cells
13.428791,9.097407,T cells
12.765897,3.666631,T cells
-3.9053383,2.540551,Classical monocytes
13.165962,7.979402,T cells
-5.79597,3.967035,Classical monocytes
8.709897,10.789716,T cells
9.436434,-1.7187861,Naive B cells
-3.934117,4.5665684,Classical monocytes
-5.720881,3.2071598,Classical monocytes
14.175048,5.5332346,T cells
8.781842,12.0839615,T cells
14.743598,9.542108,T cells
6.3621917,10.566723,T cells
6.742765,9.660042,T cells
14.001863,9.452338,T cells
11.361237,12.226877,T cells
12.3322735,6.43361,T cells
8.904657,10.9900055,T cells
11.388973,11.363851,T cells
12.300112,-0.7804741,Plasma cells
-4.762691,3.4763696,Classical monocytes
8.992067,-0.34716496,Plasma cells
4.4792204,7.0189524,Granulocytes
-5.3546963,3.2273128,Classical monocytes
-4.764802,7.574938,Classical monocytes
-5.3052564,4.743473,Classical monocytes
-5.2692633,0.9182704,Classical monocytes
12.789951,4.6401224,T cells
1.0863564,6.3391757,Conventional dendritic cells
-4.6080155,2.9070256,Classical monocytes
13.565163,9.046295,T cells
13.046542,7.653254,T cells
8.901157,7.3462505,T cells
10.869977,10.239273,T cells
11.963878,11.1014,T cells
-2.5037973,4.8096504,Classical monocytes
12.601725,4.1996675,T cells
10.95488,10.36663,T cells
8.041787,8.9448805,T cells
-4.3877463,4.843824,Classical monocytes
-4.839935,3.5527356,Classical monocytes
-4.7785206,8.388298,Non-classical monocytes
4.6958222,3.6745045,Plasmacytoid dendritic cells
8.652144,-0.2609722,Naive B cells
12.205437,3.8776767,T cells
13.458084,4.72131,T cells
10.425111,1.1048865,Plasma cells
-4.9708333,3.5230823,Classical monocytes
10.3498955,10.348334,T cells
4.5943856,3.6674612,Plasmacytoid dendritic cells
10.388142,10.592411,T cells
-5.2121396,2.9646068,Classical monocytes
11.320922,1.1622372,Plasma cells
-5.2106028,7.5713015,Classical monocytes
-5.157959,1.8595521,Classical monocytes
13.795814,4.276042,T cells
9.800244,7.9048414,T cells
8.974533,9.673671,T cells
9.073588,-1.239753,Plasma cells
12.461963,3.384866,T cells
-3.7431831,5.7335644,Classical monocytes
-5.205196,1.3661599,Classical monocytes
13.85619,4.714862,T cells
10.750446,9.436235,T cells
10.916501,-2.4828236,Plasma cells
-5.4789295,3.8998637,Classical monocytes
8.747985,7.6406994,T cells
-4.0835304,4.660007,Classical monocytes
11.330365,-0.8834935,Plasma cells
8.7924,-0.92842984,Plasma cells
8.1765,10.515631,T cells
8.473084,11.236444,T cells
-5.827575,4.0824924,Classical monocytes
7.5247836,10.302993,T cells
4.6010146,7.0559993,Granulocytes
9.902301,10.524751,T cells
9.677181,11.255405,T cells
7.8117566,7.7519317,T cells
8.628272,-0.06566275,Naive B cells
14.083575,8.642229,T cells
7.76135,-0.90551287,Plasma cells
-4.96305,3.722761,Classical monocytes
-4.3498254,1.2441504,Classical monocytes
-5.78872,2.5020354,Classical monocytes
6.6377864,9.803038,T cells
8.007162,-3.0995758,Naive B cells
-8.332155,5.4723234,Intermediate monocytes
7.98031,-0.42422667,Plasma cells
7.3665237,11.392144,T cells
8.804483,-0.857126,Plasma cells
7.7224483,9.316267,T cells
10.574032,11.119394,T cells
-5.1940556,8.081467,Non-classical monocytes
-4.3718767,0.66195965,Classical monocytes
14.098121,9.996434,T cells
13.591308,9.288111,T cells
-6.004446,5.8150535,Classical monocytes
11.418846,10.506486,T cells
-4.8148217,4.077403,Classical monocytes
13.681925,9.28451,T cells
13.846886,4.939968,T cells
9.193069,10.447921,T cells
12.07436,8.66351,T cells
-2.4330251,5.887751,Classical monocytes
10.121372,9.747993,T cells
12.669896,4.0296235,T cells
13.350496,3.555393,T cells
10.021089,10.552867,T cells
10.543508,9.640668,T cells
-4.783712,2.8240197,Classical monocytes
12.505442,8.122797,T cells
-4.103446,6.760756,Classical monocytes
10.7027645,8.010022,T cells
-1.5267739,11.522904,Non-classical monocytes
-5.151434,2.0409465,Classical monocytes
12.904428,3.3442557,T cells
8.586909,10.788075,T cells
9.151402,-1.774615,Plasma cells
-3.5742881,9.1836815,Non-classical monocytes
13.060019,4.9812183,T cells
8.592686,6.452476,T cells
-3.9867978,8.643289,Non-classical monocytes
-3.2980735,10.063248,Non-classical monocytes
13.818439,8.768618,T cells
4.720294,3.5874383,Plasmacytoid dendritic cells
13.6681385,4.845173,T cells
8.539558,7.6020393,T cells
10.745798,-2.2412307,Plasma cells
10.148403,-0.8342479,Plasma cells
9.828087,12.874893,T cells
8.219955,-1.8327345,Plasma cells
-3.674172,2.4853747,Classical monocytes
-2.959253,4.070517,Classical monocytes
11.385159,-1.3641758,Plasma cells
-6.504495,5.9994974,Classical monocytes
11.637915,-1.5959584,Plasma cells
6.1362534,10.260716,T cells
8.67037,11.499323,T cells
6.73313,10.155495,T cells
-4.187539,3.1771464,Classical monocytes
14.310405,9.746321,T cells
14.272023,8.602826,T cells
10.670336,10.766111,T cells
6.7290244,8.939829,T cells
7.981986,11.8568,T cells
12.963011,8.067999,T cells
-6.5172634,2.5975635,Classical monocytes
7.2906113,10.180023,T cells
-6.002302,0.7386937,Classical monocytes
12.494338,-0.99528736,Plasma cells
11.070503,11.737913,T cells
8.167073,-1.436453,Naive B cells
9.9781,12.949386,T cells
10.746764,11.628373,T cells
10.984949,8.94335,T cells
-5.87894,1.8611462,Classical monocytes
9.778491,13.531453,T cells
12.015684,-1.352492,Plasma cells
11.920403,6.2210402,T cells
12.960599,3.9208083,T cells
8.433143,-0.43951234,Plasma cells
-5.235456,0.813685,Classical monocytes
7.926756,-1.5188252,Naive B cells
6.9182897,9.443414,T cells
11.595458,-0.4551506,Plasma cells
10.207912,-0.93435353,Plasma cells
13.060869,8.765431,T cells
14.259634,9.669346,T cells
11.720052,-0.7711227,Plasma cells
-2.1597028,11.616124,Non-classical monocytes
10.798358,9.674991,T cells
10.020594,10.210649,T cells
-3.7140787,4.1206207,Classical monocytes
13.167387,9.150904,T cells
-5.7806535,3.025221,Classical monocytes
6.487431,10.532158,T cells
8.173881,9.956343,T cells
11.1083765,8.985097,T cells
-5.8597684,7.2053456,Classical monocytes
12.151235,7.797696,T cells
-5.7411833,1.3200668,Classical monocytes
-4.2641053,4.4098873,Classical monocytes
9.412958,-0.3468269,Plasma cells
-6.911979,1.7926805,Classical monocytes
8.282197,-1.6615114,Naive B cells
10.81969,12.744561,T cells
11.265389,8.091606,T cells
9.760361,12.752455,T cells
6.2493544,10.286776,T cells
10.363334,10.858228,T cells
9.506309,-1.4080997,Naive B cells
12.563287,4.077487,T cells
10.58337,-2.156047,Plasma cells
12.0451,3.6373744,T cells
-3.6871636,1.2491845,Classical monocytes
-4.473342,2.846797,Classical monocytes
7.8859286,-0.80348974,Plasma cells
4.4606614,3.5311198,Plasmacytoid dendritic cells
9.922861,0.20431192,Plasma cells
8.280449,11.282371,T cells
14.128072,8.634214,T cells
13.185656,7.5322886,T cells
-3.807203,1.5896423,Classical monocytes
10.698904,0.90496284,Plasma cells
7.256554,9.74397,T cells
12.08149,7.157181,T cells
-6.7295775,2.3145142,Classical monocytes
9.045186,-0.52010643,Naive B cells
-6.383726,1.7248323,Classical monocytes
-6.3014007,4.5372458,Classical monocytes
-3.9935842,5.7375436,Classical monocytes
-5.5310917,1.3835721,Classical monocytes
-6.704541,4.657334,Classical monocytes
9.096312,12.775236,T cells
13.202841,4.8939333,T cells
7.7292414,10.360891,T cells
-3.554077,3.6100492,Classical monocytes
12.959381,-0.40524542,Plasma cells
6.8068056,9.292799,T cells
13.747506,8.849923,T cells
-2.346134,5.8161035,Classical monocytes
8.92088,12.453543,T cells
10.741304,10.5627985,T cells
8.40833,-1.2465765,Naive B cells
-3.9904277,3.9275637,Classical monocytes
7.545673,9.711562,T cells
5.1415324,7.1467175,Granulocytes
-5.579109,4.5003667,Classical monocytes
-6.3016667,6.5602045,Classical monocytes
-5.090768,6.6570845,Classical monocytes
8.458193,6.592835,T cells
7.901561,-0.35101593,Naive B cells
14.410335,10.091659,T cells
9.431387,12.349766,T cells
10.418049,8.422253,T cells
11.907848,6.351919,T cells
-5.900239,6.5328174,Classical monocytes
-4.733695,7.979588,Non-classical monocytes
-3.0267534,10.774256,Non-classical monocytes
8.089622,11.735655,T cells
8.463105,6.898763,T cells
-6.2763,1.6413373,Classical monocytes
-4.418666,2.5129128,Classical monocytes
6.938356,11.13491,T cells
8.726319,6.9756393,T cells
8.957672,11.798508,T cells
6.5703516,10.157744,T cells
7.01422,9.228407,T cells
10.66626,-2.0501966,Plasma cells
6.948899,8.54862,T cells
-4.755253,4.2948794,Classical monocytes
13.464264,4.7335987,T cells
11.079504,-0.82073194,Plasma cells
-5.313969,4.4726863,Classical monocytes
9.493583,11.780244,T cells
-6.311554,0.96998835,Classical monocytes
-5.5200443,3.9780245,Classical monocytes
6.4758987,9.5585785,T cells
-4.8565536,1.0491524,Classical monocytes
9.050551,11.145033,T cells
-5.497677,3.5536728,Classical monocytes
9.849943,12.953602,T cells
-4.0292687,3.510303,Classical monocytes
9.4299,-0.4339729,Naive B cells
11.430898,10.274527,T cells
11.546705,12.523369,T cells
-2.823742,10.30806,Non-classical monocytes
-4.4881077,4.6014757,Classical monocytes
10.224781,10.739726,T cells
12.666566,4.429345,T cells
-4.222522,0.74165845,Classical monocytes
6.9712133,11.209065,T cells
11.977471,7.558644,T cells
-8.053859,5.445057,Intermediate monocytes
11.141712,-1.6735082,Plasma cells
8.35532,9.651755,T cells
13.618106,4.901299,T cells
12.316761,3.5949454,T cells
11.147974,-2.0380979,Plasma cells
12.28758,7.2127547,T cells
10.783257,8.271909,T cells
-5.5761085,7.5702868,Classical monocytes
9.432437,-0.8589054,Plasma cells
4.5386705,7.044119,Granulocytes
10.029518,11.640818,T cells
-3.2097514,5.442156,Classical monocytes
-6.2387004,3.498906,Classical monocytes
13.809579,9.455473,T cells
9.243348,7.1120324,T cells
10.713241,-1.8968565,Plasma cells
7.632446,-1.1805961,Plasma cells
-2.894652,7.112376,Classical monocytes
-5.1872025,5.882077,Classical monocytes
11.485802,10.216473,T cells
11.622259,-1.5755106,Plasma cells
11.904963,-1.3252697,Plasma cells
6.933141,9.806267,T cells
12.394155,7.801856,T cells
8.467863,-0.53771734,Plasma cells
-3.499112,1.5306515,Classical monocytes
10.000924,10.7218895,T cells
9.346842,10.633051,T cells
13.38018,8.492322,T cells
7.9467044,11.352706,T cells
6.02714,9.875454,T cells
-6.906258,1.975781,Classical monocytes
7.398832,10.589295,T cells
8.361822,-0.90106493,Naive B cells
-4.797359,5.5409737,Classical monocytes
-4.322913,2.5142348,Classical monocytes
13.588795,3.554015,T cells
-5.64376,0.50700504,Classical monocytes
-5.5659385,2.1666207,Classical monocytes
8.747299,-0.54988116,Plasma cells
-6.224297,7.0210743,Classical monocytes
11.523746,10.3310585,T cells
-4.527891,5.9303718,Classical monocytes
13.430985,9.3160515,T cells
6.7447605,9.265655,T cells
-4.837501,4.593181,Classical monocytes
-4.494512,6.7666707,Classical monocytes
-5.7599735,2.7395003,Classical monocytes
14.073284,9.227106,T cells
-7.8216705,4.3938236,Intermediate monocytes
11.66332,-0.7162754,Plasma cells
14.422511,9.339218,T cells
8.094205,-0.81599367,Plasma cells
10.9231,11.537955,T cells
8.048463,-3.2958803,Naive B cells
12.478397,5.935645,T cells
-4.9151845,2.2316525,Classical monocytes
8.206104,10.81923,T cells
-5.660298,5.455324,Classical monocytes
9.196443,-1.2639538,Plasma cells
12.201533,10.352243,T cells
8.809525,-1.6236897,Plasma cells
-4.773654,3.129793,Classical monocytes
13.7293415,8.871627,T cells
13.058918,7.4714456,T cells
-8.176091,4.98554,Intermediate monocytes
6.0098243,7.607598,Granulocytes
13.116175,3.40179,T cells
7.1378756,9.559904,T cells
-4.83173,4.5570297,Classical monocytes
-6.727427,2.8260512,Classical monocytes
8.875035,9.784817,T cells
8.683508,-0.6911235,Plasma cells
13.108841,3.4326887,T cells
6.899638,10.486691,T cells
7.1059804,9.328514,T cells
13.225021,3.7137508,T cells
14.052207,5.4288244,T cells
-5.5337734,6.0149293,Classical monocytes
14.086022,8.755253,T cells
-3.431207,3.6833436,Classical monocytes
-2.766713,10.467028,Non-classical monocytes
13.666032,9.71704,T cells
12.416998,-0.9394011,Plasma cells
11.2963915,10.379944,T cells
-8.003579,4.5168962,Intermediate monocytes
8.343997,-1.9634849,Plasma cells
12.933999,4.3835573,T cells
12.074288,-1.0022508,Plasma cells
-1.9523928,11.517522,Non-classical monocytes
-1.6989641,11.6140375,Non-classical monocytes
-4.1273246,4.395554,Classical monocytes
-4.7973027,7.2416563,Non-classical monocytes
7.375695,9.386668,T cells
8.139743,7.2281127,T cells
-3.499117,3.1707015,Classical monocytes
13.02028,3.604409,T cells
-3.785114,1.0302438,Classical monocytes
7.817511,10.772826,T cells
-7.9848175,4.0579314,Intermediate monocytes
-5.50646,4.590076,Classical monocytes
8.653689,-0.6015062,Plasma cells
11.737207,10.035284,T cells
10.403946,0.4482751,Plasma cells
14.118624,5.2227497,T cells
9.612513,13.256785,T cells
8.3451805,6.656933,T cells
14.8610325,9.67195,T cells
8.124015,7.9409575,T cells
14.120001,9.180185,T cells
8.251779,9.240905,T cells
13.72327,9.088511,T cells
8.135571,-0.14325996,Naive B cells
10.671984,-2.0587144,Plasma cells
9.785863,10.810066,T cells
-5.0624614,8.439952,Non-classical monocytes
10.325695,11.465946,T cells
10.473474,0.63000345,Plasma cells
8.165825,6.981515,T cells
-5.644721,4.861258,Classical monocytes
6.6708174,10.603659,T cells
12.641175,4.808208,T cells
13.341763,8.0299015,T cells
8.701842,-0.49294618,Plasma cells
9.018845,-0.43695667,Naive B cells
9.640244,12.7203045,T cells
9.156958,-1.8939512,Naive B cells
6.9834394,9.238962,T cells
8.2284565,7.441345,T cells
8.237935,-2.8933702,Naive B cells
11.334801,11.507185,T cells
7.966951,-3.2798002,Naive B cells
8.123672,-1.2020864,Naive B cells
-5.027839,1.952687,Classical monocytes
-1.6754038,11.442002,Non-classical monocytes
8.558599,11.1338,T cells
10.342413,9.764701,T cells
12.4832325,-0.85608727,Plasma cells
8.109421,11.515893,T cells
10.237489,0.5806799,Plasma cells
-4.1683927,2.7327914,Classical monocytes
13.144355,3.6329296,T cells
11.037083,12.045889,T cells
14.673615,8.879687,T cells
12.334924,3.9759421,T cells
0.7238406,6.598915,Conventional dendritic cells
-5.579581,4.790003,Classical monocytes
4.489015,3.7024,Plasmacytoid dendritic cells
9.507232,10.250941,T cells
9.289096,10.552961,T cells
-7.442164,5.283421,Intermediate monocytes
13.988373,5.023918,T cells
13.514324,8.449188,T cells
8.157504,9.749266,T cells
11.693485,7.969253,T cells
-2.4877496,6.049492,Classical monocytes
8.083417,-3.1476808,Naive B cells
12.680325,3.786942,T cells
-6.627366,2.152962,Classical monocytes
10.92148,12.203612,T cells
9.875797,13.5332575,T cells
-4.2044888,2.94201,Classical monocytes
-4.7320833,2.9444613,Classical monocytes
-5.3429728,1.4493381,Classical monocytes
7.0470767,9.633912,T cells
-5.453491,1.6655262,Classical monocytes
-3.6343584,3.778177,Classical monocytes
-6.501869,3.466297,Classical monocytes
-4.3938613,6.452297,Classical monocytes
8.973396,-1.6741874,Naive B cells
10.050462,10.599674,T cells
10.307997,-1.5360923,Plasma cells
8.126745,-0.80125284,Naive B cells
12.07125,-0.98817503,Plasma cells
-5.932141,7.0844917,Classical monocytes
-5.751378,6.8807993,Classical monocytes
10.059193,10.803108,T cells
-5.319053,5.8254876,Classical monocytes
-3.2866488,3.8542912,Classical monocytes
14.115935,5.1417117,T cells
11.143117,11.206581,T cells
8.875706,10.124934,T cells
-2.3208103,11.579367,Non-classical monocytes
14.212095,5.3666286,T cells
-6.020764,4.8519692,Classical monocytes
-3.899576,1.2275609,Classical monocytes
10.896943,9.969833,T cells
-7.8392606,5.628366,Intermediate monocytes
-2.412231,10.322395,Non-classical monocytes
-4.181174,3.6721826,Classical monocytes
11.240211,11.148935,T cells
10.908033,9.433337,T cells
11.920235,6.573003,T cells
7.0591164,10.594089,T cells
14.765158,8.999257,T cells
9.18316,10.947431,T cells
8.67345,9.457188,T cells
9.02601,11.114445,T cells
13.4043865,8.177809,T cells
7.830398,-1.9390924,Naive B cells
7.7658076,8.889737,T cells
-3.9019613,0.9153542,Classical monocytes
-6.183036,0.8581283,Classical monocytes
-6.162365,0.7409009,Classical monocytes
8.992402,10.69509,T cells
9.226232,-0.78942204,Plasma cells
13.328591,9.29578,T cells
-3.7812076,4.3703885,Classical monocytes
10.87843,8.083212,T cells
9.250381,-0.69599897,Plasma cells
9.882909,11.465088,T cells
-3.1039767,6.704034,Classical monocytes
-4.698189,8.056555,Classical monocytes
-5.8079314,1.9653814,Classical monocytes
12.80296,7.739766,T cells
11.691127,10.317441,T cells
8.607127,7.610314,T cells
-4.945957,2.3178582,Classical monocytes
-6.351896,1.2443805,Classical monocytes
-5.9213796,0.94659436,Classical monocytes
12.1316395,7.597083,T cells
-6.6699586,6.065032,Classical monocytes
12.076907,6.5547423,T cells
12.858089,9.398759,T cells
-5.1864853,0.5362102,Classical monocytes
11.011831,-1.5034786,Plasma cells
-5.428498,7.1146026,Classical monocytes
8.321069,-0.8068314,Plasma cells
-3.8256555,2.9677205,Classical monocytes
-5.2979646,6.1584153,Classical monocytes
-6.1786814,2.6790543,Classical monocytes
-5.4373913,3.624487,Classical monocytes
-4.7176423,0.76141685,Classical monocytes
0.88748515,6.429374,Conventional dendritic cells
8.051407,-1.21147,Plasma cells
-5.395535,6.0477085,Classical monocytes
11.213796,11.126218,T cells
11.96245,-1.3434627,Plasma cells
-4.7134457,2.26723,Classical monocytes
-2.9149067,6.028168,Classical monocytes
-4.1209035,8.732854,Non-classical monocytes
-1.5757833,11.648839,Non-classical monocytes
-6.3237667,2.9545457,Classical monocytes
9.832053,13.351826,T cells
4.6664295,3.660221,Plasmacytoid dendritic cells
7.8356647,9.109011,T cells
13.984659,9.151954,T cells
8.3654585,11.083991,T cells
11.264227,11.860531,T cells
11.890382,6.3856483,T cells
10.76317,10.285832,T cells
14.161244,8.732281,T cells
8.097257,-2.0743692,Plasma cells
14.30705,9.621274,T cells
-1.8036605,11.669065,Non-classical monocytes
8.346469,6.7122507,T cells
-5.0654516,4.2905064,Classical monocytes
6.4150367,7.883614,Granulocytes
-6.7306175,4.2828584,Intermediate monocytes
9.254468,10.366374,T cells
6.6724677,10.720665,T cells
10.591961,0.959517,Plasma cells
-4.0453324,3.6633108,Classical monocytes
8.77955,8.188553,T cells
6.730201,10.769402,T cells
11.317939,11.125686,T cells
12.8931675,8.280897,T cells
7.9642205,-2.9945,Naive B cells
8.50437,7.165495,T cells
11.408967,11.709422,T cells
8.516958,9.835581,T cells
1.2819595,6.252789,Conventional dendritic cells
-6.138273,7.6205716,Classical monocytes
11.43293,6.738532,T cells
12.862617,5.011828,T cells
11.317369,8.251339,T cells
7.0574565,9.867078,T cells
12.283541,3.9947534,T cells
7.2203865,8.620433,T cells
-5.6349683,4.083249,Classical monocytes
8.35341,-1.9411623,Plasma cells
7.68688,10.037835,T cells
13.218662,3.911546,T cells
7.310507,10.8650875,T cells
-4.630351,6.5525484,Classical monocytes
-5.905577,3.8032646,Classical monocytes
11.018122,9.96416,T cells
-2.6539133,11.130968,Non-classical monocytes
10.950513,9.26471,T cells
7.9921923,-0.7761745,Plasma cells
-3.9252067,1.3418393,Classical monocytes
-6.782709,1.7237335,Classical monocytes
7.4873595,9.776349,T cells
12.621928,-0.6855294,Plasma cells
-3.2579951,9.6715555,Non-classical monocytes
11.107955,7.8198323,T cells
7.8997674,-1.269106,Naive B cells
-4.982572,6.5013022,Classical monocytes
10.553686,10.039418,T cells
-5.0596056,7.4311495,Classical monocytes
8.86636,-1.4958037,Plasma cells
11.428218,12.571771,T cells
12.103603,6.4116106,T cells
7.534435,11.155708,T cells
11.03736,12.439059,T cells
10.352626,11.317459,T cells
12.105021,11.633035,T cells
-3.7876034,3.7689772,Classical monocytes
14.039864,8.577372,T cells
-5.1396074,0.5238027,Classical monocytes
12.448018,3.6011786,T cells
6.738561,10.273938,T cells
11.151661,-2.0255764,Plasma cells
-6.8069043,1.5851396,Classical monocytes
8.713944,-2.589551,Naive B cells
7.1146965,8.93116,T cells
-8.159828,4.3601346,Intermediate monocytes
-5.808558,1.2737317,Classical monocytes
-4.370021,8.220931,Classical monocytes
-6.785201,1.41927,Classical monocytes
-3.9453259,9.205802,Non-classical monocytes
10.332969,0.74662536,Plasma cells
12.685636,-0.46062475,Plasma cells
11.495349,10.267316,T cells
12.445296,3.9594474,T cells
10.8596,-1.1871166,Plasma cells
10.230353,9.26408,T cells
-6.6598616,1.8162522,Classical monocytes
-5.001295,3.2896168,Classical monocytes
11.782792,6.7861342,T cells
