UMAP_1,UMAP_2,cell_type
6.885076,9.485655,T cells
8.080671,-2.569322,Plasma cells
8.476325,7.4281654,T cells
6.5120707,9.718294,T cells
-8.319671,4.8335247,Intermediate monocytes
11.5014105,11.656838,T cells
13.801839,9.785677,T cells
-6.082471,1.3948777,Classical monocytes
-3.390592,1.7639756,Classical monocytes
11.470493,12.036711,T cells
13.210842,3.800067,T cells
-4.7347074,5.431895,Classical monocytes
7.985267,10.536748,T cells
11.566617,10.327918,T cells
-5.7884912,5.6002493,Classical monocytes
7.228829,9.718789,T cells
7.645032,9.752162,T cells
-3.1179292,10.282765,Non-classical monocytes
-5.6454735,0.6129722,Classical monocytes
14.249345,5.4292536,T cells
-4.8326397,3.101165,Classical monocytes
-6.666915,6.170142,Classical monocytes
7.4919505,9.403251,T cells
7.666339,9.076968,T cells
9.555309,-1.3835164,Plasma cells
11.666429,7.1799917,T cells
8.457481,9.764045,T cells
-3.5676866,4.4985,Classical monocytes
8.887356,11.115918,T cells
10.465285,0.6543371,Plasma cells
-4.5487065,3.1169326,Classical monocytes
13.686076,9.0715275,T cells
11.545511,11.400024,T cells
-2.0882752,11.077611,Non-classical monocytes
10.460453,10.035102,T cells
-5.392765,1.796784,Classical monocytes
8.3679085,-2.852578,Naive B cells
11.351975,11.8510065,T cells
13.139338,3.3658946,T cells
11.639288,8.119749,T cells
-5.94435,4.700585,Classical monocytes
6.1126294,9.821014,T cells
-4.428991,6.5412703,Classical monocytes
8.604387,-0.7098288,Plasma cells
-1.965092,11.169586,Non-classical monocytes
10.433031,1.0173966,Plasma cells
9.009901,11.689864,T cells
-5.754176,7.406515,Classical monocytes
-4.4533873,2.9609752,Classical monocytes
-5.0235004,6.328236,Classical monocytes
-6.1119986,3.3031967,Classical monocytes
9.222948,-0.953256,Plasma cells
8.493458,-1.3400431,Plasma cells
-3.715784,4.116094,Classical monocytes
7.822829,-1.7326243,Plasma cells
-5.670155,1.5758106,Classical monocytes
-5.075428,3.7162302,Classical monocytes
-5.808176,4.50631,Classical monocytes
-6.583048,2.0265956,Classical monocytes
8.38614,-1.9698983,Naive B cells
8.655955,6.379775,T cells
10.30263,1.0942978,Plasma cells
-5.02857,3.1561308,Classical monocytes
12.245165,3.9404285,T cells
10.735617,9.625136,T cells
6.873182,8.9726515,T cells
10.822184,11.570831,T cells
13.3300705,8.505265,T cells
-4.574401,1.9622303,Classical monocytes
-4.2618365,2.8777213,Classical monocytes
8.588747,-1.9040718,Plasma cells
-4.9562597,1.1942936,Classical monocytes
10.595482,11.557514,T cells
12.253685,10.30403,T cells
-3.9919553,8.762364,Non-classical monocytes
8.94302,7.4244432,T cells
-4.7573934,4.1918044,Classical monocytes
7.649603,8.551362,T cells
-5.3751545,3.432728,Classical monocytes
-5.0397825,6.438112,Classical monocytes
9.447318,7.7590947,T cells
7.330744,10.104373,T cells
4.121482,6.9696608,Granulocytes
-2.4444711,11.561703,Non-classical monocytes
-3.98096,4.918092,Classical monocytes
13.553566,3.6801815,T cells
10.608489,9.839016,T cells
8.814844,0.048092287,Naive B cells
8.180651,9.761981,T cells
8.578486,-1.4991444,Plasma cells
4.5539093,3.6904557,Plasmacytoid dendritic cells
11.342308,12.21747,T cells
-4.815533,5.970178,Classical monocytes
11.750026,-1.4365177,Plasma cells
-3.9119136,9.587341,Non-classical monocytes
9.476793,12.37018,T cells
-5.455852,5.132858,Classical monocytes
10.494249,12.996131,T cells
12.862637,4.4736733,T cells
-4.1288915,5.796796,Classical monocytes
14.064816,9.331729,T cells
-3.8425846,1.6272234,Classical monocytes
8.477534,11.622476,T cells
6.6064925,10.810344,T cells
14.667527,9.458375,T cells
-5.978719,3.5824149,Classical monocytes
8.346989,10.001977,T cells
-5.906276,3.1020281,Classical monocytes
-5.8580027,6.8972325,Classical monocytes
11.032624,9.584663,T cells
11.375585,10.92232,T cells
-3.6331873,1.2469765,Classical monocytes
-2.5612535,6.1544394,Classical monocytes
9.521413,-0.7921431,Naive B cells
11.0076,12.133052,T cells
-5.384744,4.7294874,Classical monocytes
10.347417,7.8264384,T cells
9.446295,12.858082,T cells
9.077001,-2.0089204,Naive B cells
-5.0723667,2.7518907,Classical monocytes
13.621648,9.373918,T cells
-3.4153905,9.425362,Non-classical monocytes
-1.9913297,11.388583,Non-classical monocytes
9.1065445,10.669905,T cells
10.747854,12.066363,T cells
7.5119596,9.449731,T cells
-4.936848,5.2272444,Classical monocytes
6.365203,10.036709,T cells
-3.9349864,2.505749,Classical monocytes
12.822439,8.271287,T cells
10.580896,10.225052,T cells
8.439823,-0.5206018,Naive B cells
9.002019,10.317138,T cells
12.6713,4.115621,T cells
-4.810523,6.0179405,Classical monocytes
8.349635,11.555036,T cells
10.413322,8.716102,T cells
7.990754,-3.1287556,Naive B cells
-5.4106646,7.3472486,Non-classical monocytes
-2.641526,11.352759,Non-classical monocytes
12.50446,-0.7953385,Plasma cells
-4.677134,6.5273404,Classical monocytes
12.929524,3.4482868,T cells
10.573632,11.947567,T cells
-5.7780714,5.0139613,Classical monocytes
12.138034,-0.29116818,Plasma cells
5.5912967,7.250213,Granulocytes
8.018093,7.5835047,T cells
-5.289666,5.558419,Classical monocytes
10.10321,10.715783,T cells
-3.5935638,1.7848482,Classical monocytes
10.733319,0.31242034,Plasma cells
-6.063029,5.010808,Classical monocytes
10.413817,-1.2296779,Plasma cells
9.242895,10.903366,T cells
7.0745273,9.115254,T cells
11.654708,10.978304,T cells
11.3989935,12.423186,T cells
14.189715,5.6394353,T cells
13.18676,8.9044075,T cells
12.2048435,3.9486933,T cells
-3.8335297,1.5311124,Classical monocytes
11.8605385,-0.90554816,Plasma cells
7.8866854,-1.7623299,Naive B cells
-5.1621594,5.332411,Classical monocytes
10.961095,10.848149,T cells
-3.7937548,9.068153,Non-classical monocytes
8.236553,7.299742,T cells
8.308115,-2.126016,Naive B cells
12.1967325,-0.3359409,Plasma cells
-6.4536395,4.2615285,Classical monocytes
12.779144,3.795214,T cells
-4.748563,1.3034949,Classical monocytes
-2.6328604,10.888272,Non-classical monocytes
-5.188438,2.992427,Classical monocytes
-4.766891,4.139537,Classical monocytes
7.9972486,7.563756,T cells
8.4327,7.2806726,T cells
-4.9796968,4.7163277,Classical monocytes
-5.1746883,3.7665,Classical monocytes
8.684923,12.091728,T cells
6.8093114,8.728924,T cells
8.303913,9.904391,T cells
10.869511,-1.1878927,Plasma cells
7.6964397,9.628969,T cells
13.264361,3.591057,T cells
8.056678,9.347748,T cells
10.957612,10.124924,T cells
8.071144,7.129224,T cells
8.36569,10.590132,T cells
9.272408,-1.4123818,Plasma cells
-3.2027583,10.278782,Non-classical monocytes
8.344875,10.315757,T cells
-5.4709377,7.6557994,Classical monocytes
-4.4055696,2.972286,Classical monocytes
-5.7474837,7.37576,Non-classical monocytes
-4.927746,6.911991,Classical monocytes
-5.8296604,1.1641482,Classical monocytes
7.803965,7.9845147,T cells
8.202158,-2.2060375,Plasma cells
8.110428,7.106803,T cells
13.824966,9.437922,T cells
7.2079244,9.818283,T cells
13.869309,9.272293,T cells
10.624161,-1.8197755,Plasma cells
-4.6363482,5.7802963,Classical monocytes
-5.631936,3.8431659,Classical monocytes
6.6634173,9.898044,T cells
12.172942,-0.3017038,Plasma cells
8.120924,-0.61178976,Naive B cells
-6.122187,3.3597233,Classical monocytes
7.264166,9.057252,T cells
14.287177,9.09369,T cells
11.583869,6.3991513,T cells
10.983207,11.127206,T cells
13.151097,7.8532667,T cells
7.964607,7.057904,T cells
-4.5474114,5.615607,Classical monocytes
-6.1684203,0.95853907,Classical monocytes
8.554397,-0.4169987,Plasma cells
0.8967762,6.56794,Conventional dendritic cells
-3.1605554,10.203116,Non-classical monocytes
14.379714,8.92812,T cells
-5.4834504,4.192682,Classical monocytes
6.572448,10.479297,T cells
9.545801,-2.1197731,Plasma cells
11.20726,10.929706,T cells
8.077244,9.570184,T cells
13.668731,9.650346,T cells
9.819487,13.251461,T cells
-3.4157875,9.353281,Non-classical monocytes
11.053538,-1.4612533,Plasma cells
11.80371,11.098719,T cells
-5.360468,7.8003054,Classical monocytes
8.293809,7.2811484,T cells
10.425739,10.884619,T cells
6.699915,9.558436,T cells
13.203147,7.749878,T cells
9.772052,7.665118,T cells
-6.445043,3.7778873,Classical monocytes
8.396325,7.7819858,T cells
12.684789,7.549994,T cells
11.045198,12.243997,T cells
-4.9058948,6.492003,Classical monocytes
10.509286,9.674756,T cells
-3.884889,7.1820154,Classical monocytes
8.749565,10.671796,T cells
10.869195,12.117978,T cells
13.270858,8.9163685,T cells
8.05882,9.005893,T cells
14.228973,8.965019,T cells
-4.8855314,7.4152026,Classical monocytes
13.705178,9.842301,T cells
9.407751,7.876457,T cells
-4.399293,4.5085416,Intermediate monocytes
9.648288,13.332944,T cells
14.379969,9.041937,T cells
13.693459,4.292788,T cells
-6.0020323,3.1717315,Classical monocytes
6.6181073,10.371145,T cells
-4.6999307,7.5874557,Non-classical monocytes
10.518689,10.276995,T cells
-5.0272408,5.321526,Granulocytes
8.913941,-0.045642577,Naive B cells
5.793327,7.5517316,Granulocytes
-4.2582626,5.0109835,Classical monocytes
14.931207,9.498771,T cells
8.655763,-2.0576885,Naive B cells
12.445521,3.4068198,T cells
1.268748,6.2079754,Conventional dendritic cells
9.015256,11.874355,T cells
8.78257,-1.653182,Plasma cells
10.724053,10.670708,T cells
9.05585,-0.54382616,Naive B cells
7.1449656,8.81814,T cells
-3.540062,3.108224,Classical monocytes
8.361913,-1.7709272,Plasma cells
10.556068,10.416824,T cells
-3.7079487,8.944077,Non-classical monocytes
9.857298,11.322518,T cells
10.987742,-2.157902,Plasma cells
13.516807,5.1899033,T cells
14.822334,9.549617,T cells
-4.373343,3.863652,Classical monocytes
-3.894537,2.9483793,Classical monocytes
14.275387,5.4567556,T cells
11.044951,9.042985,T cells
8.86265,-0.03985521,Naive B cells
-4.800778,6.060095,Classical monocytes
10.758268,7.9611177,T cells
-5.958513,4.1475434,Granulocytes
9.976863,-1.5412768,Plasma cells
12.061696,10.667456,T cells
-4.5624595,6.419596,Classical monocytes
8.781836,6.560465,T cells
-3.9942527,2.0597925,Classical monocytes
7.6459064,9.306842,T cells
9.748009,-1.7806519,Plasma cells
10.637974,-2.2981777,Plasma cells
8.855991,6.619475,T cells
-5.482693,0.8958015,Classical monocytes
13.431659,4.060021,T cells
7.7743144,11.293446,T cells
11.815904,7.728292,T cells
-5.8577104,5.316152,Classical monocytes
13.526206,3.9605196,T cells
-4.751949,6.960675,Classical monocytes
4.444526,3.5675795,Plasmacytoid dendritic cells
8.116235,9.488724,T cells
-5.294062,7.143405,Classical monocytes
-4.9990377,8.079994,Classical monocytes
-2.2303023,10.207911,Non-classical monocytes
-6.6593537,1.71969,Classical monocytes
-8.112568,5.120439,Intermediate monocytes
-4.9549127,0.9853474,Classical monocytes
-2.3138595,11.226598,Non-classical monocytes
6.8930516,11.088697,T cells
12.742842,6.75222,T cells
-3.5445464,4.407892,Intermediate monocytes
10.184001,-0.107012145,Plasma cells
-2.3676312,5.3479323,Classical monocytes
-2.012578,11.745133,Non-classical monocytes
11.195626,9.8453865,T cells
-5.568437,5.0358844,Classical monocytes
9.73484,11.3202,T cells
-4.9068713,6.2948537,Classical monocytes
12.468694,6.2342324,T cells
8.939121,10.046349,T cells
-5.7252793,6.449864,Classical monocytes
-5.656495,5.1709094,Classical monocytes
8.058082,-0.7509737,Plasma cells
-6.709151,3.9083397,Classical monocytes
-6.1642237,3.9885786,Classical monocytes
8.090249,7.8847065,T cells
6.6994686,9.901764,T cells
-5.1600757,6.68264,Classical monocytes
-8.24602,5.22791,Intermediate monocytes
6.6118507,9.454428,T cells
9.10742,10.733639,T cells
8.13653,-1.2047263,Plasma cells
9.0334015,9.618174,T cells
6.7347646,9.229261,T cells
12.000833,6.3253903,T cells
11.958154,-1.3990939,Plasma cells
14.82525,9.127274,T cells
-6.1163874,4.0460963,Classical monocytes
-8.153067,5.28454,Intermediate monocytes
-4.8557963,5.054951,Classical monocytes
7.8633313,7.3353014,T cells
10.435078,9.225373,T cells
11.544994,11.771075,T cells
-4.389924,3.49897,Classical monocytes
-4.685143,7.833321,Non-classical monocytes
-4.377317,6.513095,Classical monocytes
10.831853,11.660314,T cells
-4.854636,1.8807299,Classical monocytes
8.101482,10.731137,T cells
-4.4899693,3.9553156,Classical monocytes
8.949885,-1.882251,Naive B cells
13.009511,5.3474183,T cells
10.325778,10.067718,T cells
8.51964,10.213953,T cells
10.201921,10.979199,T cells
8.198968,7.5936856,T cells
13.2605295,3.5871437,T cells
-6.1870546,1.1382042,Classical monocytes
10.755022,-2.539994,Plasma cells
11.125287,11.311632,T cells
-5.92423,0.4089275,Classical monocytes
11.612099,12.034778,T cells
11.245939,11.482402,T cells
11.859272,11.036879,T cells
-4.2533712,5.910626,Classical monocytes
13.673664,9.647902,T cells
10.710562,-1.8144051,Plasma cells
11.422008,12.071624,T cells
-4.6727257,1.9575841,Classical monocytes
-2.9393697,5.8453364,Classical monocytes
13.014931,7.6742964,T cells
11.585101,10.42791,T cells
-5.4618015,3.0545752,Classical monocytes
-5.2328672,0.36373368,Classical monocytes
10.135956,-0.9046126,Plasma cells
13.381776,3.9202557,T cells
8.468317,-0.7854021,Plasma cells
11.312018,10.38339,T cells
10.297629,10.069458,T cells
-6.1759315,4.1261945,Classical monocytes
10.092281,-1.5098891,Plasma cells
9.2288685,-0.8920817,Plasma cells
-6.8221445,4.2279096,Intermediate monocytes
-4.708612,3.5271823,Classical monocytes
-5.49189,5.4119434,Classical monocytes
7.6467032,10.230905,T cells
-4.824877,5.250713,Classical monocytes
4.1809483,6.948696,Granulocytes
8.06121,11.069982,T cells
-5.186758,0.7388585,Classical monocytes
11.847958,7.5403643,T cells
14.348467,9.998395,T cells
8.132974,6.8152094,T cells
-5.5013003,0.38201752,Classical monocytes
-3.7964125,2.5709872,Classical monocytes
12.737894,3.6467721,T cells
8.192521,10.408032,T cells
-5.441389,1.4377922,Classical monocytes
7.2484913,10.102585,T cells
9.4331875,10.606581,T cells
11.7167845,6.854701,T cells
9.245285,12.095793,T cells
-5.8900385,1.3359393,Classical monocytes
-4.5798364,3.829219,Classical monocytes
10.788172,1.072592,Plasma cells
14.627187,9.383853,T cells
11.836936,11.514702,T cells
7.593562,9.105066,T cells
-4.8437066,7.769472,Non-classical monocytes
9.941119,10.939213,T cells
-5.1450415,2.8110123,Classical monocytes
9.385806,11.336414,T cells
-3.8193648,4.7338057,Classical monocytes
13.054966,8.39607,T cells
8.57852,-1.6047467,Naive B cells
8.898094,10.632081,T cells
9.634952,13.243724,T cells
8.814507,-1.7840725,Naive B cells
11.161371,-1.9120725,Plasma cells
12.039997,6.7201347,T cells
-4.615459,2.611157,Classical monocytes
-3.5763977,2.3610592,Classical monocytes
12.9712,5.069127,T cells
11.759028,11.577458,T cells
14.512557,8.906416,T cells
13.774262,5.1044974,T cells
-5.796767,4.448102,Classical monocytes
12.315236,7.0791526,T cells
7.4694285,9.66056,T cells
9.8953495,12.000793,T cells
9.7839365,11.450422,T cells
14.098522,9.53424,T cells
6.9086676,9.087912,T cells
8.220532,10.894009,T cells
11.253016,-1.7327493,Plasma cells
-4.151249,6.2561507,Classical monocytes
6.925088,9.761906,T cells
8.553926,-0.32863635,Plasma cells
12.747633,3.186464,T cells
-4.1123295,1.7651899,Classical monocytes
6.452472,8.166108,Granulocytes
8.479212,-2.3501623,Plasma cells
13.009918,3.7086942,T cells
8.491733,6.697005,T cells
-6.3353767,4.868738,Classical monocytes
13.701668,9.57378,T cells
-3.682923,3.6369078,Classical monocytes
-6.4241877,2.1754222,Classical monocytes
6.932469,10.607663,T cells
7.4122267,9.418925,T cells
-3.0482483,10.103459,Non-classical monocytes
8.707345,7.2353854,T cells
9.306209,8.716408,T cells
8.113012,-0.10139119,Naive B cells
8.977785,-0.26839423,Plasma cells
7.38587,9.968609,T cells
-3.4407153,2.0929644,Classical monocytes
-3.493211,9.651922,Non-classical monocytes
9.15456,-0.99663055,Naive B cells
-3.7024612,3.992678,Classical monocytes
-4.607803,3.6690257,Classical monocytes
-4.0762005,2.5166595,Classical monocytes
8.578533,-1.0003608,Plasma cells
7.632449,8.936576,T cells
-4.2545795,2.5990617,Classical monocytes
-3.49344,4.557637,Classical monocytes
12.186339,-0.73214,Plasma cells
8.757012,7.6057353,T cells
-7.4922833,5.9350204,Intermediate monocytes
-5.637828,3.6698594,Classical monocytes
7.262951,9.634243,T cells
11.94121,9.569511,T cells
6.3425083,10.024772,T cells
-4.382486,3.8358798,Classical monocytes
-8.095189,5.08276,Intermediate monocytes
-4.05771,1.7210902,Classical monocytes
9.2786455,-1.1506044,Naive B cells
-5.731764,7.807196,Classical monocytes
-4.2116,6.258059,Classical monocytes
8.911756,9.663996,T cells
-4.25702,3.9613345,Classical monocytes
7.0136957,10.630823,T cells
-4.3541646,5.1391716,Classical monocytes
13.568983,5.157832,T cells
8.880213,-0.68453544,Plasma cells
-5.283692,3.1875417,Classical monocytes
6.3226314,9.680418,T cells
-6.8588667,2.3715308,Classical monocytes
8.26903,10.33702,T cells
-4.499715,4.525124,Classical monocytes
13.613597,8.960671,T cells
-5.102303,4.055948,Classical monocytes
-5.7719407,3.715445,Classical monocytes
12.771921,8.048225,T cells
-5.7392297,1.059576,Classical monocytes
13.863368,9.580687,T cells
14.245682,9.758633,T cells
-4.471625,0.86023325,Classical monocytes
7.9746537,8.935026,T cells
9.90996,10.774906,T cells
10.45646,10.306136,T cells
-5.418483,1.6000812,Classical monocytes
7.9939556,-2.404069,Naive B cells
-4.7788844,4.4130206,Classical monocytes
13.468017,9.452198,T cells
7.0573087,9.407376,T cells
9.694097,10.658631,T cells
1.0738741,6.4461775,Conventional dendritic cells
11.301848,-1.3047967,Plasma cells
10.133096,11.197063,T cells
-5.22356,3.5055459,Classical monocytes
8.948834,6.9777274,T cells
8.654306,7.090152,T cells
-3.757917,2.6555135,Classical monocytes
13.3248415,7.211672,T cells
-5.2033935,7.0760403,Classical monocytes
6.653544,8.84278,T cells
12.071666,11.013094,T cells
-4.0582166,1.3830402,Classical monocytes
11.575928,6.8513007,T cells
14.309604,9.560308,T cells
13.104597,8.792888,T cells
8.147679,-0.26819405,Naive B cells
10.127355,8.381208,T cells
-6.8902197,3.8426704,Intermediate monocytes
4.503258,7.022491,Granulocytes
-6.035335,5.524658,Classical monocytes
10.737308,9.696235,T cells
7.504347,10.729089,T cells
-4.784873,3.205462,Classical monocytes
8.001327,-1.8380761,Naive B cells
8.697653,12.163748,T cells
10.574151,10.057142,T cells
14.065474,4.6656446,T cells
12.825578,4.259476,T cells
12.896374,3.9187796,T cells
13.681043,9.710994,T cells
-4.5632257,0.7726547,Classical monocytes
11.854209,6.642902,T cells
-2.4724653,11.23951,Non-classical monocytes
14.049033,5.234183,T cells
-3.761252,3.5253088,Classical monocytes
10.18451,9.376659,T cells
11.442271,7.690815,T cells
11.095106,11.6054735,T cells
14.133874,8.298126,T cells
-4.48364,4.952853,Classical monocytes
6.3087535,9.796605,T cells
12.34019,7.6818056,T cells
-4.904482,1.4751143,Classical monocytes
-6.0219975,0.67893314,Classical monocytes
11.698393,10.915681,T cells
13.375378,9.332168,T cells
12.46987,3.8535812,T cells
-4.3228035,7.461312,Classical monocytes
12.529889,5.2196145,T cells
6.945874,10.532843,T cells
-3.8690217,2.91493,Classical monocytes
14.107162,5.121591,T cells
-6.54218,3.3015428,Classical monocytes
10.895385,9.29521,T cells
9.808633,13.570061,T cells
8.511283,9.744702,T cells
10.853645,-2.3093412,Plasma cells
8.7221775,7.288287,T cells
-4.6248627,0.9630344,Classical monocytes
-4.450207,5.6358843,Classical monocytes
9.453308,11.537455,T cells
13.373448,4.2206,T cells
14.339083,9.9155035,T cells
14.48468,9.624529,T cells
10.831811,10.085928,T cells
-1.8765132,11.193403,Non-classical monocytes
-5.1511517,1.6670364,Classical monocytes
14.067161,9.182794,T cells
9.308942,11.333777,T cells
-6.165359,1.8312987,Classical monocytes
13.29151,3.1835432,T cells
11.7953615,6.305404,T cells
-5.9823585,6.516794,Classical monocytes
8.7620535,-0.88237685,Naive B cells
-2.574298,11.356761,Non-classical monocytes
9.25763,11.059974,T cells
-3.9042292,8.784269,Non-classical monocytes
8.1155,7.8581867,T cells
6.3407536,9.451226,T cells
-6.2187757,6.6503882,Classical monocytes
-4.755065,7.6795397,Classical monocytes
6.9911366,10.362045,T cells
8.183422,6.807733,T cells
12.984955,3.7272336,T cells
-3.093128,4.313343,Classical monocytes
10.669356,9.486197,T cells
8.201525,-0.5166486,Naive B cells
10.593228,12.105995,T cells
-5.895084,6.8417044,Classical monocytes
-6.2356744,2.822453,Classical monocytes
6.612235,8.807895,T cells
7.8406234,9.767684,T cells
-4.307305,2.2098227,Classical monocytes
-4.443966,6.6559877,Classical monocytes
6.0706964,9.588544,T cells
14.296087,9.420221,T cells
14.69591,9.296084,T cells
-5.0944676,4.1498203,Classical monocytes
-5.0893307,4.2409635,Classical monocytes
10.151116,1.1046093,Plasma cells
8.507583,-1.0408964,Naive B cells
-2.782544,5.3357368,Classical monocytes
7.3659,11.062266,T cells
11.903404,11.310932,T cells
-6.330962,5.0397,Classical monocytes
-3.6382487,4.203619,Classical monocytes
8.718598,6.6756854,T cells
11.853762,8.3763485,T cells
11.552006,6.480082,T cells
12.237801,-0.30678868,Plasma cells
11.685333,12.250398,T cells
7.08465,9.929953,T cells
8.732405,7.3946714,T cells
10.964488,10.100348,T cells
10.533279,-1.077374,Plasma cells
-3.6538262,3.2788715,Classical monocytes
9.3388,-1.1643969,Plasma cells
14.750787,9.469962,T cells
8.699087,-0.50789994,Naive B cells
9.327815,10.697599,T cells
10.13295,8.16971,T cells
13.242719,8.214375,T cells
10.025551,13.295053,T cells
-7.8258767,5.326939,Intermediate monocytes
11.259017,12.551062,T cells
-8.141279,4.968462,Intermediate monocytes
8.07272,10.875013,T cells
-4.219792,7.9481044,Non-classical monocytes
-5.6756687,4.9626303,Classical monocytes
13.876985,10.027271,T cells
11.213781,8.287042,T cells
9.841484,-1.8843096,Plasma cells
12.465775,3.33351,T cells
8.161643,10.167042,T cells
10.347004,9.798182,T cells
13.23062,9.2754755,T cells
-6.819485,5.7097306,Classical monocytes
14.732442,9.264878,T cells
9.723992,11.302,T cells
-4.8014965,4.649053,Classical monocytes
-3.8264513,3.468565,Classical monocytes
14.190509,9.2763605,T cells
9.689214,10.42915,T cells
13.321345,4.9102554,T cells
10.762227,11.827354,T cells
9.218247,12.5374,T cells
8.835811,10.451474,T cells
-3.9845264,6.335278,Classical monocytes
11.7243,10.612372,T cells
10.940168,1.2743527,Plasma cells
-4.0030656,8.816151,Non-classical monocytes
12.013069,-0.33505744,Plasma cells
-5.7962728,1.6586268,Classical monocytes
9.892398,13.558203,T cells
9.259925,11.710677,T cells
9.284294,-0.43411505,Plasma cells
-6.3569827,2.4558542,Classical monocytes
8.621997,7.003737,T cells
13.929076,9.738224,T cells
-3.4699836,2.830483,Classical monocytes
-1.8388798,10.903883,Non-classical monocytes
8.296263,8.714359,T cells
10.244216,10.545398,T cells
-5.5725484,0.9612024,Classical monocytes
8.1693735,-2.8501487,Naive B cells
-7.952475,4.0617223,Intermediate monocytes
12.277225,8.674756,T cells
8.370854,-2.656392,Naive B cells
-2.3669078,11.25806,Non-classical monocytes
10.725741,11.499081,T cells
11.224222,11.009893,T cells
9.33255,-1.0837371,Plasma cells
6.9149323,10.7445755,T cells
11.157048,-1.8546753,Plasma cells
10.960482,9.973352,T cells
10.059181,9.947385,T cells
-5.2018375,4.19258,Classical monocytes
-4.9277806,5.0345664,Classical monocytes
-4.321798,1.6651006,Classical monocytes
-5.6590514,0.82464224,Classical monocytes
7.933383,-1.9512547,Naive B cells
-5.103579,2.943161,Classical monocytes
8.987032,-1.9223119,Plasma cells
-4.6205573,1.0402417,Classical monocytes
8.435906,-1.0070126,Plasma cells
-4.392628,1.3286203,Classical monocytes
11.797587,10.70834,T cells
13.68221,4.4716897,T cells
9.213439,-1.0584651,Naive B cells
-5.09195,3.334706,Classical monocytes
13.622827,9.684019,T cells
10.268167,8.228359,T cells
12.734972,-0.5625904,Plasma cells
-5.2790723,1.217857,Classical monocytes
12.620659,4.887016,T cells
-5.958581,5.596986,Classical monocytes
-5.4455223,0.54542446,Classical monocytes
11.463967,7.075367,T cells
8.818466,10.941972,T cells
-5.8347387,7.8120923,Classical monocytes
9.27491,11.465448,T cells
9.271563,10.499064,T cells
6.339692,9.7738495,T cells
11.840906,6.50198,T cells
9.215535,-1.3329353,Naive B cells
-3.8444262,3.2892456,Classical monocytes
8.902017,-0.21569614,Plasma cells
8.065743,-0.4131362,Plasma cells
-4.364588,6.5414085,Classical monocytes
13.017909,7.171348,T cells
-6.443403,5.788121,Classical monocytes
-3.6447268,2.4701943,Classical monocytes
-5.8912597,5.309233,Classical monocytes
8.721874,-1.4850934,Plasma cells
-4.8901772,6.3569427,Classical monocytes
10.644632,0.17858915,Plasma cells
8.414161,7.3411093,T cells
14.767365,9.335809,T cells
8.8361225,7.5139647,T cells
6.893956,10.554147,T cells
-4.662311,4.2067285,Classical monocytes
10.844351,11.302045,T cells
12.808619,3.2662,T cells
10.557193,7.8589606,T cells
-3.7676928,3.4437127,Classical monocytes
10.504068,-0.114948116,Plasma cells
9.023293,11.282658,T cells
13.291416,3.604892,T cells
12.839678,9.930904,T cells
-6.66942,1.5092192,Classical monocytes
11.668309,-0.9677988,Plasma cells
-5.0838957,8.007633,Classical monocytes
7.29955,9.876003,T cells
10.384647,0.6801359,Plasma cells
12.442083,9.933166,T cells
-4.67704,5.316791,Classical monocytes
9.877864,9.494077,T cells
-1.7361803,11.483928,Non-classical monocytes
1.0095686,6.508166,Conventional dendritic cells
-1.9620376,11.741413,Non-classical monocytes
9.570291,10.85341,T cells
11.175129,10.668622,T cells
10.520929,-1.6901082,Plasma cells
-4.236497,1.4256676,Classical monocytes
12.601371,3.4576373,T cells
-6.4728327,1.5367887,Classical monocytes
12.189913,6.6248083,T cells
12.113684,7.181583,T cells
-5.2537966,4.546951,Classical monocytes
-2.739424,4.609776,Classical monocytes
-5.648979,3.5824406,Classical monocytes
12.869669,4.253405,T cells
8.228781,-0.9722546,Naive B cells
-6.439328,5.734052,Classical monocytes
0.71227926,6.454147,Conventional dendritic cells
6.3366933,10.567132,T cells
9.85127,11.020145,T cells
-5.3363996,3.085545,Classical monocytes
-3.2290673,9.8774805,Non-classical monocytes
0.8933166,6.764918,Conventional dendritic cells
13.167416,8.902663,T cells
11.326926,-1.9947526,Plasma cells
8.206573,9.281292,T cells
8.622009,7.1977353,T cells
13.3298025,9.711545,T cells
-5.0969744,1.6339056,Classical monocytes
7.915668,10.915904,T cells
-4.8168426,7.950379,Classical monocytes
8.325297,9.5866585,T cells
12.950913,3.2607825,T cells
-5.4950094,3.3819263,Classical monocytes
6.318527,10.7393875,T cells
-5.4388895,2.5297508,Classical monocytes
10.518012,0.53177077,Plasma cells
10.546484,7.9190493,T cells
-5.520525,4.600539,Intermediate monocytes
6.817703,9.596603,T cells
-5.257062,8.222563,Non-classical monocytes
10.221332,8.490075,T cells
10.706677,8.3581085,T cells
-5.9626536,2.9922473,Classical monocytes
13.909572,8.422197,T cells
6.8760567,9.803197,T cells
10.70614,-1.5409079,Plasma cells
7.904147,9.330295,T cells
8.480934,11.233357,T cells
10.621999,9.370748,T cells
6.487887,9.697694,T cells
8.298543,-1.4300901,Plasma cells
-6.512419,3.1744428,Classical monocytes
-7.473791,5.725638,Intermediate monocytes
-2.9215615,10.63664,Non-classical monocytes
8.943549,6.8193607,T cells
10.374894,8.06754,T cells
-6.430633,3.1264322,Classical monocytes
8.039616,7.5332203,T cells
8.572109,7.8168273,T cells
