UMAP_1,UMAP_2,leiden,patient_name
-4.71822,1.2362365,11,p6_pre
0.18694419,9.938879,6,p6_pre
-1.048813,-2.1086235,1,p6_pre
-3.205882,2.9571543,12,p6_pre
0.2161345,-2.2604034,1,p6_pre
-2.822023,-2.354165,14,p6_pre
0.3857862,-6.2924776,3,p6_pre
-3.6947854,14.803015,20,p6_pre
-0.5353487,10.9383955,6,p6_pre
-2.567489,2.7188296,12,p6_pre
-0.08774898,-1.8596685,1,p6_pre
-1.7611291,1.0323795,22,p6_pre
1.4350924,-6.27752,3,p6_pre
0.57969475,-3.0437033,1,p6_pre
-2.6688175,2.2848623,12,p6_pre
-0.08117985,2.8732147,12,p6_pre
2.0182874,-1.756868,5,p6_pre
-5.980285,3.1069782,12,p6_pre
4.180053,-3.1457057,5,p6_pre
-2.6843438,2.7191176,12,p6_pre
-0.43225676,8.394991,10,p6_pre
-5.3024125,1.0916525,11,p6_pre
-2.7189417,2.7651954,12,p6_pre
2.4917305,-5.6440754,3,p6_pre
-0.011845385,2.596912,6,p6_pre
-3.943445,3.9286847,18,p6_pre
-0.043696824,-2.8240156,1,p6_pre
-5.1805935,0.71051663,11,p6_pre
-1.376572,0.9153901,22,p6_pre
-5.1832585,0.89223397,11,p6_pre
-4.693522,0.9637755,11,p6_pre
-1.4459091,7.819837,10,p6_pre
-0.21169439,-6.1871343,3,p6_pre
-3.309276,2.783109,12,p6_pre
-4.784601,0.8302067,11,p6_pre
5.379947,-0.101643145,11,p6_pre
2.4738817,-5.826687,3,p6_pre
-3.6521385,13.406086,20,p6_pre
-0.1530307,-5.756089,3,p6_pre
-4.498047,2.686889,12,p6_pre
-0.968802,10.993574,6,p6_pre
0.32587954,-2.2485657,1,p6_pre
-5.01181,0.9398458,11,p6_pre
-2.6384196,2.9028387,12,p6_pre
-2.7796316,5.3517084,2,p6_pre
1.8414459,-6.363403,3,p6_pre
-2.7404716,2.4811122,12,p6_pre
-3.5952926,-1.7714013,14,p6_pre
6.272713,6.696379,23,p6_pre
0.5275551,-6.1830473,3,p6_pre
-3.5763795,14.904187,20,p6_pre
12.601472,3.9328218,13,p6_pre
-4.78191,1.0325545,11,p6_pre
-2.2134724,2.5534306,12,p6_pre
0.67363715,-4.1304817,1,p6_pre
-1.1928775,0.8801115,22,p6_pre
-0.11009395,10.960268,6,p6_pre
1.3410652,-4.650156,3,p6_pre
0.4386004,-6.1709666,3,p6_pre
-5.2757387,4.3762736,18,p6_pre
-2.001851,1.8917286,12,p6_pre
-6.2754474,7.110651,8,p6_pre
-0.87984824,10.816741,6,p6_pre
6.540895,6.8401036,23,p6_pre
-3.4789078,14.858538,20,p6_pre
-0.39641535,9.454577,10,p6_pre
-2.0108109,8.337596,7,p6_pre
-3.279358,3.3391206,12,p6_pre
-6.245496,2.8897433,12,p6_pre
2.8030093,9.117235,9,p6_pre
-1.1204981,-2.3986747,14,p6_pre
-4.312903,7.025637,8,p6_pre
-2.1162815,3.2685037,12,p6_pre
-3.456032,14.528853,20,p6_pre
-1.1928474,10.639443,6,p6_pre
-1.6490556,8.120511,10,p6_pre
-1.1875604,8.754379,6,p6_pre
-1.4436777,9.032222,6,p6_pre
-1.2782785,0.9634082,22,p6_pre
-0.7564424,10.875448,6,p6_pre
-2.578765,2.470503,12,p6_pre
-0.7940194,-4.2255325,3,p6_pre
2.5091252,-2.3717408,5,p6_pre
-5.251489,12.589445,24,p6_pre
-1.5318255,-2.55777,14,p6_pre
-2.6863587,2.1269205,12,p6_pre
-0.4475026,-3.523369,1,p6_pre
-2.385212,2.229207,12,p6_pre
-5.2484365,0.78452057,11,p6_pre
-0.8516756,-0.76626736,1,p6_pre
-3.7551053,14.982076,20,p6_pre
-2.7300353,2.786784,12,p6_pre
1.3190726,-5.9535007,3,p6_pre
-0.82386106,-6.762644,3,p6_pre
-0.6997608,2.6879363,12,p6_pre
2.6421063,-5.692789,3,p6_pre
-5.3384686,4.1061716,18,p6_pre
-4.4429016,3.8518143,12,p6_pre
1.7875601,-5.8782606,3,p6_pre
-4.888476,4.4497333,18,p6_pre
-5.4965434,3.764017,12,p6_pre
-4.7328677,4.2746434,18,p6_pre
-1.9724694,1.6062608,12,p6_pre
-2.1508038,3.4682102,12,p6_pre
-6.1634164,7.4080677,8,p6_pre
-2.694996,8.791214,7,p6_pre
-2.8686104,5.3058977,2,p6_pre
-0.30844936,-3.549983,1,p6_pre
2.4530888,-5.7435746,3,p6_pre
-2.9273705,2.2211614,12,p6_pre
0.33102754,8.56798,10,p6_pre
-3.7489805,14.030442,20,p6_pre
-1.0928675,-1.0484381,1,p6_pre
0.34729698,8.246286,10,p6_pre
-5.15261,1.3130914,11,p6_pre
2.2383754,10.094419,9,p6_pre
1.1031033,-3.2522473,1,p6_pre
-1.3928118,0.75784224,22,p6_pre
2.2291036,-6.308035,3,p6_pre
0.5482292,-6.338054,3,p6_pre
2.7802033,-4.295023,5,p6_pre
-3.417472,2.0505037,12,p6_pre
-3.20609,3.207077,12,p6_pre
-1.6248792,9.420913,6,p6_pre
-1.748521,9.409689,10,p6_pre
-4.7116876,3.2021492,12,p6_pre
-1.2004155,1.0385447,22,p6_pre
-5.948016,2.9816883,12,p6_pre
2.4787471,-6.1050277,3,p6_pre
-5.2597384,4.5584407,18,p6_pre
-0.3775156,9.657509,10,p6_pre
-1.758025,8.450943,10,p6_pre
-3.1041164,2.5586998,12,p6_pre
-4.5266666,3.2382977,12,p6_pre
5.767199,6.373309,11,p6_pre
-1.96338,8.894202,7,p6_pre
-4.7955055,0.79205114,11,p6_pre
1.9019265,10.577684,9,p6_pre
1.1055954,-1.6055717,1,p6_pre
-1.9729495,6.1517315,10,p6_pre
-0.70763457,-6.0764337,3,p6_pre
-3.0524845,2.9022305,12,p6_pre
-3.8771276,3.1037977,12,p6_pre
-0.22466502,-3.9163437,3,p6_pre
2.1941948,-4.9535832,3,p6_pre
-5.8568835,7.9246125,8,p6_pre
-5.4119477,0.8906582,11,p6_pre
1.6850212,-3.6723826,5,p6_pre
1.6524973,-6.0973973,3,p6_pre
-0.87179816,-3.2714643,3,p6_pre
-0.15944415,-3.5015683,1,p6_pre
1.4373252,-4.9119306,3,p6_pre
-4.886601,0.90493184,11,p6_pre
-4.6166058,1.5716652,11,p6_pre
-2.2905648,2.1396117,12,p6_pre
-1.218841,14.2432375,21,p6_pre
1.382631,-5.5378227,3,p6_pre
1.268284,-6.475345,3,p6_pre
2.2030466,-6.257069,3,p6_pre
-2.4034803,5.6816125,2,p6_pre
2.9071739,9.025423,9,p6_pre
-4.6386805,0.9151389,11,p6_pre
-0.10718572,-2.8568528,1,p6_pre
-5.0786734,4.5299935,18,p6_pre
0.19983397,8.208125,10,p6_pre
-2.0180345,2.0981574,12,p6_pre
-1.4359819,6.958431,10,p6_pre
0.19934963,-2.887597,1,p6_pre
-6.11519,2.997285,12,p6_pre
-1.4668636,6.6262813,2,p6_pre
1.4162415,-6.193469,3,p6_pre
11.338449,2.6985893,13,p6_pre
-2.5887787,-2.2229238,14,p6_pre
-3.491349,3.0056734,12,p6_pre
-0.13991056,5.0902596,0,p6_pre
3.405824,8.121033,11,p6_pre
-2.97401,3.1434395,12,p6_pre
0.6371967,-4.3727536,1,p6_pre
2.1564186,11.266412,9,p6_pre
0.2672777,-1.6049569,1,p6_pre
-0.96464896,8.406044,10,p6_pre
-3.9965227,2.7525082,12,p6_pre
0.095328614,-6.1144423,3,p6_pre
6.267363,-0.44439796,11,p6_pre
-0.4922705,8.013722,10,p6_pre
-1.0394121,8.110135,10,p6_pre
2.0206583,-5.9709454,3,p6_pre
-1.2062691,8.16117,10,p6_pre
-2.5228326,2.8665292,12,p6_pre
-5.167819,4.0857835,18,p6_pre
-3.1029334,2.3050191,12,p6_pre
-3.0764837,4.496307,2,p6_pre
-2.6611826,5.2888575,2,p6_pre
-1.8144753,2.6272657,12,p6_pre
-1.817836,8.357545,6,p6_pre
0.6390995,-1.5383236,1,p6_pre
-1.7033879,1.201653,22,p6_pre
0.039409086,8.454452,10,p6_pre
3.1844504,-3.6516724,5,p6_pre
-2.6770134,3.177151,12,p6_pre
-0.8883402,-6.950288,3,p6_pre
-4.964164,12.297463,24,p6_pre
0.884437,-5.0841184,3,p6_pre
1.4632591,-5.446496,3,p6_pre
0.099993415,-2.880579,1,p6_pre
-0.43747765,8.709159,10,p6_pre
-2.3413045,2.1636415,12,p6_pre
-3.6340141,14.724902,20,p6_pre
-2.1821752,8.565423,10,p6_pre
0.8641514,-1.6578602,1,p6_pre
2.1672246,-2.4333982,5,p6_pre
-4.450016,0.70917773,11,p6_pre
-2.019713,-2.16539,14,p6_pre
1.9674623,9.324736,9,p6_pre
-5.3375683,1.0652417,11,p6_pre
12.443812,2.8135557,13,p6_pre
-4.7595997,1.1362773,11,p6_pre
-2.827168,2.6028364,12,p6_pre
1.6836334,-6.042463,3,p6_pre
-5.0843034,5.704357,18,p6_pre
-3.3910704,3.0221424,12,p6_pre
-5.5824885,4.4633503,18,p6_pre
-2.7175872,2.1877584,12,p6_pre
-5.2149396,0.7977194,11,p6_pre
-1.3643388,0.9664431,22,p6_pre
-0.61221343,-6.782096,3,p6_pre
0.38811404,-6.7625813,3,p6_pre
0.39827794,-2.1673303,1,p6_pre
0.9484603,-0.85079676,1,p6_pre
-0.56693655,-5.897286,3,p6_pre
1.2645341,-6.0435185,3,p6_pre
-2.621438,2.8862884,12,p6_pre
3.7434058,-2.9431937,5,p6_pre
-1.85827,8.16692,10,p6_pre
2.0367498,7.1496434,9,p6_pre
-4.966226,4.9948044,18,p6_pre
-3.1002262,2.5881276,12,p6_pre
1.7671894,-6.2362175,3,p6_pre
-3.1990767,5.5513525,8,p6_pre
-1.386609,0.87938577,22,p6_pre
0.22694628,9.148434,6,p6_pre
2.1224809,-1.9205256,5,p6_pre
-3.7096353,14.768011,20,p6_pre
-1.5957594,6.723635,2,p6_pre
-0.6211117,8.861638,6,p6_pre
-0.52428156,8.161285,10,p6_post
4.775888,5.8794603,4,p6_post
-0.9714548,3.916529,0,p6_post
5.5956016,10.824442,16,p6_post
1.4089258,5.0227175,0,p6_post
1.251984,2.3561506,0,p6_post
2.009137,3.8638928,0,p6_post
3.0497224,13.5759945,19,p6_post
-0.63454086,4.076134,0,p6_post
0.30389276,8.131044,10,p6_post
0.2730246,5.7799277,0,p6_post
0.90144444,5.0846596,0,p6_post
-2.9684918,4.7802887,2,p6_post
5.3501635,10.337477,16,p6_post
-1.9093635,4.897561,2,p6_post
-0.1941947,7.7363434,10,p6_post
5.1359963,4.8639665,4,p6_post
5.126758,3.8176856,4,p6_post
1.8131865,3.52804,0,p6_post
5.697514,4.5085115,4,p6_post
-1.2187166,6.272932,10,p6_post
-0.22396746,5.5234704,0,p6_post
-0.41039765,7.5967584,10,p6_post
5.211018,4.2575307,4,p6_post
2.9890947,4.3486004,0,p6_post
-3.1976411,13.799455,20,p6_post
0.67956495,5.363279,0,p6_post
0.52593946,5.9137864,0,p6_post
5.3805475,10.768936,16,p6_post
7.370336,3.1609519,15,p6_post
-1.9355662,6.679622,2,p6_post
5.191723,3.3144581,4,p6_post
-2.6813424,6.734103,2,p6_post
0.1430088,5.872743,0,p6_post
-0.2656249,4.7536874,0,p6_post
3.807959,8.326614,11,p6_post
-3.327275,13.742804,20,p6_post
-0.72696304,8.898623,6,p6_post
-0.07459564,-5.263974,3,p6_post
3.8164394,2.1051753,19,p6_post
-2.7966545,4.809911,2,p6_post
0.09724924,5.195665,0,p6_post
1.7546264,5.919199,0,p6_post
-1.5171722,6.115644,2,p6_post
-1.4819953,9.559725,6,p6_post
0.7287513,5.8250837,0,p6_post
-5.0741735,10.006569,7,p6_post
1.6262579,3.8380036,0,p6_post
13.108927,2.3386788,13,p6_post
0.3666873,4.030227,0,p6_post
-5.0690084,9.861476,7,p6_post
0.34766296,2.5047512,0,p6_post
0.3341575,5.320692,0,p6_post
7.7595134,3.8271685,15,p6_post
-0.41128117,4.3595686,0,p6_post
-0.53257686,3.6100857,0,p6_post
4.18831,5.547139,4,p6_post
0.8465598,2.8576372,0,p6_post
1.4227324,7.673504,9,p6_post
6.6465197,3.380193,15,p6_post
0.44459558,5.1302967,0,p6_post
-1.2873607,4.772611,0,p6_post
5.000185,3.3856614,4,p6_post
-1.0856134,0.54800755,22,p6_post
0.94599366,4.3797474,0,p6_post
7.037956,3.8051167,15,p6_post
5.5009575,10.8292055,16,p6_post
-1.9191997,6.1431074,8,p6_post
1.1518168,4.5852966,0,p6_post
7.112251,2.9532213,15,p6_post
2.2056806,5.6256495,0,p6_post
-1.3613666,4.905431,0,p6_post
1.0761198,4.407459,0,p6_post
1.2489944,3.9212732,0,p6_post
1.862669,5.7431674,0,p6_post
-0.44768345,4.2101984,0,p6_post
0.5002647,5.4702754,0,p6_post
3.7852783,5.344002,4,p6_post
-1.8861499,6.3328366,2,p6_post
2.3147705,4.328028,0,p6_post
-3.832468,8.676779,7,p6_post
-2.4533255,5.548685,2,p6_post
-2.0654845,5.8559985,2,p6_post
-0.027241053,4.0217547,0,p6_post
4.218821,5.196223,4,p6_post
1.2602594,5.2774405,0,p6_post
7.664651,4.0106826,15,p6_post
-3.9814882,4.602365,18,p6_post
-1.2008144,4.842651,0,p6_post
-3.5774224,13.956668,20,p6_post
-2.7289953,7.8449,7,p6_post
1.017387,4.967998,0,p6_post
1.6758952,6.1848073,0,p6_post
-2.1228638,8.033285,2,p6_post
1.0831277,5.0584483,0,p6_post
-0.7955715,4.2203603,0,p6_post
1.6270912,0.5896105,5,p6_post
-2.990551,8.268636,7,p6_post
3.7447627,13.759306,19,p6_post
-0.6007981,5.428671,2,p6_post
5.6799884,4.4544077,4,p6_post
0.8116714,5.63085,0,p6_post
1.7787737,4.532754,0,p6_post
2.002102,8.918158,9,p6_post
3.5280538,7.0646243,11,p6_post
-4.4476137,5.7659755,2,p6_post
7.654551,3.800498,15,p6_post
2.1211627,5.180311,0,p6_post
2.7020214,4.3157,0,p6_post
2.8723447,6.507254,21,p6_post
4.821001,4.073954,4,p6_post
4.7314,3.8557262,4,p6_post
5.2709627,10.5935,16,p6_post
7.3327537,2.9715848,15,p6_post
1.0446868,-0.64717674,5,p6_post
3.6279583,2.2197914,19,p6_post
-2.751088,6.048546,2,p6_post
-3.3743103,-1.8208418,14,p6_post
7.53984,3.591127,15,p6_post
-4.057803,6.176741,2,p6_post
0.6646956,3.1633875,0,p6_post
3.288457,-1.7304494,5,p6_post
2.9653397,4.123629,0,p6_post
2.743173,5.330441,0,p6_post
0.01939319,4.529262,0,p6_post
-2.9938824,8.047837,7,p6_post
4.0568576,1.5106508,19,p6_post
6.685653,3.0783985,15,p6_post
3.082817,4.2853646,0,p6_post
-5.3083572,10.150327,7,p6_post
4.729637,4.26049,4,p6_post
0.78834534,5.348126,0,p6_post
1.5465887,4.9746194,0,p6_post
0.2990266,8.54613,10,p6_post
-0.44068626,5.9540157,2,p6_post
1.8781292,3.970772,0,p6_post
-0.9724225,6.531544,2,p6_post
2.4278755,6.362338,0,p6_post
5.1153197,4.4178157,4,p6_post
-0.025479103,7.7854385,10,p6_post
7.0791564,4.0607986,15,p6_post
-2.687294,5.783294,2,p6_post
1.1257652,5.9866676,0,p6_post
11.74545,4.180098,13,p6_post
-3.4089713,8.149915,7,p6_post
0.8670455,6.1165457,0,p6_post
-0.42759576,7.8772354,10,p6_post
-3.25956,8.203931,7,p6_post
0.080367275,4.5742097,0,p6_post
-0.018707559,6.260194,0,p6_post
0.38962752,6.4864893,0,p6_post
1.6346364,4.6511073,0,p6_post
11.780986,3.9511864,13,p6_post
0.2982623,4.1146755,0,p6_post
0.8825783,3.4570286,0,p6_post
-0.7304623,6.235919,2,p6_post
2.5649576,5.65106,0,p6_post
4.934282,3.713196,4,p6_post
3.4261556,5.7451315,4,p6_post
-2.1711175,5.816886,2,p6_post
-0.57849854,-5.0520425,3,p6_post
2.258749,4.521932,0,p6_post
7.4899807,3.558972,15,p6_post
7.382339,3.6374567,15,p6_post
5.2876773,3.896915,4,p6_post
-2.8876827,6.4019475,8,p6_post
5.3292313,9.738421,16,p6_post
-2.1803262,6.7021494,2,p6_post
2.7837572,4.9922853,0,p6_post
-4.759835,6.9237947,8,p6_post
7.383252,3.9773552,15,p6_post
-0.8132078,5.8720055,2,p6_post
0.50267684,3.868968,0,p6_post
1.1584051,3.5103366,0,p6_post
1.9103142,4.087912,0,p6_post
0.93755466,3.4711804,0,p6_post
-3.0397282,13.560126,20,p6_post
-5.1147385,12.522684,24,p6_post
1.0618466,5.208073,0,p6_post
-0.7905733,5.7753367,0,p6_post
0.2651687,4.0275455,0,p6_post
-0.63526285,5.4417224,0,p6_post
2.9426165,4.4651065,0,p6_post
-4.193678,9.462061,7,p6_post
2.0495112,6.7986417,0,p6_post
-3.8306131,5.117259,2,p6_post
0.93945616,4.659921,0,p6_post
1.2669989,5.526373,0,p6_post
-0.1621722,7.599902,10,p6_post
1.030464,3.3313403,0,p6_post
-3.6364481,13.081443,20,p6_post
-0.41617176,6.0691457,0,p6_post
2.3078916,5.008094,0,p6_post
1.3641685,3.182748,0,p6_post
-3.0926714,6.073726,2,p6_post
0.6618754,4.773051,0,p6_post
6.913765,2.9194164,15,p6_post
6.747547,4.365853,15,p6_post
-0.8295057,6.5513816,2,p6_post
-0.15810345,6.2667384,0,p6_post
0.62197804,5.17963,0,p6_post
1.5386136,2.4115705,22,p6_post
1.6099635,5.1039414,0,p6_post
-1.1181903,-3.6094787,3,p6_post
5.761009,3.8655841,4,p6_post
5.6493254,3.196444,4,p6_post
0.81524277,5.266525,0,p6_post
-2.5678055,6.7191668,2,p6_post
2.6574636,4.2226143,0,p6_post
-3.8621044,4.892348,18,p6_post
-0.5593982,4.4876547,0,p6_post
1.976178,6.370688,0,p6_post
5.4193225,10.841854,16,p6_post
0.09581274,2.3801885,6,p6_post
2.6880426,6.0647726,21,p6_post
-2.0883896,3.2193182,12,p6_post
3.9733448,1.3672636,19,p6_post
1.3245584,3.2097154,0,p6_post
-2.3356695,8.154594,7,p6_post
7.2070847,2.7266662,15,p6_post
3.4131348,3.971548,4,p6_post
0.6636341,4.0616217,0,p6_post
2.7198732,3.4193938,0,p6_post
5.1304293,3.2934232,4,p6_post
3.8484113,4.961958,4,p6_post
-1.2928783,4.1425395,0,p6_post
13.578017,2.723009,13,p6_post
-3.8445826,9.442989,7,p6_post
1.2789224,6.8772445,0,p6_post
5.4464498,3.7602308,4,p6_post
2.726663,-1.1792834,5,p6_post
6.072194,4.9754477,4,p6_post
3.9136755,3.3530369,4,p6_post
-1.8326267,9.921245,6,p6_post
0.9606584,5.6773667,0,p6_post
4.880683,3.7503424,4,p6_post
1.8476437,6.401882,0,p6_post
2.0843477,6.4505014,0,p6_post
4.6451674,3.2101612,4,p6_post
2.9291623,6.9143376,21,p6_post
2.7567768,4.770337,0,p6_post
0.34749976,-0.27615324,1,p6_post
7.162878,3.2810357,15,p6_post
4.028903,2.8451276,4,p6_post
3.8708248,5.4577465,4,p6_post
-3.931954,6.320907,2,p6_post
4.2144365,1.3885009,19,p6_post
-0.07187487,3.4710734,0,p6_post
6.82131,3.7415576,15,p6_post
7.1261954,3.18292,15,p6_post
4.044388,1.6555184,19,p6_post
2.6331422,-0.41738147,5,p6_post
0.8540239,3.196049,0,p6_post
-3.5642893,13.492385,20,p6_post
7.280739,3.230097,15,p6_post
3.225832,5.3255363,0,p6_post
2.4983582,4.8555074,0,p6_post
3.024805,4.7536464,0,p6_post
1.5492224,6.3426247,0,p6_post
3.4800584,13.273642,19,p6_post
-3.6954103,13.805579,20,p6_post
-0.16049398,5.9359617,2,p6_post
1.0294977,4.6776104,0,p6_post
4.5295787,2.8870249,4,p6_post
-0.4688387,5.41082,0,p6_post
-0.09375545,7.7507625,10,p6_post
0.951457,4.841089,0,p6_post
4.7265606,3.6315174,4,p6_post
2.412428,4.124394,0,p6_post
-0.10403233,2.6446543,6,p6_post
5.7532787,10.99446,16,p6_post
5.2136087,3.7549927,4,p6_post
-2.1934407,6.11945,8,p6_post
1.9508783,3.5533102,0,p6_post
-0.44723025,-2.283905,1,p6_post
0.67643034,3.7492871,0,p6_post
0.8703721,4.965532,0,p6_post
1.4683388,4.4763794,0,p6_post
-0.27482846,7.5355887,10,p6_post
0.85525715,4.3250365,0,p6_post
3.3873491,4.13926,4,p6_post
-4.278539,9.020571,7,p6_post
1.2136812,6.0435324,0,p6_post
4.8465285,9.545759,16,p6_post
1.099196,3.965378,0,p6_post
-1.3818742,4.9301677,0,p6_post
-3.6993906,6.6477013,8,p6_post
1.1788727,3.985721,0,p6_post
3.0416875,3.3566487,0,p6_post
0.16512397,4.1759343,0,p6_post
1.1673664,5.814525,0,p6_post
2.5191667,5.043563,0,p6_post
-1.3399671,6.0576696,2,p6_post
0.27807838,3.6083713,0,p6_post
1.2330585,3.8260834,0,p6_post
1.8619823,5.4048953,0,p6_post
-4.69845,8.814247,7,p6_post
1.468799,6.259074,0,p6_post
1.7875444,3.5126703,0,p6_post
-0.6567068,5.469372,0,p6_post
-2.533412,7.1948457,2,p6_post
0.36926857,6.4410434,0,p6_post
2.541149,9.01279,9,p6_post
3.4532082,3.3919163,19,p6_post
-0.32152897,4.7708664,0,p6_post
1.8021655,4.2514944,0,p6_post
0.0914807,4.3242655,0,p6_post
-4.521157,7.8943043,8,p6_post
5.0815005,3.4857082,4,p6_post
0.43540165,5.4319,0,p6_post
-0.81617117,5.0172186,2,p6_post
0.08353494,2.4897194,6,p6_post
-0.64359,-5.1096096,3,p6_post
-0.43087518,4.557158,0,p6_post
0.5775748,-0.94453436,1,p6_post
1.7226514,9.735521,9,p6_post
-0.24343292,4.3080916,0,p6_post
4.5863667,3.8414855,4,p6_post
-4.37965,9.457778,7,p6_post
0.5081949,3.4823189,0,p6_post
-1.8463348,8.575737,7,p6_post
-3.5301414,13.867346,20,p6_post
1.5536957,3.9866078,0,p6_post
-1.5867283,9.509545,6,p6_post
2.3730817,5.5656033,0,p6_post
-3.165337,13.447536,20,p6_post
-3.0357897,12.743285,20,p6_post
0.8063014,5.505886,0,p6_post
-1.9813256,4.710711,2,p6_post
5.496907,5.177153,4,p6_post
2.215091,3.3267705,0,p6_post
4.315707,0.044670034,11,p6_post
-2.9256368,7.2327666,2,p6_post
-0.07498659,0.023705063,1,p6_post
-1.6574433,-1.1241891,14,p6_post
-3.0031817,5.8674107,2,p6_post
-3.281009,6.784622,2,p6_post
-1.0481416,6.0599127,2,p6_post
-3.1856525,13.2740965,20,p6_post
-3.4624553,13.69308,20,p6_post
-2.9311807,4.746466,2,p6_post
5.0236044,3.2564254,4,p6_post
-2.7848122,7.2670364,2,p6_post
6.082111,4.978182,4,p6_post
-4.3417068,8.324526,7,p6_post
3.7389472,5.023972,4,p6_post
-0.74387604,5.122955,0,p6_post
1.0568471,4.640955,0,p6_post
-1.4581432,5.856025,2,p6_post
0.7111988,5.21595,0,p6_post
3.5259368,2.9932342,19,p6_post
-1.5792714,-0.4325656,14,p6_post
0.4196748,4.2699943,0,p6_post
2.549919,4.2674065,0,p6_post
1.2176718,3.2981417,0,p6_post
0.5733566,4.711147,0,p6_post
1.61385,3.440692,0,p6_post
-1.542383,6.6863356,2,p6_post
-2.9333162,4.668284,2,p6_post
-3.633489,8.76482,7,p6_post
3.8112688,4.516467,4,p6_post
1.9723735,5.0419455,0,p6_post
-3.7272027,4.69224,18,p6_post
0.88981336,8.888183,9,p6_post
3.787395,4.919597,4,p6_post
4.136418,5.045937,4,p6_post
-0.6543024,6.372059,2,p6_post
-2.207806,6.560546,2,p6_post
3.5642543,4.042133,0,p6_post
4.3793807,5.1823907,4,p6_post
4.7326384,3.431784,4,p6_post
2.427846,3.3613591,0,p6_post
3.07584,4.6021013,0,p6_post
2.9587471,6.9698405,21,p6_post
-2.107768,-0.6262029,14,p6_post
0.1848479,5.841315,0,p6_post
13.1310625,2.3575592,13,p6_post
2.1780171,-1.0408665,5,p6_post
-1.0602014,5.0410743,2,p6_post
-3.206435,7.0111995,2,p6_post
2.0303395,5.2020106,0,p6_post
7.2548666,3.4672318,15,p6_post
0.9780399,5.0470376,0,p6_post
-0.74218214,4.3575644,0,p6_post
-1.3333279,5.8423657,2,p6_post
1.3736829,5.540144,0,p6_post
5.8118157,3.9027083,4,p6_post
0.8701338,4.2466497,0,p6_post
2.855721,4.578558,0,p6_post
-0.89889926,5.6825185,2,p6_post
1.9437953,5.2143745,0,p6_post
3.6078413,8.046073,21,p6_post
-0.49402565,5.052039,0,p6_post
2.8825562,4.2177444,0,p6_post
-0.20969495,5.85721,0,p6_post
5.2845697,3.5579507,4,p6_post
-0.55049175,4.7669992,0,p6_post
5.3711915,3.5821166,4,p6_post
-3.5533314,8.031127,7,p6_post
0.38364586,4.044571,0,p6_post
5.374138,10.940894,16,p6_post
4.960985,9.657446,16,p6_post
2.518172,5.562654,0,p6_post
1.1215636,5.9501424,0,p6_post
5.6605496,9.907986,16,p6_post
-2.320763,-1.4732679,14,p6_post
0.48439935,6.4638805,0,p6_post
5.539663,9.991423,16,p6_post
-2.2712343,6.779447,2,p6_post
-3.5349052,8.111564,7,p6_post
1.6016196,4.394486,0,p6_post
-1.6094043,6.6676993,2,p6_post
3.454428,3.7632258,4,p6_post
6.652108,3.329431,15,p6_post
2.866217,5.060026,0,p6_post
4.968003,9.908381,16,p6_post
0.13383344,5.3286805,0,p6_post
-3.020773,13.370579,20,p6_post
1.0827967,6.2775736,0,p6_post
-2.5803883,8.332499,7,p6_post
5.66413,10.907241,16,p6_post
5.247834,5.672501,4,p6_post
-3.582506,5.869616,2,p6_post
0.95494795,4.1219263,0,p6_post
1.8192102,4.758902,0,p6_post
0.3647075,3.8548734,0,p6_post
-0.3398446,4.9160624,0,p6_post
-2.1597996,6.677351,2,p6_post
-0.8435075,6.6078935,2,p6_post
-4.285185,9.143716,7,p6_post
5.1590357,10.86002,16,p6_post
2.7360117,4.451879,0,p6_post
1.5050253,5.6629453,0,p6_post
-4.9851537,9.804612,7,p6_post
3.3808255,2.3999455,19,p6_post
0.018020561,4.4690185,0,p6_post
7.302242,3.5009966,15,p6_post
7.5125413,3.2109106,15,p6_post
1.888633,4.3640304,0,p6_post
0.66202635,4.4193554,0,p6_post
3.426019,4.047699,4,p6_post
1.902608,5.138411,0,p6_post
4.1305876,1.5208609,19,p6_post
2.27459,5.70153,0,p6_post
3.3875005,5.1777687,4,p6_post
0.56925017,6.156769,0,p6_post
1.149218,3.576408,0,p6_post
3.1650417,-3.139579,5,p6_post
4.0294075,5.04694,4,p6_post
4.41722,3.5566654,4,p6_post
1.0816219,5.366379,0,p6_post
2.2365203,4.1352897,0,p6_post
3.0637858,13.415355,19,p6_post
3.0087783,6.9253016,21,p6_post
4.2266707,4.1500907,4,p6_post
2.1034122,4.5728927,0,p6_post
7.2216277,3.2683058,15,p6_post
4.2105303,4.0241404,4,p6_post
6.326595,3.188145,15,p6_post
7.425719,3.7162604,15,p6_post
-2.9810114,6.213161,2,p6_post
5.1447473,10.3772955,16,p6_post
-4.018648,3.0894008,12,p6_post
3.3890357,6.2934766,16,p6_post
1.895638,4.976847,0,p6_post
2.0699046,5.259997,0,p6_post
1.2414999,4.859118,0,p6_post
2.566632,4.6525345,0,p6_post
-3.429637,13.573795,20,p6_post
-1.8730112,5.6603503,8,p6_post
0.3566757,5.172793,0,p6_post
0.7439949,6.3513913,0,p6_post
-2.7893157,6.2165484,2,p6_post
3.1335044,5.193453,4,p6_post
0.28843558,4.5904417,0,p6_post
1.0114034,3.2848005,0,p6_post
-0.94363785,5.977961,0,p6_post
2.9311173,5.3281436,0,p6_post
1.6849558,3.0167212,0,p6_post
-3.3109746,6.6401005,2,p6_post
-4.9820266,6.252896,8,p6_post
