UMAP_1,UMAP_2,leiden,patient_name
1.5781384,3.305421,0,p6_post
2.2080023,3.549793,0,p6_post
-3.3380063,8.187132,7,p6_post
1.422168,4.7604733,0,p6_post
4.7742476,3.5368335,4,p6_post
1.0929922,6.331142,0,p6_post
-0.29945657,-4.6691537,3,p6_post
3.7013807,2.275029,19,p6_post
2.4095612,3.1609542,0,p6_post
-2.1835315,6.336608,2,p6_post
1.2356014,4.5036283,0,p6_post
-0.8468594,4.1960473,0,p6_post
3.98775,4.3699155,4,p6_post
1.2755926,4.525413,0,p6_post
-0.30457708,5.1733093,0,p6_post
1.4274787,8.278678,9,p6_post
-0.14651507,6.3109746,2,p6_post
1.9572269,3.7982526,0,p6_post
3.7841241,4.7558675,4,p6_post
6.8897123,4.077891,15,p6_post
-5.154749,8.813134,7,p6_post
-2.4267743,5.409679,2,p6_post
0.3436556,5.1175795,0,p6_post
-2.2413507,7.748031,7,p6_post
0.25943023,8.728479,10,p6_post
6.3059096,3.9798808,4,p6_post
0.7330898,3.5150628,0,p6_post
0.5894371,6.3415217,0,p6_post
4.7118483,4.8704453,4,p6_post
3.943965,7.672936,11,p6_post
-3.9417396,5.271411,2,p6_post
2.4579911,6.0684896,0,p6_post
1.00179,4.029043,0,p6_post
7.6205854,4.3560357,15,p6_post
0.54243815,4.4560947,0,p6_post
1.46806,4.7508626,0,p6_post
3.10796,7.155797,21,p6_post
-1.480614,4.5631237,2,p6_post
1.4819432,4.291148,0,p6_post
7.062188,2.7784443,15,p6_post
0.7646507,4.627011,0,p6_post
-0.12159706,3.855844,0,p6_post
4.1675196,1.49799,19,p6_post
-3.473564,8.446115,7,p6_post
5.0891457,9.816964,16,p6_post
3.271035,4.820506,0,p6_post
-0.67468095,-2.2365847,1,p6_post
1.6245226,4.327092,0,p6_post
5.311208,3.573894,4,p6_post
-1.8717892,5.7708216,2,p6_post
1.5498871,5.385999,0,p6_post
5.65127,10.423807,16,p6_post
1.1506046,5.1731534,0,p6_post
-3.1033986,7.710428,7,p6_post
2.9515338,-1.5890365,5,p6_post
3.8990865,2.3089447,19,p6_post
-0.12159694,3.8960385,0,p6_post
-3.212872,6.6967907,2,p6_post
1.4096487,5.93596,0,p6_post
-0.79415286,4.3710237,0,p6_post
-0.11930915,5.5530977,0,p6_post
-0.94815725,9.059385,10,p6_post
-0.026064944,2.3905864,6,p6_post
0.721446,5.0311985,0,p6_post
5.421763,10.955718,16,p6_post
7.0607595,3.2330062,15,p6_post
-2.9122283,7.0859394,2,p6_post
-4.1599264,8.159526,8,p6_post
1.9897561,4.875846,0,p6_post
2.4215617,2.8592129,0,p6_post
7.4889474,3.3921425,15,p6_post
0.6560532,2.798577,0,p6_post
3.223535,3.611317,0,p6_post
1.8079613,5.567309,0,p6_post
-0.08704162,3.770232,0,p6_post
1.9537468,3.7193203,0,p6_post
-3.3333037,5.2793255,2,p6_post
0.4352266,3.7619965,0,p6_post
-0.42546317,5.8606305,0,p6_post
2.4335113,3.9275184,0,p6_post
1.0152644,7.0505037,21,p6_post
0.98898137,4.5745277,0,p6_post
-2.3703072,-1.7628304,14,p6_post
1.3490664,3.8605044,0,p6_post
2.0427155,2.4569545,0,p6_post
1.610628,8.969277,9,p6_post
1.5803514,6.372743,0,p6_post
2.332684,4.199887,0,p6_post
3.827146,1.4280256,19,p6_post
-0.23083721,3.6452596,0,p6_post
-1.2909124,5.095287,0,p6_post
1.4436295,4.13332,0,p6_post
0.25368065,5.028723,0,p6_post
0.97883594,3.91637,0,p6_post
0.4235145,-0.6968579,1,p6_post
-0.44975948,7.809732,10,p6_post
3.2871497,7.437244,21,p6_post
2.199123,3.6164103,0,p6_post
0.29620218,4.053492,0,p6_post
3.8961132,5.587511,4,p6_post
-0.841077,-6.486453,3,p6_post
1.516778,3.9846194,0,p6_post
2.350152,3.2438922,0,p6_post
1.5872887,6.21963,0,p6_post
2.7844634,5.2937737,0,p6_post
5.2030025,8.439156,11,p6_post
-0.15853651,5.375971,0,p6_post
0.82012427,5.3825054,0,p6_post
3.6208477,13.883305,19,p6_post
1.3029823,6.493037,0,p6_post
1.1888363,5.5984397,0,p6_post
1.6757436,9.566264,9,p6_post
2.7966447,4.1666727,0,p6_post
-2.051709,7.620271,7,p6_post
1.3241258,3.4957316,0,p6_post
2.091278,11.2965145,9,p6_post
-0.17075147,5.8836255,0,p6_post
7.636593,3.7964535,15,p6_post
2.369859,5.1429696,0,p6_post
5.9338546,5.2109027,4,p6_post
-1.0892776,5.8738513,2,p6_post
3.53791,3.253374,19,p6_post
6.9204254,2.8532944,15,p6_post
2.055488,5.5660634,0,p6_post
-3.5213628,13.394159,20,p6_post
-3.1322653,6.9946127,8,p6_post
2.1935074,4.9611216,0,p6_post
2.1727972,5.261976,0,p6_post
-2.5822997,-0.07660999,14,p6_post
-2.2925632,7.77754,8,p6_post
7.3294387,3.6842663,15,p6_post
0.62128305,-2.5017426,1,p6_post
1.9158162,5.066678,0,p6_post
2.3702307,4.9342384,0,p6_post
3.2248588,5.4746385,4,p6_post
0.94905597,3.6174848,0,p6_post
5.425474,4.4576797,4,p6_post
5.15377,9.501754,16,p6_post
5.282894,2.9370196,4,p6_post
-2.2327602,6.1075788,2,p6_post
4.619525,3.815133,4,p6_post
-2.176066,0.52158356,14,p6_post
2.3090875,4.87259,0,p6_post
1.4981585,3.3427503,0,p6_post
3.1724908,3.6096914,0,p6_post
-0.8344966,3.6617627,0,p6_post
-0.39375013,6.782908,10,p6_post
0.9819345,5.7835407,0,p6_post
2.7533174,6.297965,0,p6_post
1.2614038,6.3853602,0,p6_post
1.1970866,3.7129703,0,p6_post
1.7083983,2.793964,0,p6_post
2.111394,9.542639,9,p6_post
-3.6232638,8.290658,7,p6_post
5.3949184,4.48802,4,p6_post
-3.4535515,13.313048,20,p6_post
5.375433,10.63454,16,p6_post
-0.2572114,11.036763,6,p6_post
2.972772,3.6248515,0,p6_post
6.231966,6.3146825,4,p6_post
0.42274442,4.805743,0,p6_post
1.4149915,2.660419,0,p6_post
-3.6215506,13.814826,20,p6_post
0.4066742,4.984453,0,p6_post
7.692948,3.73147,15,p6_post
12.2356825,2.7454255,13,p6_post
-3.4550834,13.209516,20,p6_post
6.2876883,3.1633093,15,p6_post
0.16469835,4.7426653,0,p6_post
-4.507354,8.372233,7,p6_post
2.9478335,7.1713552,21,p6_post
5.3468766,4.171578,4,p6_post
-4.739447,9.5693655,7,p6_post
2.0831382,5.590904,0,p6_post
0.2084675,5.2958665,0,p6_post
2.062743,4.5591974,0,p6_post
-0.5422291,-4.640731,3,p6_post
2.1861763,6.0641537,0,p6_post
0.83268577,7.2719326,9,p6_post
-1.3566926,7.7181644,2,p6_post
2.5256479,6.2979465,0,p6_post
3.407162,5.193398,4,p6_post
0.34332687,8.373318,10,p6_post
2.9546914,3.9966404,0,p6_post
1.8045205,4.5575943,0,p6_post
-2.2844858,6.2881184,2,p6_post
-1.5507541,7.0208483,2,p6_post
3.1619878,3.7387898,0,p6_post
3.8434536,7.7125793,11,p6_post
0.9272859,3.5302045,0,p6_post
2.2216887,5.332696,0,p6_post
-2.5546114,6.4081135,2,p6_post
4.6193724,5.530899,4,p6_post
1.9369967,6.206105,0,p6_post
4.3095307,5.867555,4,p6_post
-4.6871977,9.522599,7,p6_post
0.2938576,5.9909005,0,p6_post
-2.136782,6.169467,2,p6_post
1.7985481,9.389473,9,p6_post
-3.177855,6.547851,2,p6_post
-2.3225312,6.705034,2,p6_post
1.8700571,4.4012423,0,p6_post
-3.0977123,6.087941,8,p6_post
0.32753265,5.9491262,0,p6_post
5.289715,10.540558,16,p6_post
0.09170956,5.130306,0,p6_post
-3.6360974,13.564548,20,p6_post
1.8798889,7.1616464,0,p6_post
0.5378408,3.610587,0,p6_post
7.2984757,2.596688,15,p6_post
2.9524913,3.006807,19,p6_post
0.16498841,3.3752058,0,p6_post
4.385013,3.2340145,4,p6_post
-2.3764763,4.944376,2,p6_post
-2.6855707,7.3185763,2,p6_post
-0.9457868,5.491321,2,p6_post
-0.9578076,9.27395,6,p6_post
3.1481614,6.919189,21,p6_post
-3.3030684,6.0244427,8,p6_post
2.903671,4.0467973,0,p6_post
0.99529344,4.7300878,0,p6_post
5.903553,10.222892,16,p6_post
3.7329261,5.2004395,4,p6_post
1.947349,2.9500985,0,p6_post
3.6702168,2.8250675,19,p6_post
-4.1189804,6.2039914,2,p6_post
0.6217375,3.2673748,0,p6_post
-0.6611248,-5.643505,3,p6_post
-3.408971,9.128559,7,p6_post
1.775399,6.266507,0,p6_post
1.5623652,3.4378684,0,p6_post
-2.2278538,7.7413793,7,p6_post
1.5726072,5.1211543,0,p6_post
1.0984323,4.475699,0,p6_post
-3.4921536,6.978216,2,p6_post
-0.087502435,3.0687695,0,p6_post
-0.1786533,7.52076,2,p6_post
4.8218784,3.6071408,4,p6_post
2.4673285,8.437708,9,p6_post
3.1383264,4.7043476,0,p6_post
-3.687848,9.25687,7,p6_post
-1.0302957,8.060427,10,p6_post
1.2929802,8.935227,9,p6_post
0.4680829,6.1659093,0,p6_post
4.8408117,3.9530303,4,p6_post
-0.5354092,4.2396317,0,p6_post
2.0153666,3.9844275,0,p6_post
1.4960651,1.8406874,22,p6_post
7.438682,4.039951,15,p6_post
4.650614,3.3786244,4,p6_post
3.2903013,5.3775334,4,p6_post
-1.3335742,5.847726,2,p6_post
3.0965447,7.1446867,21,p6_post
2.4585729,8.80699,9,p6_post
4.6117806,3.608693,4,p6_post
2.154744,4.2612944,0,p6_post
5.8003707,10.58604,16,p6_post
5.1562057,10.208297,16,p6_post
3.553098,5.2109227,4,p6_post
-4.901469,9.914759,7,p6_post
-0.6059697,4.2132044,0,p6_post
1.6358202,5.097831,0,p6_post
5.314639,10.136014,16,p6_post
5.3896866,2.9145362,4,p6_post
1.2935617,4.8884077,0,p6_post
-5.9847765,9.9653845,7,p6_post
-2.1729224,6.0692487,2,p6_post
-1.3042287,6.3738856,2,p6_post
-2.529361,-2.073686,14,p6_post
5.5701714,9.882448,16,p6_post
3.7412984,4.3040466,4,p6_post
1.7473649,7.6455846,9,p6_post
0.21813071,5.331514,0,p6_post
-3.3551595,13.267528,20,p6_post
5.4220705,9.728793,16,p6_post
5.4069414,10.361666,16,p6_post
0.7888483,5.4787383,0,p6_post
-5.4002786,4.558782,18,p6_post
6.6327047,2.969917,15,p6_post
2.914042,5.430768,4,p6_post
-4.5475583,9.376698,7,p6_post
0.12680866,7.897536,10,p6_post
5.355815,10.350928,16,p6_post
5.5159917,4.8416777,4,p6_post
5.010129,4.341764,4,p6_post
-3.3421538,6.8850093,2,p6_post
-2.3921335,3.481166,12,p6_post
3.736466,13.645892,19,p6_post
-0.89834297,10.475444,6,p6_post
3.3222463,4.348594,0,p6_post
3.7914205,13.512211,19,p6_post
-1.1153265,6.339749,2,p6_post
4.464641,3.4959536,4,p6_post
5.6191635,5.8291817,4,p6_post
7.3731112,3.885762,15,p6_post
-2.176971,6.0794187,2,p6_post
-2.2380197,6.3598924,2,p6_post
2.1184108,5.468711,0,p6_post
3.0281348,5.1738067,0,p6_post
-3.407615,5.868952,2,p6_post
5.92892,10.924376,16,p6_post
1.8484739,3.7078948,0,p6_post
0.7349866,3.4567647,0,p6_post
4.279943,5.456333,4,p6_post
4.4615636,4.7181826,4,p6_post
3.4025717,13.127599,19,p6_post
5.9388127,10.078263,16,p6_post
3.554892,2.9006357,19,p6_post
5.9545536,10.387286,16,p6_post
-1.8483688,6.1305776,2,p6_post
2.9394355,4.050485,0,p6_post
-4.9394727,8.578685,7,p6_post
5.4524603,3.94214,4,p6_post
5.033642,7.16625,11,p6_post
0.1350935,2.0346005,6,p6_post
6.1415644,10.554644,16,p6_post
3.1116183,2.7591555,19,p6_post
-3.463534,8.94713,7,p6_post
-3.5137942,5.3362193,2,p6_post
-1.3031898,5.071242,2,p6_post
6.5862446,3.1406035,15,p6_post
5.742717,9.846794,16,p6_post
5.345742,3.6578708,4,p6_post
1.2169753,5.921419,0,p6_post
1.5974295,5.2801094,0,p6_post
5.155777,9.981221,16,p6_post
-1.183278,6.1356363,2,p6_post
-4.1132636,7.667667,7,p6_post
-3.4737341,13.572301,20,p6_post
0.0718615,5.8641114,2,p6_post
-5.300182,4.927533,18,p6_post
-2.0696244,7.1871796,2,p6_post
3.0824237,3.3312812,4,p6_post
5.396539,3.2511137,4,p6_post
-2.4462426,-2.2708008,14,p6_post
-0.146699,6.3276043,0,p6_post
1.6093669,2.9923704,0,p6_post
4.6695585,3.698821,4,p6_post
2.2413626,8.926776,9,p6_post
2.578949,5.4549646,0,p6_post
2.6346478,6.7965164,21,p6_post
5.5696936,4.687109,4,p6_post
2.9378326,5.1162996,0,p6_post
0.53353935,5.5025735,0,p6_post
2.023387,-1.3625258,5,p6_post
1.5028541,-4.924585,3,p6_post
-0.31890583,5.474373,0,p6_post
-1.9190936,5.1217804,2,p6_post
4.014763,5.1222568,4,p6_post
0.92800415,5.6430907,0,p6_post
0.4566788,0.6059209,6,p6_post
1.5382473,6.34406,0,p6_post
-0.32168245,7.4414077,10,p6_post
6.5385633,3.7573006,15,p6_post
2.8780663,4.660311,0,p6_post
7.3421917,3.473137,15,p6_post
-1.6089228,6.875142,2,p6_post
2.126087,4.7417064,0,p6_post
1.2835393,4.179536,0,p6_post
3.2113981,7.407563,21,p6_post
5.8342156,4.085692,4,p6_post
-3.4333603,12.8596945,20,p6_post
-3.6800249,8.483436,7,p6_post
-1.114751,0.39277545,22,p6_post
1.5199723,5.7828846,0,p6_post
0.7524912,6.185827,0,p6_post
-0.18844578,-3.312345,1,p6_post
0.948008,5.2542677,0,p6_post
0.8411792,3.564147,0,p6_post
-1.188019,7.1807218,12,p6_post
1.750159,4.3739505,0,p6_post
-3.1168425,5.240862,2,p6_post
2.1025567,5.799418,0,p6_post
-1.4631042,5.9437733,2,p6_post
1.1510602,5.426241,0,p6_post
-3.1118646,6.5762234,2,p6_post
-3.3601413,-1.6733415,14,p6_post
6.9664865,2.9950795,15,p6_post
0.24029829,4.663628,0,p6_post
-0.39454064,4.3006854,0,p6_post
1.7487781,3.3529024,0,p6_post
-0.55405027,9.6466,6,p6_post
2.3648677,4.228175,0,p6_post
-2.7301288,7.663584,2,p6_post
-1.3895006,8.057211,10,p6_post
5.4043074,3.997612,4,p6_post
2.2920492,4.8616323,0,p6_post
-2.4915507,6.5655136,8,p6_post
-1.7064294,6.979993,2,p6_post
2.2567496,5.3312573,0,p6_post
6.423423,3.890036,15,p6_post
3.3688335,2.567001,19,p6_post
-0.028685141,3.2480826,0,p6_post
7.6451244,3.6815684,15,p6_post
4.9407024,6.9425573,11,p6_post
2.2927332,4.725978,0,p6_post
-0.42791742,5.084952,0,p6_post
1.9657784,6.406529,0,p6_post
1.9236736,3.963596,0,p6_post
2.6379583,6.9338994,21,p6_post
7.2099953,2.5552857,15,p6_post
-0.00069943053,3.853174,0,p6_post
-4.727828,9.785222,7,p6_post
0.32501504,3.4045649,0,p6_post
4.077288,1.4070203,19,p6_post
5.3907366,3.3712025,4,p6_post
2.9449596,13.58029,19,p6_post
3.2492628,4.510805,0,p6_post
0.47255233,4.3243237,0,p6_post
-0.22637258,4.823357,0,p6_post
-3.2027874,7.578821,2,p6_post
7.3446894,2.779832,15,p6_post
0.91873825,4.53395,0,p6_post
-4.6737466,7.3289156,14,p6_post
3.85871,5.601195,4,p6_post
0.90269727,4.4811454,0,p6_post
0.84575623,4.400578,0,p6_post
6.887622,2.849781,15,p6_post
2.051373,5.5088153,0,p6_post
1.0320225,9.204128,2,p6_post
2.9495497,5.741365,0,p6_post
0.23416373,-4.325951,3,p6_post
0.5873212,5.0652933,6,p6_post
-1.4995723,5.419764,2,p6_post
6.7560816,3.293738,15,p6_post
2.382323,4.8460956,0,p6_post
2.0252342,4.476704,0,p6_post
0.7010577,6.0658603,0,p6_post
1.3680593,6.0529556,0,p6_post
0.8595522,4.972398,0,p6_post
1.6033725,4.183579,0,p6_post
2.1439102,3.3209393,0,p6_post
0.21213588,4.9415946,0,p6_post
3.904222,2.2427046,19,p6_post
0.7305727,4.071027,0,p6_post
-0.2192459,5.698798,2,p6_post
0.47148526,3.5805237,0,p6_post
-3.120793,6.935501,2,p6_post
3.0691376,3.6595616,0,p6_post
3.0937984,7.4042926,21,p6_post
5.364356,4.0520644,4,p6_post
3.6480951,5.0484385,4,p6_post
-0.30801898,4.2513247,0,p6_post
-1.478063,6.1230574,2,p6_post
5.1521583,3.5322697,4,p6_post
1.2705227,3.6001923,0,p6_post
7.389404,3.5859437,15,p6_post
4.2708993,5.094011,4,p6_post
4.16681,1.3934108,19,p6_post
-0.45894766,7.587621,10,p6_post
1.5892974,4.68014,0,p6_post
0.50815207,3.9758189,0,p6_post
4.137158,4.4691005,4,p6_post
0.5224491,-1.4258577,1,p6_post
2.1626265,3.6164756,0,p6_post
-0.97938335,4.9339433,0,p6_post
2.5873482,4.23263,0,p6_post
1.6175046,4.2120013,0,p6_post
3.0670605,4.3389645,0,p6_post
1.00829,4.2039647,0,p6_post
-2.5393236,4.922998,2,p6_post
2.561959,6.8205934,0,p6_post
2.7934554,3.8913808,0,p6_post
5.973268,5.5816226,4,p6_post
-0.5033037,5.4649463,0,p6_post
2.4785419,5.787761,0,p6_post
2.0120494,6.404812,0,p6_post
2.7661822,6.6692204,21,p6_post
5.1753035,3.356377,4,p6_post
0.93759346,4.497205,0,p6_post
-3.1271894,6.756257,2,p6_post
1.8368648,8.750175,9,p6_post
-2.1098664,6.2725563,2,p6_post
-2.53957,5.736818,2,p6_post
-3.3604567,5.6138134,2,p6_post
-3.0432763,7.2645354,2,p6_post
-2.300185,6.5363803,2,p6_post
12.960496,2.5502896,13,p6_post
-0.7307916,-6.6379423,3,p6_post
-2.307928,-2.2790754,14,p6_post
7.458427,3.3145323,15,p6_post
-0.07144571,2.5199091,6,p6_post
1.9103678,3.4567685,0,p6_post
0.63879377,3.0502214,0,p6_post
3.6055808,3.8989112,4,p6_post
-0.3499862,3.3538802,0,p6_post
4.6359844,7.816853,11,p6_post
1.4662442,4.1830173,0,p6_post
-4.0033593,8.65281,7,p6_post
-0.9357943,4.2590594,0,p6_post
1.2729805,4.9257665,0,p6_post
-3.3450863,7.0180326,2,p6_post
0.58466494,3.7173133,0,p6_post
2.2226877,5.1496763,0,p6_post
2.7335813,3.790995,0,p6_post
5.4364004,3.0947082,4,p6_post
1.7957336,4.3544106,0,p6_post
-1.1750122,5.160073,0,p6_post
0.81004554,5.219452,0,p6_post
-2.881353,6.304877,2,p6_post
1.9468249,3.6659906,0,p6_post
2.3301396,4.7115035,0,p6_post
0.96555877,4.106619,0,p6_post
-2.3715992,6.2211084,2,p6_post
4.8744617,10.46467,16,p6_post
7.01713,14.313326,17,p6_post
-3.6578279,8.67746,7,p6_post
2.5229166,4.641221,0,p6_post
1.9878577,4.356516,0,p6_post
2.7953386,6.506101,16,p6_post
-2.996651,6.142033,8,p6_post
-5.131784,10.092305,7,p6_post
3.3384888,4.0471525,4,p6_post
3.6992168,3.4545481,19,p6_post
7.509146,3.818866,15,p6_post
-4.561769,9.65657,7,p6_post
0.7376961,3.6959677,0,p6_post
-2.8841221,4.7532916,2,p6_post
-2.9405277,13.292136,20,p6_post
-4.035162,6.1882544,8,p6_post
5.6601787,4.530576,4,p6_post
-5.1951685,9.204505,7,p6_post
0.6696254,5.188578,0,p6_post
-0.5997526,-3.0936086,1,p6_post
0.24982685,3.4921472,0,p6_post
5.593364,5.3273516,4,p6_post
2.9761972,4.7950835,0,p6_post
0.45354417,8.463776,10,p6_post
5.1839614,10.040743,16,p6_post
2.0317788,4.403665,0,p6_post
2.9562335,4.80394,0,p6_post
-2.452859,6.912381,2,p6_post
3.257044,3.4335995,0,p6_post
5.5854154,4.2792153,4,p6_post
-5.4691563,4.6401877,18,p6_post
0.5194778,4.7646837,0,p6_post
4.26211,3.0700746,4,p6_post
0.82908803,5.0212426,0,p6_post
7.1792746,2.7733157,15,p6_post
-0.6483206,4.3028617,0,p6_post
1.0877928,4.436775,0,p6_post
-3.6802669,14.194314,20,p6_post
1.5535183,4.216928,0,p6_post
3.6323643,5.6532235,4,p6_post
-2.8028262,7.123056,8,p6_post
1.4630737,3.8635428,0,p6_post
6.0856752,2.914009,15,p6_post
-3.1124105,6.173559,2,p6_post
-2.1738172,6.413375,2,p6_post
2.9303088,3.642469,0,p6_post
2.2639391,-6.049969,3,p6_post
4.090845,1.4705935,19,p6_post
-0.7786313,6.073877,8,p6_post
2.2833064,9.81759,9,p6_post
0.62980354,3.9085927,0,p6_post
4.2064915,1.4430716,19,p6_post
1.1695234,5.361692,0,p6_post
2.4357517,4.1102133,0,p6_post
1.725579,2.7929635,0,p6_post
1.1521133,3.9618232,0,p6_post
4.0359006,7.5254316,11,p6_post
-0.09440559,3.9464169,0,p6_post
-3.189544,4.9176197,2,p6_post
5.2287664,3.4551806,4,p6_post
7.370165,2.7334492,15,p6_post
-0.058924366,5.067952,0,p6_post
5.781275,9.515216,16,p6_post
7.400412,2.9822454,15,p6_post
1.9169543,6.1185718,0,p6_post
2.4700437,5.411079,0,p6_post
5.2535944,3.5593905,4,p6_post
2.2315059,4.9094143,0,p6_post
-2.9616544,5.841387,2,p6_post
-1.109541,4.6542263,0,p6_post
-1.4737808,8.725132,10,p6_post
0.2806206,5.5418763,0,p6_post
4.305194,4.3201365,4,p6_post
-4.121033,9.004368,7,p6_post
-0.06425206,4.050631,0,p6_post
3.056415,4.6741867,0,p6_post
-2.6342406,6.4498863,2,p6_post
3.849798,5.740822,4,p6_post
-1.1973647,4.7942247,2,p6_post
-2.7297943,7.871262,7,p6_post
0.44403422,4.0565834,0,p6_post
0.35801432,3.3798172,0,p6_post
-1.4224399,8.86632,10,p6_post
-1.5647029,6.085487,2,p6_post
4.2279725,3.630607,4,p6_post
2.9812741,3.1949682,0,p6_post
1.6415424,4.1385794,0,p6_post
0.34715095,8.294998,10,p6_post
3.4174805,3.1879618,19,p6_post
3.9638174,13.758949,19,p6_post
0.05828163,5.269015,0,p6_post
-0.2407197,-5.5410957,3,p6_post
-0.44218042,6.3643293,2,p6_post
3.7295873,5.011079,4,p6_post
2.1808999,5.265932,0,p6_post
0.76914966,5.9210143,0,p6_post
5.7025843,5.0898585,4,p6_post
1.9452721,3.3850706,0,p6_post
-0.72263706,4.6104803,0,p6_post
-0.3618289,-4.768417,3,p6_post
3.949159,1.4940627,19,p6_post
-1.8885052,6.541796,8,p6_post
2.2159333,6.613916,21,p6_post
0.44665322,4.3465486,0,p6_post
-0.75106794,4.2750773,0,p6_post
0.53999525,3.874873,0,p6_post
-0.3299222,5.3961077,0,p6_post
0.4898995,5.0519533,0,p6_post
5.613553,5.8319454,4,p6_post
-0.11923505,-5.670157,3,p6_post
4.800924,3.1877367,4,p6_post
-5.614671,12.777236,24,p6_post
0.3896599,3.5751214,0,p6_post
1.5597656,6.3881087,0,p6_post
-4.217478,7.592892,8,p6_post
-1.2515478,5.749297,2,p6_post
-3.8647594,8.2319,7,p6_post
-5.790211,2.9109137,12,p6_post
1.3262388,3.9911234,0,p6_post
6.8103776,3.9510703,15,p6_post
-1.449662,9.786542,6,p6_post
3.946643,7.573506,11,p6_post
1.6264669,4.118249,0,p6_post
-1.0728464,4.8202033,0,p6_post
-1.7146931,4.6276183,10,p6_post
5.8740087,10.94554,16,p6_post
-3.1041474,6.687212,8,p6_post
3.336197,3.9773474,0,p6_post
6.001687,10.395816,16,p6_post
4.474652,1.8773448,19,p6_post
1.4038929,5.170751,0,p6_post
2.6041594,4.457817,0,p6_post
2.695191,5.202814,0,p6_post
3.6098626,4.273186,4,p6_post
0.21287405,8.739519,10,p6_post
2.7333953,5.922658,0,p6_post
2.1112604,5.3326902,0,p6_post
2.214108,4.555626,0,p6_post
0.41688213,4.6987667,0,p6_post
1.5500515,6.2348633,0,p6_post
0.3638516,5.252592,0,p6_post
-1.3578998,5.54347,2,p6_post
-2.6779385,8.538366,7,p6_post
5.6569037,10.779757,16,p6_post
5.1337376,10.006791,16,p6_post
3.0059445,6.1363416,21,p6_post
2.6613712,3.501265,0,p6_post
0.9081097,3.3623052,0,p6_post
5.0823684,2.9558654,4,p6_post
13.33195,2.5580008,13,p6_post
3.9107847,1.7538131,19,p6_post
1.8505764,4.6076574,0,p6_post
1.3655486,2.8905454,0,p6_post
-0.24707223,-3.5873497,1,p6_post
0.3014122,4.625493,0,p6_post
-3.083011,13.690085,20,p6_post
-2.114972,7.1756825,2,p6_post
-4.5802345,7.320175,8,p6_post
0.98548156,5.8055215,0,p6_post
5.457816,10.198696,16,p6_post
2.2762444,5.8746896,0,p6_post
5.638457,4.8709283,4,p6_post
5.06283,4.0030065,4,p6_post
-0.7563353,4.88179,0,p6_post
2.5538335,4.9576197,0,p6_post
-2.38761,4.7735443,2,p6_post
-0.008395715,4.4971247,0,p6_post
0.92796415,4.081688,0,p6_post
5.5485044,3.8755531,4,p6_post
-3.2564094,5.087107,2,p6_post
2.7995775,5.127702,0,p6_post
-5.1578007,4.9089823,18,p6_post
-0.4161919,5.792502,0,p6_post
-1.0831466,-6.270131,3,p6_post
7.7347617,3.7425473,15,p6_post
5.1881795,3.462737,4,p6_post
1.5071715,5.5968666,0,p6_post
6.309968,5.2949142,4,p6_post
3.035593,7.289172,21,p6_post
1.7603796,4.5533595,0,p6_post
-0.5248812,4.1999774,0,p6_post
4.7402334,0.075552516,11,p6_post
7.2541895,2.8009152,15,p6_post
3.6826177,3.5309556,19,p6_post
-0.37070274,-4.132688,1,p6_post
5.7179475,4.0579395,4,p6_post
-4.6807337,4.474756,18,p6_post
-0.22126327,-0.5787038,1,p6_post
-0.53456676,4.8182545,0,p6_post
7.2119136,3.4738379,15,p6_post
4.5922546,6.8042607,11,p6_post
-1.4694268,4.424731,0,p6_post
2.0882454,5.0405226,0,p6_post
3.2723916,3.5870128,0,p6_post
2.3236017,9.249692,9,p6_post
2.38612,5.182946,0,p6_post
1.763439,4.134681,0,p6_post
7.744656,3.6618042,15,p6_post
2.4456174,3.6408765,0,p6_post
-5.5316477,8.671659,7,p6_post
-3.6569035,13.691727,20,p6_post
-0.40435135,5.805323,0,p6_post
1.1019144,3.2247515,0,p6_post
-0.35648543,4.682198,0,p6_post
4.2618575,5.5074415,4,p6_post
2.8889794,4.1872478,0,p6_post
-2.9443185,7.224047,2,p6_post
-0.8363828,6.2585406,2,p6_post
-2.4832027,-0.9082321,14,p6_post
2.3144078,4.111692,0,p6_post
1.4414814,3.6982574,0,p6_post
5.300912,10.409319,16,p6_post
-0.78291553,9.644302,6,p6_post
-1.4856831,7.308572,2,p6_post
-0.13683087,3.3114233,0,p6_post
0.6384789,1.152518,22,p6_post
2.0922651,6.4558887,0,p6_post
-0.09109174,5.354342,0,p6_post
6.2614956,3.9693997,4,p6_post
1.564346,2.221472,22,p6_post
0.74793005,5.936671,0,p6_post
2.9680715,3.3937485,0,p6_post
-0.026597712,4.5961466,0,p6_post
-2.9996343,-1.923876,14,p6_post
5.6750154,10.165438,16,p6_post
-2.1249034,7.249808,2,p6_post
-4.860302,8.96549,7,p6_post
-0.001972218,2.9131749,12,p6_post
1.4886067,3.987633,0,p6_post
0.44143057,7.277702,6,p6_post
-1.2007388,7.985953,10,p6_post
-2.7790096,6.1721835,2,p6_post
-2.561584,6.08386,2,p6_post
7.362495,3.3690667,15,p6_post
0.21515918,3.664978,0,p6_post
1.9345025,5.217211,0,p6_post
-3.1852572,6.1410666,2,p6_post
2.6703134,4.1650605,0,p6_post
4.877086,3.3311443,4,p6_post
5.334123,3.0882134,4,p6_post
-1.7867194,5.5914364,2,p6_post
6.020647,9.780466,16,p6_post
1.7967675,4.870501,0,p6_post
-2.4260788,5.877749,8,p6_post
