source,target,distance,count
0.0,6.0,0.1811476299396082,2.0
3.0,5.0,0.3727404496747564,2.0
1.0,7.0,0.4805185295901714,2.0
2.0,4.0,0.748445459665176,2.0
8.0,10.0,1.1531231401341218,4.0
9.0,11.0,1.5650533114548648,4.0
12.0,13.0,1.768911204104596,8.0
