source,target,distance,count
2.0,4.0,0.5886872034546833,2.0
1.0,3.0,0.7676916482840137,2.0
0.0,6.0,0.8099905271431241,2.0
5.0,7.0,1.0546598695412892,3.0
9.0,10.0,1.5178223413182237,5.0
8.0,11.0,1.8554846209360762,7.0
