source,target,distance,count
1.0,7.0,0.26578399733209834,2.0
0.0,2.0,0.3820132226435846,2.0
6.0,10.0,0.4579391801125364,3.0
5.0,11.0,0.7550821089670028,4.0
3.0,9.0,0.8390583199547247,3.0
8.0,12.0,1.0528521348926458,5.0
4.0,14.0,1.1380476718926538,6.0
13.0,15.0,1.8415116371391447,9.0
